"deviceid","c_group","c_start","c_coordinates","X_c_coordinates_latitude","X_c_coordinates_longitude","X_c_coordinates_altitude","X_c_coordinates_precision","c_neighborhood","c_rainweek","c_participant_num","c_participant_gender","c_participant_female_obs","c_participant_male_obs","c_participant_female","c_participant_male","c_neighborhood_y","c_neighborhood_n","c_c_y","c_c_n","c_s_a","c_s_a_note","c_s_a_note_2","c_s_a_3","c_s_a_2","c_s_a_1","c_s_a_0","c_s_a_na","c_d_a","c_d_a_note","c_d_a_note_2","c_d_a_3","c_d_a_2","c_d_a_1","c_d_a_0","c_d_a_na","c_f_a","c_f_a_note","c_f_a_note_2","c_f_a_3","c_f_a_2","c_f_a_1","c_f_a_0","c_f_a_na","c_dw_a","c_dw_a_note","c_dw_a_note_2","c_dw_a_3","c_dw_a_2","c_dw_a_1","c_dw_a_0","c_dw_a_na","c_dw_e_wt","c_dw_e_wt_note","c_dw_e_wt_note_2","c_dw_e_wt_1","c_dw_e_wt_0","c_dw_e_wt_na","c_o_a","c_o_a_note","c_o_a_note_2","c_o_a_3","c_o_a_2","c_o_a_1","c_o_a_0","c_o_a_na","c_bw_a","c_bw_a_note","c_bw_a_note_2","c_bw_a_3","c_bw_a_2","c_bw_a_1","c_bw_a_0","c_bw_a_na","c_p_a","c_p_a_note","c_p_a_note_2","c_p_a_3","c_p_a_2","c_p_a_1","c_p_a_0","c_p_a_na","c_p_e_note","c_p_e_note_2","c_p_e_2","c_p_e_1","c_p_e_na","c_sf_a","c_sf_a_note","c_sf_a_note_2","c_sf_a_3","c_sf_a_2","c_sf_a_1","c_sf_a_0","c_sf_a_na","c_l_a","c_l_a_note","c_l_a_note_2","c_l_a_3","c_l_a_2","c_l_a_1","c_l_a_0","c_l_a_na","c_pl_a_th","c_pl_a_th_note","c_pl_a_th_note_2","c_pl_a_th_1","c_pl_a_th_0","c_pl_a_th_na","c_pl_a_tu_note","c_pl_a_tu_1","c_pl_a_tu_0","c_pl_a_tu_na","c_pl_a_tu_nl","c_pl_a_tw_note","c_pl_a_tw_note_2","c_pl_a_tw_1","c_pl_a_tw_0","c_pl_a_tw_na","c_pl_a_tw_nl","c_pl_a_tf_note","c_pl_a_tf_note_2","c_pl_a_tf_1","c_pl_a_tf_0","c_pl_a_tf_na","c_pl_a_tf_nl","c_mid","c_participant_female_obs_mid","c_participant_male_obs_mid","c_s_c","c_s_c_note","c_s_c_note_2","c_s_c_3","c_s_c_2","c_s_c_1","c_s_c_0","c_s_c_na","c_d_c","c_d_c_note","c_d_c_note_2","c_d_c_3","c_d_c_2","c_d_c_1","c_d_c_0","c_d_c_na","c_f_c","c_f_c_note","c_f_c_note_2","c_f_c_3","c_f_c_2","c_f_c_1","c_f_c_0","c_f_c_na","c_dw_c","c_dw_c_note","c_dw_c_note_2","c_dw_c_3","c_dw_c_2","c_dw_c_1","c_dw_c_0","c_dw_c_na","c_odw_c","c_o_c_note","c_o_c_note_2","c_o_c_3","c_o_c_2","c_o_c_1","c_o_c_0","c_o_c_na","c_bw_c","c_bw_c_note","c_bw_c_note_2","c_bw_c_3","c_bw_c_2","c_bw_c_1","c_bw_c_0","c_bw_c_na","c_p_c","c_p_c_note","c_p_c_note_2","c_p_c_3","c_p_c_2","c_p_c_1","c_p_c_0","c_p_c_na","c_sf_c","c_sf_c_note","c_sf_c_note_2","c_sf_c_3","c_sf_c_2","c_sf_c_1","c_sf_c_0","c_sf_c_na","c_l_c","c_l_c_note","c_l_c_note_2","c_l_c_3","c_l_c_2","c_l_c_1","c_l_c_0","c_l_c_na","c_end","c_participant_female_obs_end","c_participant_male_obs_end","c_notes","c_enum","X__version__","X_id","X_uuid","X_submission_time","X_index","c_extra_data","dply_num","c_f_weekly","c_UID","c_date","neighb_num"
359925061286956,"GROUP-A","2017-06-14T12:09:00.923+06","23.724445711783762 90.42745945646459 -64.99561470001936 5.0",23.72444571,90.42745946,-64.9956147,5,6,1,20,2,14,6,14,6,20,0,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,0,,,,4,13,3,,,,,,,,,,,,10,7,3,0,0,,,,8,6,4,2,0,,,17,0,3,,,,15,0,5,0,0,,,,14,2,0,0,4,,,,7,13,0,,7,10,3,0,,,16,4,0,0,,,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0,0,0,,,,,,,,,,,,5,4,0,0,0,,,,3,3,0,2,1,,,,9,0,0,0,0,,,,7,1,0,0,1,,14,6,,"41",,4920,"0eccf13c-7308-4b57-b690-bfb6d6cafe60","2017-06-20T04:07:29",23,,2,1,"02_1022",2017-06-14,206
359925061286956,"GROUP-D","2017-06-14T12:13:00.137+06","23.72439983497749 90.42748735902673 -60.86996489204466 10.0",23.72439984,90.42748736,-60.86996489,10,6,1,17,2,16,1,16,1,17,0,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,0,0,0,,,,4,12,1,,,,,,,,,,,,3,12,0,0,2,,,,12,2,1,0,2,,,15,1,1,,,,5,5,5,0,2,,,,12,3,1,0,1,,,,1,16,0,,1,0,0,16,,,1,0,0,16,,,0,1,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,0,0,,,,,,,,,,,,12,3,0,0,1,,,,4,3,3,5,1,,,,10,2,2,2,0,,,,14,1,1,0,0,,16,1,,"41",,4921,"e77c4a51-4bdf-4b6b-8a82-7ff525acc1be","2017-06-20T04:08:50",24,,2,1,"02_1023",2017-06-14,206
359925061283656,"GROUP-B","2017-06-14T12:06:00.482+06","23.779556511895866 90.34109272030182 -106.0 0.0",23.77955651,90.34109272,-106,0,3,1,20,1,,,,,20,0,16,4,,,,5,4,6,3,2,,,,13,0,1,4,2,,,,14,2,1,2,1,,,,,,,,,,,,0,20,0,,,,,,,,,,,,11,8,1,0,0,,,,13,3,4,0,0,,,20,0,0,,,,14,2,3,1,0,,,,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,0,0,,,,16,0,0,0,0,,,,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,16,0,0,0,0,,,,16,0,0,0,0,,,,16,0,0,0,0,,,,16,0,0,0,0,,,,,"37",,4961,"862e4791-8ea3-4470-9fe0-e703930e39fa","2017-06-20T05:07:59",25,,2,1,"02_1024",2017-06-14,203
359925061277617,"GROUP-D","2017-06-14T11:46:00.543+06","23.8228756 90.3782195 0.0 1100.0",23.8228756,90.3782195,0,1100,1,1,19,2,16,3,16,3,14,5,14,5,,,,11,1,1,3,3,,,,13,1,0,2,3,,,,11,1,2,2,3,,,,11,3,0,2,3,,,,11,6,2,,,,,,,,,,,,5,5,0,3,6,,,,16,3,0,0,0,,,16,2,1,,,,13,3,1,0,2,,,,11,3,1,2,2,,,,9,8,2,,16,2,1,1,,,14,3,0,2,,,4,8,1,4,,,,,,,6,0,3,3,3,,,,7,2,1,2,2,,,,5,3,3,2,1,,,,7,2,2,2,1,,,,,,,,,,,,3,3,0,4,3,,,,9,1,2,2,0,,,,9,2,2,1,0,,,,6,3,0,2,3,,16,3,"Good respon","25",,4964,"7c1776f4-0ada-4512-a18b-ffac9083159c","2017-06-20T05:09:59",26,,2,1,"02_1025",2017-06-14,201
359925061277617,"GROUP-A","2017-06-15T13:50:00.759+06","23.823194129625257 90.37896355739014 3.0 0.0",23.82319413,90.37896356,3,0,1,1,20,2,17,3,18,2,19,1,15,5,,,,1,0,0,7,11,,,,5,0,9,5,0,,,,3,1,2,1,12,,,,4,0,0,0,13,,,,13,0,1,,,,,,,,,,,,3,12,0,0,0,,,,5,3,2,6,0,,,10,5,0,,,,3,2,0,5,6,,,,4,9,0,0,0,,,,8,7,0,,0,0,0,13,,,12,3,0,0,,,3,3,2,6,,,,,,,0,1,0,3,9,,,,5,1,1,2,3,,,,9,1,0,1,2,,,,9,0,1,0,2,,,,,,,,,,,,4,0,2,1,5,,,,3,1,5,1,1,,,,4,3,2,3,0,,,,1,0,1,7,4,,10,3,"Na","25",,4965,"5bf72724-fd58-4fb3-9272-58f6cd261eb5","2017-06-20T05:10:02",27,,2,1,"02_1026",2017-06-15,201
359925060106239,"GROUP-A","2017-06-10T15:00:00.922+06","23.72551380325783 90.37145086913556 9.0 0.0",23.7255138,90.37145087,9,0,8,1,17,2,13,4,13,4,17,0,16,1,,,,1,0,4,11,1,,,,8,1,3,4,1,,,,12,1,1,2,1,,,,14,0,0,3,0,,,,15,2,0,,,,,,,,,,,,6,5,3,0,3,,,,7,1,4,4,1,,,16,1,0,,,,4,1,1,9,2,,,,10,2,1,2,1,,,,7,7,2,,7,0,2,7,,,5,2,2,7,,,7,0,2,7,,,,,,,2,2,0,6,6,,,,3,2,0,5,5,,,,7,1,3,3,1,,,,12,1,0,2,0,,,,,,,,,,,,5,5,4,2,0,,,,6,1,4,3,2,,,,9,3,3,1,0,,,,6,2,4,2,2,,13,4,"","1",,4967,"dd458a6c-4ceb-4e94-9329-0e3d7676fd75","2017-06-20T05:13:30",28,,2,1,"02_1027",2017-06-10,208
,"Female","2016-07-21 16:29:38","5.57584582 -0.20522697 53.0 5.0",5.57584582,-0.20522697,53,5,3,,15,,15,0,15,0,15,,,,,,,,,,,,,,,5,2,5,2,1,,,,10,1,0,4,,,,,7,4,1,1,2,,,,6,,,,,,,,,,,,,,,,,,,,,,4,4,5,2,,,,,,,,,,,,,,,,,,7,3,1,4,,,,,10,5,,,5,,,5,,,7,3,,5,,,2,8,,5,,,,,,,,,,,,,,,2,2,0,2,2,,,,1,2,4,1,0,,,,3,2,0,1,2,,,,,,,,,,,,,,,,,,,,1,2,4,1,0,,,,,,,,,,,,6,2,0,0,0,,,,,"Irving, Solomon",,,,,,,3,0,"03_0001",2016-07-21,303
,"shiabu male group","2016-03-21 11:24:52","5.5251815 -0.25671541 64.0 11.0",5.5251815,-0.25671541,64,11,1,,20,,0,20,0,20,20,,,,,,,14,2,2,2,,,,,19,0,0,1,,,,,14,1,1,4,,,,,16,0,0,4,0,,,,0,,,,,,17,1,0,1,,,,,,,,,,,,,9,1,1,8,,,,,,,,,,,,,,,,,,16,1,1,2,,,,,2,,,,2,,,,,,1,2,,15,,,1,1,,16,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,,,,"Facillitator should be able to speak the local language.

respondents would prefer to tick answers on a sheet instead of voting with envelope.

respondents complained about duration of the survey.",".",,,,,,,3,0,"03_0002",2016-03-21,301
,"MALE","2016-07-21 16:50:06","5.57566533 -0.20540422 85.0 12.0",5.57566533,-0.20540422,85,12,3,,14,,0,14,0,14,14,,,,,,,,,,,,,,,6,6,2,0,0,,,,6,3,3,2,,,,,4,4,4,4,0,,,,4,,,,,,,,,,,,,,,,,,,,,,3,7,2,2,,,,,,,,,,,,,,,,,,6,6,2,0,,,,,11,3,,,9,,,5,,,9,2,,3,,,0,11,,3,,,,,,,,,,,,,,,2,0,1,1,2,,,,2,2,0,0,4,,,,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,,,,,,,,,,,,0,1,3,0,2,,,,,"MICHAEL",,,,,,,3,0,"03_0003",2016-07-21,303
,"Female","2016-06-15 12:21:07","5.56129011 -0.21149583 13.0 5.0",5.56129011,-0.21149583,13,5,5,,15,,15,0,15,0,15,,,,,,,,,,,,,,,7,1,2,3,2,,,,12,1,1,1,,,,,9,1,0,4,1,,,,0,,,,,,,,,,,,,,,,,,,,,,8,7,0,0,,,,,,,,,,,,,,,,,,9,1,3,2,,,,,12,3,,,9,,,3,,,9,3,,3,,,5,7,,3,,,,,,,,,,,,,,,5,0,1,0,1,,,,5,2,0,0,0,,,,5,0,1,1,0,,,,,,,,,,,,,,,,,,,,4,2,0,0,1,,,,,,,,,,,,6,0,0,0,1,,,,,"Irving, Micheal, Fred",,,,,,,3,0,"03_0004",2016-06-15,305
,"Male","2016-06-14 11:06:26","5.56123744 -0.21146781 45.0 5.0",5.56123744,-0.21146781,45,5,5,,15,,0,15,0,15,15,,,,,,,,,,,,,,,5,0,3,1,6,,,,8,0,2,5,,,,,7,2,2,0,4,,,,6,,,,,,,,,,,,,,,,,,,,,,8,1,3,3,,,,,,,,,,,,,,,,,,7,3,2,3,,,,,10,5,,,8,,,5,,,10,0,,5,,,2,8,,5,,,,,,,,,,,,,,,4,1,0,1,0,,,,0,1,1,4,1,,,,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,,,,,,,,,,,,5,1,1,0,0,,,,,"Irving",,,,,,,3,0,"03_0011",2016-06-14,305
,"Female","2016-07-04 17:28:42","5.56452237 -0.18342609 46.0 5.0",5.56452237,-0.18342609,46,5,4,,8,,8,0,8,0,8,,,,,,,,,,,,,,,2,2,3,0,1,,,,8,0,0,0,,,,,1,1,2,0,3,,,,1,,,,,,,,,,,,,,,,,,,,,,2,4,1,0,,,,,,,,,,,,,,,,,,0,0,2,5,,,,,8,0,,,8,,,0,,,8,0,,0,,,1,7,,0,,,,,,,,,,,,,,,0,3,0,2,0,,,,3,1,0,0,1,,,,0,1,0,1,3,,,,,,,,,,,,,,,,,,,,2,2,0,0,1,,,,,,,,,,,,0,3,0,1,1,,,,,"Solomon, Ethel, Irving",,,,,,,3,0,"03_0012",2016-07-04,304
,"Shiabu Female Community Group","2016-03-22 10:14:47","5.52499991 -0.25684471 47.0 5.0",5.52499991,-0.25684471,47,5,1,,12,,12,0,12,0,12,,,,,,,0,0,2,10,,,,,0,2,2,8,,,,,5,1,1,5,,,,,6,0,1,3,2,,,,0,,,,,,1,0,0,11,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,5,1,4,2,,,,,1,,,,0,,,,,,0,1,,11,,,0,0,,12,,,,,,,0,0,2,6,3,,,,1,0,2,6,2,,,,2,1,4,0,5,,,,7,1,1,0,3,,,,0,0,2,5,5,,,,,,,,,,,,2,0,2,3,5,,,,,,,,,,,,6,0,0,2,4,,,,"Use other languages such as Hausa.

we are happy with the programme.","Ethel and Mercy and Jemimah and James.",,,,,,,3,0,"03_0013",2016-03-22,301
,"all female","2016-04-06 09:59:23","",,,,,1,,15,,15,0,15,0,15,,,,,,,0,0,0,15,,,,,4,0,1,10,,,,,10,1,3,1,,,,,5,5,0,3,2,,,,0,,,,,,2,0,2,11,,,,,,,,,,,,,2,2,1,10,,,,,,,,,,,,,,,,,,6,2,2,5,,,,,1,,,,1,,,,,,1,1,,13,,,1,2,,12,,,,,,,0,1,0,7,5,,,,1,1,2,5,3,,,,6,0,2,4,1,,,,4,1,1,5,2,,,,1,0,1,10,1,,,,,,,,,,,,0,3,3,3,4,,,,,,,,,,,,3,2,1,4,3,,,,"Survey days are best on Thursdays, at 9am","Jemimah, Ethel, Godwin",,,,,,,3,0,"03_0014",2016-04-06,301
,"Female","2016-07-05 16:43:25","5.55747107 -0.18628912 45.0 5.0",5.55747107,-0.18628912,45,5,4,,15,,15,0,15,0,15,,,,,,,,,,,,,,,4,4,5,0,2,,,,9,3,2,1,,,,,14,0,0,0,1,,,,3,,,,,,,,,,,,,,,,,,,,,,7,3,2,2,,,,,,,,,,,,,,,,,,4,6,2,2,,,,,13,1,,,13,,,1,,,13,0,,1,,,6,7,,1,,,,,,,,,,,,,,,6,2,0,4,1,,,,6,4,2,0,1,,,,12,1,0,0,0,,,,,,,,,,,,,,,,,,,,7,4,0,0,2,,,,,,,,,,,,8,3,0,2,0,,,,,"Ethel, Fred, Irving",,,,,,,3,0,"03_0015",2016-07-05,304
,"MALE","2016-06-15 10:57:23","5.5610712 -0.2115262 0.0 26.0",5.5610712,-0.2115262,0,26,5,,15,,0,15,0,15,15,,,,,,,,,,,,,,,3,1,2,3,6,,,,6,1,2,5,,,,,9,1,1,1,3,,,,5,,,,,,,,,,,,,,,,,,,,,,6,4,4,1,,,,,,,,,,,,,,,,,,5,10,0,1,,,,,11,4,,,7,,,5,,,11,3,,2,,,1,9,,5,,,,,,,,,,,,,,,1,2,1,3,1,,,,1,3,2,0,2,,,,4,3,0,1,0,,,,,,,,,,,,,,,,,,,,0,4,3,0,1,,,,,,,,,,,,7,1,0,0,0,,,,,"MICHAEL,SELBY,FRED,SOLOMON,ETHEL,REGY",,,,,,,3,0,"03_0016",2016-06-15,305
,"Female","2016-06-13 13:28:53","5.56121955 -0.21147039 37.0 4.0",5.56121955,-0.21147039,37,4,5,,15,,15,0,15,0,15,,,,,,,,,,,,,,,7,0,0,2,6,,,,12,0,0,3,,,,,4,3,0,5,3,,,,4,,,,,,,,,,,,,,,,,,,,,,10,0,5,0,,,,,,,,,,,,,,,,,,7,0,7,1,,,,,12,3,,,10,,,0,,,12,0,,3,,,6,6,,3,,,,,,,,,,,,,,,1,0,1,2,4,,,,3,0,0,4,0,,,,2,0,2,2,1,,,,,,,,,,,,,,,,,,,,5,1,0,1,0,,,,,,,,,,,,3,0,0,4,0,,,,,"Irving, Ethel, Solomon",,,,,,,3,0,"03_0017",2016-06-13,305
,"MALE","2016-07-20 16:31:00","5.58041872 -0.20792198 52.0 6.0",5.58041872,-0.20792198,52,6,3,,13,,0,13,0,13,13,,,,,,,,,,,,,,,0,0,1,3,9,,,,6,2,1,3,,,,,1,1,1,8,5,,,,0,,,,,,,,,,,,,,,,,,,,,,0,2,6,7,,,,,,,,,,,,,,,,,,5,5,5,0,,,,,9,6,,,5,,,6,,,4,3,,6,,,0,6,,6,,,,,,,,,,,,,,,3,1,0,1,1,,,,2,0,1,1,2,,,,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,2,0,3,0,1,,,,,,,,,,,,4,0,1,1,0,,,,,"MICHAEL,FRED",,,,,,,3,0,"03_0018",2016-07-20,303
,"MALE","2016-07-22 15:32:32","5.57879828 -0.206034 62.0 5.0",5.57879828,-0.206034,62,5,3,,15,,0,15,0,15,15,,,,,,,,,,,,,,,0,0,2,2,9,,,,5,2,4,4,,,,,1,0,1,7,5,,,,10,,,,,,,,,,,,,,,,,,,,,,4,2,4,0,,,,,,,,,,,,,,,,,,8,1,2,3,,,,,12,2,,,9,,,2,,,9,3,,2,,,7,5,,2,,,,,,,,,,,,,,,1,0,0,0,5,,,,1,2,0,1,3,,,,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,3,1,0,1,0,,,,,,,,,,,,3,1,1,0,1,,,,,"MICHAEL,FRED,REGINALD",,,,,,,3,0,"03_0021",2016-07-22,303
,"MALE","2016-07-05 16:49:16","5.55743262 -0.18617209 86.0 4.0",5.55743262,-0.18617209,86,4,4,,7,,0,7,0,7,7,,,,,,,,,,,,,,,3,0,1,0,3,,,,1,2,1,3,,,,,0,1,2,4,0,,,,0,,,,,,,,,,,,,,,,,,,,,,2,5,0,0,,,,,,,,,,,,,,,,,,1,1,2,3,,,,,7,0,,,7,,,0,,,7,0,,0,,,1,6,,0,,,,,,,,,,,,,,,1,1,1,1,0,,,,0,0,1,1,2,,,,0,2,0,0,2,,,,,,,,,,,,,,,,,,,,0,3,0,0,1,,,,,,,,,,,,1,1,1,1,0,,,,,"MICHAEL,SOLOMON",,,,,,,3,0,"03_0022",2016-07-05,304
,"FEMALE","2016-06-14 12:58:59","5.5608003 -0.2116827 0.0 51.09",5.5608003,-0.2116827,0,51.09,5,,15,,15,0,15,0,15,,,,,,,,,,,,,,,6,2,3,3,2,,,,13,0,1,1,,,,,4,4,0,6,1,,,,3,,,,,,,,,,,,,,,,,,,,,,11,2,3,1,,,,,,,,,,,,,,,,,,5,3,5,2,,,,,12,4,,,11,,,1,,,14,1,,2,,,3,8,,4,,,,,,,,,,,,,,,2,3,3,3,3,,,,2,6,2,2,3,,,,4,1,7,3,0,,,,,,,,,,,,,,,,,,,,5,0,3,2,5,,,,,,,,,,,,6,3,1,1,4,,,,,"MICHAEL,REGINALD,SOLOMON,FRED,SELBY",,,,,,,3,0,"03_0023",2016-06-14,305
,"female","2016-06-28 17:07:57","5.55377924 -0.18512916 6.0 5.0",5.55377924,-0.18512916,6,5,4,,10,,10,0,10,0,10,,,,,,,,,,,,,,,3,0,2,3,2,,,,6,1,1,2,,,,,1,2,6,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,,,,,,,,,,,,,,,,,,2,4,3,1,,,,,8,2,,,5,,,2,,,6,2,,2,,,3,5,,2,,,,,,,,,,,,,,,3,1,1,1,2,,,,4,2,0,1,0,,,,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,0,0,,,,,,,,,,,,4,1,1,1,0,,,,,"Ethel, Solomon, Irving",,,,,,,3,0,"03_0024",2016-06-28,304
,"male","2016-06-28 17:25:02","5.55395967 -0.18509554 37.0 11.0",5.55395967,-0.18509554,37,11,4,,7,,0,7,0,7,7,,,,,,,,,,,,,,,0,3,3,1,0,,,,1,2,3,1,,,,,1,1,5,0,0,,,,2,,,,,,,,,,,,,,,,,,,,,,4,2,1,0,,,,,,,,,,,,,,,,,,1,0,4,2,,,,,2,3,,,2,,,1,,,3,0,,1,,,2,5,,1,,,,,,,,,,,,,,,0,1,2,4,0,,,,2,1,1,2,0,,,,2,0,2,3,0,,,,,,,,,,,,,,,,,,,,0,3,2,0,0,,,,,,,,,,,,1,1,1,4,0,,,,,"MICHAEL,FREDRICK,REGINALD",,,,,,,3,0,"03_0025",2016-06-28,304
,"MALE","2016-06-13 11:20:03","5.56130743 -0.21156344 71.0 6.0",5.56130743,-0.21156344,71,6,5,,15,,0,15,0,15,15,,,,,,,,,,,,,,,0,8,2,0,4,,,,1,4,4,3,,,,,5,3,3,1,1,,,,2,,,,,,,,,,,,,,,,,,,,,,2,8,0,3,,,,,,,,,,,,,,,,,,8,2,2,2,,,,,10,3,,,7,,,6,,,7,0,,6,,,3,2,,8,,,,,,,,,,,,,,,4,0,0,0,2,,,,3,2,0,0,0,,,,4,1,1,0,0,,,,,,,,,,,,,,,,,,,,2,2,0,0,1,,,,,,,,,,,,3,0,1,1,0,,,,,"MICHAEL",,,,,,,3,0,"03_0026",2016-06-13,305
,"all female","2016-04-06 13:02:38","",,,,,1,,12,,0,12,0,12,12,,,,,,,9,1,2,0,,,,,10,0,0,2,,,,,12,0,0,0,,,,,1,0,0,11,0,,,,1,,,,,,6,2,2,2,,,,,,,,,,,,,3,3,4,2,,,,,,,,,,,,,,,,,,12,0,0,0,,,,,2,,,,0,,,,,,0,1,,10,,,0,1,,11,,,,,,,3,1,1,4,1,,,,4,1,0,2,3,,,,10,0,0,0,0,,,,0,0,0,7,2,,,,3,1,1,5,0,,,,,,,,,,,,0,2,1,5,2,,,,,,,,,,,,8,2,0,0,0,,,,"Add financial incentive
Feedback on research needed by community","Jemimah, Ethel, Godwin, Ato",,,,,,,3,0,"03_0027",2016-04-06,301
,"Female","2016-07-22 15:30:24","5.57872418 -0.20609238 45.0 4.0",5.57872418,-0.20609238,45,4,3,,15,,15,0,15,0,15,,,,,,,,,,,,,,,1,3,5,2,4,,,,5,2,6,2,,,,,4,3,4,4,1,,,,2,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,,,,,,,,,,,,,,,,,,9,5,1,0,,,,,14,1,,,13,,,1,,,14,0,,1,,,1,13,,1,,,,,,,,,,,,,,,3,2,1,0,2,,,,1,3,3,1,0,,,,0,1,3,3,1,,,,,,,,,,,,,,,,,,,,4,1,3,0,0,,,,,,,,,,,,4,3,0,0,1,,,,,"Irving ,Solomon",,,,,,,3,0,"03_0028",2016-07-22,303
,"Female","2016-07-20 16:30:03","5.58044601 -0.20798081 45.0 5.0",5.58044601,-0.20798081,45,5,3,,14,,14,0,14,0,14,,,,,,,,,,,,,,,0,4,7,0,3,,,,4,2,3,4,,,,,1,2,3,5,3,,,,6,,,,,,,,,,,,,,,,,,,,,,2,8,2,2,,,,,,,,,,,,,,,,,,6,2,1,4,,,,,7,7,,,7,,,7,,,7,0,,7,,,2,5,,7,,,,,,,,,,,,,,,2,2,2,3,3,,,,1,2,1,5,3,,,,2,3,1,4,1,,,,,,,,,,,,,,,,,,,,2,4,5,0,1,,,,,,,,,,,,6,0,2,3,1,,,,,"Irving, Solomon",,,,,,,3,0,"03_0031",2016-07-20,303
,"male","2016-07-04 17:17:21","5.56449515 -0.18335246 61.0 4.0",5.56449515,-0.18335246,61,4,4,,11,,0,11,0,11,11,,,,,,,,,,,,,,,3,3,3,1,1,,,,4,0,6,1,,,,,2,1,6,2,0,,,,4,,,,,,,,,,,,,,,,,,,,,,1,1,7,2,,,,,,,,,,,,,,,,,,10,0,1,0,,,,,8,3,,,8,,,3,,,8,0,,3,,,8,0,,3,,,,,,,,,,,,,,,4,2,2,0,0,,,,2,4,2,0,0,,,,1,5,3,1,0,,,,,,,,,,,,,,,,,,,,1,5,3,2,2,,,,,,,,,,,,5,4,2,0,0,,,,,"Fred, Michael.",,,,,,,3,0,"03_0032",2016-07-04,304
,"Men 2","2015-01-04T02:24:00.000+02","-15.42793407 28.26111038 1290.0 5.0",-15.42793407,28.26111038,1290,5,1,1,19,0,,,,,19,0,12,7,,,,,,,,,,,,6,4,4,4,1,,,,14,2,3,0,0,,,,16,2,1,0,0,,,,14,2,3,,,,,,,,,,,,11,8,0,0,0,,,,1,3,9,4,2,,,17,1,1,,,,1,2,8,8,0,,,,7,2,6,4,0,,,,6,13,0,,6,0,0,13,,,2,7,0,10,,,4,9,0,6,,0,12,,,,,,,,,,,,3,2,1,4,2,,,,8,4,0,0,0,,,,10,1,0,0,1,,,,,,,,,,,,5,4,2,0,1,,,,4,3,2,1,2,,,,4,4,1,1,2,,,,6,0,3,3,0,,0,12,"Survey Went well","Mpundu, Nancy and Wendy",,,"16bbcba5-b01f-41ef-8670-11e11fc95ff9","2018-04-04T13:29:37",,1,4,1,"04_1000",2015-01-04,401
,"Men 1","2015-01-04T05:02:00.000+02","-15.42792664 28.26116401 1293.0 5.0",-15.42792664,28.26116401,1293,5,1,1,20,0,,,,,20,0,16,4,,,,,,,,,,,,2,3,3,6,5,,,,8,3,7,1,0,,,,18,1,0,0,1,,,,17,0,3,,,,,,,,,,,,13,5,2,0,0,,,,4,2,4,8,2,,,1,0,19,,,,3,2,7,7,1,,,,7,3,5,3,2,,,,4,0,16,,2,0,3,15,,,2,2,0,16,,,1,2,0,17,,0,20,,,,,,,,,,,,6,1,5,2,2,,,,5,4,5,2,0,,,,14,0,0,2,0,,,,,,,,,,,,4,6,4,0,2,,,,1,3,2,3,7,,,,1,3,4,2,6,,,,4,2,6,1,3,,0,16,,"Mpundu, Nancy and Wendy",,,"c70bb1cb-6371-47b9-af14-080980a67f20","2018-04-04T13:29:37",,1,4,1,"04_1001",2015-01-04,401
,"Women's group one","2015-01-05T03:04:00.000+02","-15.42793758 28.26115145 1293.0 5.0",-15.42793758,28.26115145,1293,5,1,1,20,1,,,,,16,4,17,3,,,,,,,,,,,,4,1,4,5,5,,,,6,3,1,0,9,,,,13,1,0,1,5,,,,20,0,0,,,,,,,,,,,,11,7,1,0,1,,,,1,2,6,9,2,,,20,0,0,,,,2,2,5,9,2,,,,4,1,7,6,1,,,,3,17,0,,2,0,0,18,,,2,1,0,17,,,0,2,0,18,,17,0,,,,,,,,,,,,4,1,3,1,8,,,,8,1,1,1,5,,,,15,0,0,2,0,,,,,,,,,,,,9,6,0,0,2,,,,2,2,6,2,5,,,,3,0,4,5,5,,,,4,1,4,1,7,,17,0,,"Nancy",,,"8865ccc1-dc99-45c8-957e-89c5c631f0f7","2018-04-04T13:29:38",,1,4,1,"04_1002",2015-01-05,401
