start_dt,subscriberid,simserial,deviceid,lab_id,lab_id_val,lab_sample_type,lab_neighborhood,lab_analysis,lab_analysis_method,lab_processing,lab_incubator_placed,lab_incubator_removed,lab_ws_cl_free,lab_ws_cl_total,lab_p_weight,lab_1_dil_tested,lab_1_volume,lab_1_ecoli_reading_membrane,lab_1_ecoli_reading_idexx,lab_1_ecoli_membrane,lab_1_ecoli_idexx,lab_1_ecoli_big_idexx,lab_1_ecoli_small_idexx,lab_2_dil_tested,lab_2_volume,lab_2_ecoli_reading_membrane,lab_2_ecoli_reading_idexx,lab_2_ecoli_big_idexx,lab_2_ecoli_small_idexx,lab_2_ecoli_membrane,lab_2_ecoli_idexx,lab_3_dilution_performed,lab_3_dil_tested,lab_3_volume,lab_3_dil,lab_3_ecoli_reading_membrane,lab_3_ecoli_reading_idexx,lab_3_ecoli_big_idexx,lab_3_ecoli_small_idexx,lab_3_ecoli_membrane,lab_3_ecoli_idexx,lab_enum,lab_notes,end_dt,meta/instanceID,_uuid,_submission_time
2016-11-30T17:04:10.695-05,n/a,n/a,94:B1:0A:E6:CF:E0,Sol002,Sol002,1,1,2,2,2016-11-29T11:30:00.000-05,2016-11-29T14:30:00.000-05,2016-11-30T14:30:00.000-05,n/a,n/a,n/a,7,1,2,n/a,n/a,n/a,n/a,n/a,6,1,2,n/a,n/a,n/a,n/a,n/a,1,5,1,5,3,n/a,n/a,n/a,81,n/a,Jk rh  ,"Edges on membrane  plates starting to dry out, starting  on 12/1/16 place plates towards front of incubator  to avoid fan. Negative  controls  0  for plates and trays dated 11/29/16",2016-11-30T17:18:39.197-05,uuid:e4b19507-1a5e-43a2-a87d-91ae0995cd80,e4b19507-1a5e-43a2-a87d-91ae0995cd80,2016-11-30T22:24:51
2016-11-16T16:32:03.558-05,n/a,n/a,94:B1:0A:E6:CF:E0,Sol003,Sol003,1,1,2,2,2016-11-11T12:30:00.000-05,2016-11-11T17:30:00.000-05,2016-11-12T17:35:00.000-05,n/a,n/a,n/a,7,1,2,n/a,n/a,n/a,n/a,n/a,6,1,3,n/a,n/a,n/a,6,n/a,1,5,1,5,3,n/a,n/a,n/a,3,n/a,"Kc, ml",Negative  control: 0,2016-11-16T17:39:34.346-05,uuid:87c8aa4f-b8ab-475b-8109-3bab2b8e5832,87c8aa4f-b8ab-475b-8109-3bab2b8e5832,2016-11-19T20:58:11
2016-11-16T17:05:26.650-05,n/a,n/a,94:B1:0A:E6:CF:E0,Sol004,Sol004,1,1,2,2,2016-11-11T12:30:00.000-05,2016-11-11T17:30:00.000-05,2016-11-12T17:35:00.000-05,n/a,n/a,n/a,7,1,3,n/a,1,n/a,n/a,n/a,6,1,3,n/a,n/a,n/a,1,n/a,1,5,1,5,3,n/a,n/a,n/a,0,n/a,"Kl, ml","For 1:1 undiluted sample, the first sample spilled so it was repeated from the original supernatant  tube. It had settled more during the time and has less particulate. Negative  control  0  ",2016-11-16T17:41:04.926-05,uuid:2e8ab720-679d-4cc0-b676-7b263b9cecc9,2e8ab720-679d-4cc0-b676-7b263b9cecc9,2016-11-19T20:58:14
2016-11-16T17:35:41.442-05,n/a,n/a,94:B1:0A:E6:CF:E0,Sol005,Sol005,1,1,2,2,2016-11-15T14:00:00.000-05,2016-11-15T15:30:00.000-05,2016-11-16T15:30:00.000-05,n/a,n/a,n/a,7,1,3,n/a,0,n/a,n/a,n/a,6,1,3,n/a,n/a,n/a,0,n/a,1,5,1,5,3,n/a,n/a,n/a,0,n/a,"Jk, rh",Negative  control : 0. Plate 1: some fecal coliforms .,2016-11-16T17:37:44.430-05,uuid:e4b55992-8595-4524-bc07-ae5db7bb3f9d,e4b55992-8595-4524-bc07-ae5db7bb3f9d,2016-11-19T20:58:16
2016-11-19T16:41:50.238-05,n/a,n/a,94:B1:0A:E6:CF:E0,Sol006,Sol006,1,1,2,2,2016-11-18T14:00:00.000-05,2016-11-18T17:30:00.000-05,2016-11-19T17:30:00.000-05,n/a,n/a,n/a,7,1,2,n/a,n/a,n/a,n/a,n/a,6,1,1,n/a,n/a,n/a,n/a,n/a,1,5,1,5,3,n/a,n/a,n/a,23,n/a,"Jk, am, cc","Dilutions not marked on paper form. More ecoli noted on plates than trays, however, trays were majority yellow. Negative control  0  ",2016-11-19T17:51:33.622-05,uuid:2ba9ebc5-eeef-462e-8b48-243fea758a67,2ba9ebc5-eeef-462e-8b48-243fea758a67,2016-11-19T22:56:49
2016-11-30T16:40:28.483-05,n/a,n/a,94:B1:0A:E6:CF:E0,Sol007,Sol007,1,1,2,2,2016-11-28T13:45:00.000-05,2016-11-28T18:30:00.000-05,2016-11-29T18:30:00.000-05,n/a,n/a,n/a,7,1,3,n/a,6,n/a,n/a,n/a,6,1,3,n/a,n/a,n/a,0,n/a,1,5,1,5,3,n/a,n/a,n/a,0,n/a,"Cc, sze ,  sjr  ","Both samples are turbid. Sol007 is the least turbid among the three. Hard to get a clear supernatant . Most turbid to least turbid: 008 > 009 >007. Negative  control  0 .  Coliforms 1:1 TNTC, but countable on 1:10 & 1:100",2016-11-30T16:43:40.193-05,uuid:242deb31-d0f1-48b5-959c-f8e454f4f1a7,242deb31-d0f1-48b5-959c-f8e454f4f1a7,2016-11-30T22:24:46
2016-11-30T16:37:38.731-05,n/a,n/a,94:B1:0A:E6:CF:E0,Sol008,Sol008,1,1,2,2,2016-11-28T13:45:00.000-05,2016-11-28T18:30:00.000-05,2016-11-29T18:30:00.000-05,n/a,n/a,n/a,7,1,2,n/a,n/a,n/a,n/a,n/a,6,1,3,n/a,n/a,n/a,134,n/a,1,5,1,5,3,n/a,n/a,n/a,17,n/a,"Cc, sze ,  sjr  ",Most turbid sample among the three. Negative  control  0 .  Plate 2 and 3 all ecoli very very light. Coliforms TNTC on plate 1 and 2. Plate 1 counts were a bit smudged ,2016-11-30T16:40:19.578-05,uuid:c3b8c894-81b5-4697-b8cd-6f619f83e50c,c3b8c894-81b5-4697-b8cd-6f619f83e50c,2016-11-30T22:24:45
2016-11-30T16:33:12.952-05,n/a,n/a,94:B1:0A:E6:CF:E0,Sol009,Sol009,1,1,2,2,2016-11-28T13:45:00.000-05,2016-11-28T18:30:00.000-05,2016-11-29T18:30:00.000-05,n/a,n/a,n/a,7,1,2,n/a,n/a,n/a,n/a,n/a,6,1,3,n/a,n/a,n/a,13,n/a,1,5,1,5,3,n/a,n/a,n/a,1,n/a,"Cc, sze, sjr","Both samples are turbid. Sol009 is more turbid than sol007, but not as turbid as sol008. Negative  control  0  ",2016-11-30T16:37:25.238-05,uuid:ed46fca4-d2b7-441d-a2cc-c1de2884e597,ed46fca4-d2b7-441d-a2cc-c1de2884e597,2016-11-30T22:24:45
2016-11-30T17:01:23.215-05,n/a,n/a,94:B1:0A:E6:CF:E0,Sol010,Sol010,1,1,2,2,2016-11-29T11:30:00.000-05,2016-11-29T14:30:00.000-05,2016-11-30T14:35:00.000-05,n/a,n/a,n/a,7,1,2,n/a,n/a,n/a,n/a,n/a,6,1,3,n/a,n/a,n/a,5,n/a,1,5,1,5,3,n/a,n/a,n/a,1,n/a,Jk  rh  ,n/a,2016-11-30T17:03:18.832-05,uuid:7b658d92-0046-48bd-97b1-49765de2496f,7b658d92-0046-48bd-97b1-49765de2496f,2016-11-30T22:24:50
2016-11-09T15:16:59.876-05,n/a,n/a,94:B1:0A:E6:CF:E0,Swa001,Swa001,3,1,2,2,2016-11-07T14:30:00.000-05,2016-11-07T16:41:00.000-05,2016-11-08T16:50:00.000-05,n/a,n/a,n/a,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,"Jess, christie ,  suraja, jamie",Redid plate 3 1:10 with 1 ml b/c the first filter slipped  through  the  forceps  and didn't  stick to absorbent  pad. 1:10 had 4 cfu total coliforms,2016-11-09T15:23:12.824-05,uuid:d5e0c781-16ea-4d34-86c7-4eaf9bb509b4,d5e0c781-16ea-4d34-86c7-4eaf9bb509b4,2016-11-09T20:31:07
2016-11-09T16:36:03.653-05,n/a,n/a,94:B1:0A:E6:CF:E0,Swa002,Swa002,3,1,2,2,2016-11-07T14:30:00.000-05,2016-11-07T16:41:00.000-05,2016-11-08T16:50:00.000-05,n/a,n/a,n/a,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,"Jess, Christie, SJR, JAG","One of our swabs snapped, so we had to use sterilized forceps to squeeze what's left of the swab against the tube wall. Difficult to do, did not get enough sample with the broken swab, so had to use an additional 7mL PBS with the one remaining good swab to reach 12mL. 

1:1 10 ml has total coliforms, as does 1 ml 1:1
1 ml has about 20 cfu total coliforms.",2016-11-09T16:44:08.498-05,uuid:8ae89e34-5a45-4e3f-ad01-0f9f2ce45b91,8ae89e34-5a45-4e3f-ad01-0f9f2ce45b91,2016-11-09T21:48:22
2016-11-16T16:53:00.337-05,n/a,n/a,94:B1:0A:E6:CF:E0,Swa003,Swa003,3,1,2,2,2016-11-11T14:15:00.000-05,2016-11-11T17:30:00.000-05,2016-11-12T17:35:00.000-05,n/a,n/a,n/a,7,10,3,n/a,0,n/a,n/a,n/a,6,1,3,n/a,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Kl, ml","Due to having too little elute, unable to complete undiluted 1:1 ml sample for membrane filtration. Negative control  0.",2016-11-16T17:39:47.068-05,uuid:4368af3a-4213-4e84-af2e-405d4755500d,4368af3a-4213-4e84-af2e-405d4755500d,2016-11-19T20:58:12
2016-11-16T17:33:20.588-05,n/a,n/a,94:B1:0A:E6:CF:E0,Swa004,Swa004,3,1,2,2,2016-11-15T14:00:00.000-05,2016-11-15T15:30:00.000-05,2016-11-16T15:30:00.000-05,n/a,n/a,n/a,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,"Jk, rh",Negative control:  0. Plate 1: some fecal coliforms.,2016-11-16T17:35:29.762-05,uuid:a6b3b091-839e-4bfe-921d-99ab0dd6f411,a6b3b091-839e-4bfe-921d-99ab0dd6f411,2016-11-19T20:58:16
2016-12-07T16:01:55.474-05,n/a,n/a,94:B1:0A:E6:CF:E0,Swa005,Swa005,3,1,2,2,2016-12-06T13:00:00.000-05,2016-12-06T14:00:00.000-05,2016-12-07T14:30:00.000-05,n/a,n/a,n/a,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,Jk rh,Tc on plates  1 and 2,2016-12-07T16:03:10.206-05,uuid:3f05900c-b7cc-4127-9766-10dcdc1e39ac,3f05900c-b7cc-4127-9766-10dcdc1e39ac,2016-12-10T18:27:25
2016-11-18T16:53:17.304-05,n/a,n/a,94:B1:0A:E6:CF:E0,Swa006,Swa006,3,1,2,2,2016-11-17T13:30:00.000-05,2016-11-17T14:30:00.000-05,2016-11-18T14:30:00.000-05,n/a,n/a,n/a,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,Jk rr,Plate 1 30 tc,2016-11-18T16:56:28.768-05,uuid:47195758-3270-4a06-8fd9-18f780bc7cdf,47195758-3270-4a06-8fd9-18f780bc7cdf,2016-11-19T20:58:17
2016-11-19T15:57:02.463-05,n/a,n/a,94:B1:0A:E6:CF:E0,Swa007,Swa007,3,1,2,2,2016-11-18T14:00:00.000-05,2016-11-18T15:40:00.000-05,2016-11-19T15:40:00.000-05,n/a,n/a,n/a,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,"Jk, am, cc",n/a,2016-11-19T15:58:32.764-05,uuid:f0623dc4-e0be-4652-97fd-bfd599a8acd3,f0623dc4-e0be-4652-97fd-bfd599a8acd3,2016-11-19T21:01:59
2016-11-19T16:37:36.870-05,n/a,n/a,94:B1:0A:E6:CF:E0,Swa008,Swa008,3,1,2,2,2016-11-18T14:00:00.000-05,2016-11-18T16:30:00.000-05,2016-11-19T16:30:00.000-05,n/a,n/a,n/a,7,10,3,n/a,2,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,1,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,"Jk, am, cc",n/a,2016-11-19T16:38:50.288-05,uuid:5de675dd-e3fe-469c-8ab8-f6528adfcd3e,5de675dd-e3fe-469c-8ab8-f6528adfcd3e,2016-11-19T21:40:21
2016-11-30T16:49:09.102-05,n/a,n/a,94:B1:0A:E6:CF:E0,Swa009,Swa009,3,1,2,2,2016-11-29T11:47:00.000-05,2016-11-29T14:30:00.000-05,2016-11-30T14:30:00.000-05,n/a,n/a,n/a,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,"Jk, rh ,  jg",n/a,2016-11-30T16:50:47.887-05,uuid:4b00f3ce-6416-4a6d-8203-abd64873f9e7,4b00f3ce-6416-4a6d-8203-abd64873f9e7,2016-11-30T22:24:48
2016-12-07T15:59:11.016-05,n/a,n/a,94:B1:0A:E6:CF:E0,Swa010,Swa010,3,1,2,2,2016-12-06T13:00:00.000-05,2016-12-06T14:00:00.000-05,2016-12-07T14:30:00.000-05,n/a,n/a,n/a,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,Jk rh,Tc on plates 1 and 2,2016-12-07T16:00:31.329-05,uuid:a8373f3b-5556-4b2a-8200-9515c89f04fe,a8373f3b-5556-4b2a-8200-9515c89f04fe,2016-12-10T18:27:25
2016-12-09T14:07:44.597-05,n/a,n/a,94:B1:0A:E6:CF:E0,Veg001,Veg001,2,1,2,2,2016-12-08T11:00:00.000-05,2016-12-08T13:20:00.000-05,2016-12-09T13:30:00.000-05,n/a,n/a,160,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,Jk rh,Tc on all plates,2016-12-09T14:09:25.081-05,uuid:fe275006-5217-4e36-a356-0d4c9aa118b5,fe275006-5217-4e36-a356-0d4c9aa118b5,2016-12-12T19:46:24
2016-12-09T14:11:05.835-05,n/a,n/a,94:B1:0A:E6:CF:E0,Veg002,Veg002,2,1,2,2,2016-12-08T11:00:00.000-05,2016-12-08T13:20:00.000-05,2016-12-09T13:30:00.000-05,n/a,n/a,121,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,Jk rh,Tc on plates 1 and 2 only 1 Colony on 2,2016-12-09T14:12:56.929-05,uuid:239f0f66-9d91-4008-8cb4-362741971310,239f0f66-9d91-4008-8cb4-362741971310,2016-12-10T18:31:21
2016-12-09T14:14:39.635-05,n/a,n/a,94:B1:0A:E6:CF:E0,Veg003,Veg003,2,1,2,2,2016-12-08T11:00:00.000-05,2016-12-08T13:20:00.000-05,2016-12-09T13:30:00.000-05,n/a,n/a,94,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,Jk rh,2 tc colonies in plate 1,2016-12-09T14:16:07.194-05,uuid:cbbadddc-dceb-4f19-87dd-a02d57e24d8e,cbbadddc-dceb-4f19-87dd-a02d57e24d8e,2016-12-10T18:33:09
2016-12-03T15:53:54.726-05,n/a,n/a,94:B1:0A:E6:CF:E0,Veg004,Veg004,2,1,2,2,2016-12-02T12:45:00.000-05,2016-12-02T15:44:00.000-05,2016-12-03T15:45:00.000-05,n/a,n/a,49,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,Katie Lynch  Molly Linbarger,No growth negative control. Coliforms present all dilutions. Only 1 coliform on 1:10 1ml  dilution. Sample weight 49.26g.,2016-12-03T16:22:26.873-05,uuid:01f45476-812d-4789-9464-adbe09b6e07d,01f45476-812d-4789-9464-adbe09b6e07d,2016-12-05T18:53:59
2016-12-03T15:57:53.931-05,n/a,n/a,94:B1:0A:E6:CF:E0,Veg005,Veg005,2,1,2,2,2016-12-02T12:45:00.000-05,2016-12-02T15:44:00.000-05,2016-12-03T15:45:00.000-05,n/a,n/a,253,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,Katie Lynch Molly Linbarger,No growth negative control. Many coliforms present  all dilutions. Sample weight 252.91g.,2016-12-03T16:23:37.574-05,uuid:6fdc3286-e45f-4c42-b716-08a26433041b,6fdc3286-e45f-4c42-b716-08a26433041b,2016-12-05T18:53:59
2016-12-03T16:07:23.335-05,n/a,n/a,94:B1:0A:E6:CF:E0,Veg006,Veg006,2,1,2,2,2016-12-02T12:45:00.000-05,2016-12-02T15:44:00.000-05,2016-12-03T15:45:00.000-05,n/a,n/a,153,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,Katie Lynch Molly Linbarger,No growth negative control. Coliforms present all  dilutions. 1:1 1 ml noted separated from absorbent  pad at time of reading but not when placed in incubator. Sample wt 153.08 g.,2016-12-03T16:18:46.192-05,uuid:132f1b07-3dff-42d9-86c6-15c6c17ff242,132f1b07-3dff-42d9-86c6-15c6c17ff242,2016-12-05T18:54:01
2016-12-02T16:59:02.254-05,n/a,n/a,94:B1:0A:E6:CF:E0,Veg007,Veg007,2,1,2,2,2016-12-01T12:54:00.000-05,2016-12-01T16:30:00.000-05,2016-12-02T16:30:00.000-05,n/a,n/a,208,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,Katie Lynch Jessica  Korona,Coliforms present all dilutions. No growth negative  control. Sample weight  208.44 g.,2016-12-03T16:34:05.262-05,uuid:3f3d4171-424b-4f48-b628-718fa8fff0e8,3f3d4171-424b-4f48-b628-718fa8fff0e8,2016-12-05T18:53:54
2016-12-02T17:19:40.916-05,n/a,n/a,94:B1:0A:E6:CF:E0,Veg008,Veg008,2,1,2,2,2016-12-01T12:54:00.000-05,2016-12-01T04:30:00.000-05,2016-12-02T04:30:00.000-05,n/a,n/a,179,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,Katie Lynch   Jessica Korona,Coliforms  present  all dilutions. No growth  negative  control. Sample weight  179.02 g.,2016-12-03T16:28:10.713-05,uuid:cf46fb33-9d8b-4364-8ae3-f57c641cd978,cf46fb33-9d8b-4364-8ae3-f57c641cd978,2016-12-05T18:53:55
2016-12-02T17:23:57.764-05,n/a,n/a,94:B1:0A:E6:CF:E0,Veg009,Veg009,2,1,2,2,2016-12-01T12:54:00.000-05,2016-12-01T16:30:00.000-05,2016-12-02T16:30:00.000-05,n/a,n/a,43,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,Katie  Lynch  Jessica  Korona,No growth  negative  control . Coliforms  present all dilutions . Only 1 coliform count on 1:10 1 ml dilution. Sample weight  42.91 g.,2016-12-03T16:34:27.162-05,uuid:fe2b5cb5-20db-4b74-87e0-dcd2490db274,fe2b5cb5-20db-4b74-87e0-dcd2490db274,2016-12-05T18:53:55
2016-12-09T14:17:32.645-05,n/a,n/a,94:B1:0A:E6:CF:E0,Veg010,Veg010,2,1,2,2,2016-12-08T11:00:00.000-05,2016-12-08T13:20:00.000-05,2016-12-09T13:30:00.000-05,n/a,n/a,380,7,10,3,n/a,0,n/a,n/a,n/a,7,1,3,n/a,n/a,n/a,0,n/a,1,6,1,6,3,n/a,n/a,n/a,0,n/a,Jk rh,Tc on all plates,2016-12-09T14:18:49.997-05,uuid:8726c8fc-9a61-490f-ad64-0e914e05e390,8726c8fc-9a61-490f-ad64-0e914e05e390,2016-12-12T19:46:27
