_index,col_start_dt,col_end_dt,subscriberid.x,simserial.x,deviceid.x,col_ward,col_neighborhood,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_sample_type,col_sample_type_fp,col_sample_type_fp/144,col_sample_type_fp/145,col_sample_type_fp/142,col_sample_type_fp/143,col_sample_type_fp/141,col_sample_type_fp/149,col_sample_type_co,col_sample_type_co/151,col_sample_type_co/159,col_sample_type_co/152,col_id,col_id_val,col_start,col_weather,col_rainyest,col_rainweek,col_rainmon,col_fpa_id,col_fpa,col_fpa/1,col_fpa/3,col_fpa/2,col_fpa/4,col_fpa/88,col_fpa_other,col_fpa1,col_fpa1/88,col_fpa1/1,col_fpa1/3,col_fpa1/2,col_fpa1/5,col_fpa1/4,col_fpa1/6,col_fpa1_other,col_pfb_id,col_fpb,col_fpb/1,col_fpb/3,col_fpb/2,col_fpb/4,col_fpb/88,col_fpb_other,col_fpc_id,col_fpc,col_fpc/1,col_fpc/3,col_fpc/2,col_fpc/88,col_fpc_other,col_fpc1,col_fpc1/88,col_fpc1/1,col_fpc1/3,col_fpc1/2,col_fpc1/5,col_fpc1/4,col_fpc1/6,col_fpc1_other,col_fpd_id,col_fpd_type,col_fpd_type_other,col_fpd_container,col_fpd_container_lid,col_fpd_id_001,col_fpd_cl_free,col_fpd_cl_total,col_fpe_id,col_fpe,col_fpe/88,col_fpe/1,col_fpe/3,col_fpe/2,col_fpe/5,col_fpe/4,col_fpe_other,col_fpe1,col_fpe1/1,col_fpe1/3,col_fpe1/2,col_fpe1/88,col_fpe1_other,col_coa_id,col_coa_floor,col_coa_floorother,col_coa_dirt,col_coa_child,col_cob_nr,col_cob_note1,col_cob_ids,col_cob,col_cob_other,col_cob1,col_cob1_other,col_cob_col2,col_cob_ids2,col_cob2,col_cob_other2,col_cob12,col_cob1_other2,col_cob_col3,col_cob_ids3,col_cob3,col_cob_other3,col_cob13,col_cob1_other3,col_animals,col_animaltype,col_animaltype/10,col_animaltype/88,col_animaltype/1,col_animaltype/3,col_animaltype/2,col_animaltype/5,col_animaltype/4,col_animaltype/7,col_animaltype/6,col_animaltype/9,col_animaltype/8,col_animalother,col_animalnr,col_close,col_notes,col_enum,col_photo,__version__.x,_id.x,_uuid.x,_submission_time.x,col_cob_col4,col_cob_ids4,col_cob4,col_cob_other4,col_cob14,col_cob1_other4,col_id_so,lab_start_dt,subscriberid.y,simserial.y,deviceid.y,today,lab_end_dt,lab_ward,lab_neighborhood,lab_sample_type,lab_sample_type_fp,lab_sample_type_co,sampleid,lab_id_val,lab_received,lab_processing,lab_incubator_placed,lab_incubator_removed,lab_p_weight,lab_sf_weight,lab_da_weight,lab_pa_weight,lab_1_note,lab_1_dil_tested,lab_1_volume,lab_1_ecoli_reading_membrane,lab_1_ecoli_membrane,lab_2_dil_tested,lab_2_volume,lab_2_ecoli_reading_membrane,lab_2_ecoli_membrane,lab_3_dilution_performed,lab_3_dil_tested,lab_3_volume,lab_3_ecoli_reading_membrane,lab_3_ecoli_membrane,lab_closing,lab_notes,lab_enum,lab_photo,__version__.y,_id.y,_uuid.y,_submission_time.y,_index.y,lab_1_ecoli,lab_2_ecoli,lab_3_ecoli,sample_type,ec_dil1,ec_dil2,ec_dil3,ec_ecnt1,ec_ecnt2,ec_ecnt3,ec_denom,count1,count2,dil1,dil2,count3,dil3,ec_conc,neighbor
18,2019-08-22T11:08:01.152+05:30,2019-08-26T13:31:28.603+05:30,NA,NA,352155091473740,58,1,22.5526337 88.398741 -60.70000076293945 5.0,22.5526337,88.398741,-60.70000076,5,15,NA,NA,NA,NA,NA,NA,NA,151,1,0,0,1035,1035,2019-08-22T11:11:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COA1001,2,NA,0,0,NA,NA,COB1001,2,NA,4,NA,0,COB1002,88,Plastic,2,NA,0,COB1003,88,Concrete,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,v4b25iaRzrPMkey35XgBep,4000,a4e9f8ec-a788-494a-856f-d05cb8cecb0d,2019-08-26T08:02:30,NA,NA,NA,NA,NA,NA,NA,2019-08-25T23:38:09.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/08/25 00:00:00,2019-08-25T23:43:23.000+06:30,58,1,15,NA,152,COB1003,COb1003,2019-08-22T13:30:00.000+06:30,2019-08-22T14:30:00.000+06:30,2019-08-22T16:50:00.000+06:30,2019-08-23T16:50:00.000+06:30,NA,NA,NA,NA,NA,7,10,2,NA,6,1,3,3,0,NA,NA,NA,NA,NA,"RED COLONY(10ml=TDTC,10^1=TNTC)",4,1,vGuxuKRNcJh7oUGHdmQvJP,3992,3c3537eb-df73-4443-84f7-198277d7347c,2019-08-26T06:11:13,163,998,3,NA,151,10,0.1,NA,998,3,NA,20,998,3,10,0.1,NA,NA,600,1
18,2019-08-22T11:08:01.152+05:30,2019-08-26T13:31:28.603+05:30,NA,NA,352155091473740,58,1,22.5526337 88.398741 -60.70000076293945 5.0,22.5526337,88.398741,-60.70000076,5,15,NA,NA,NA,NA,NA,NA,NA,151,1,0,0,1035,1035,2019-08-22T11:11:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COA1001,2,NA,0,0,NA,NA,COB1001,2,NA,4,NA,0,COB1002,88,Plastic,2,NA,0,COB1003,88,Concrete,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,v4b25iaRzrPMkey35XgBep,4000,a4e9f8ec-a788-494a-856f-d05cb8cecb0d,2019-08-26T08:02:30,NA,NA,NA,NA,NA,NA,NA,2019-08-25T23:07:25.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/08/25 00:00:00,2019-08-25T23:18:15.000+06:30,58,1,15,NA,151,COA1001,COa1001,2019-08-22T13:30:00.000+06:30,2019-08-22T14:32:00.000+06:30,2019-08-22T17:00:00.000+06:30,2019-08-23T17:00:00.000+06:30,NA,NA,NA,NA,NA,7,10,2,NA,6,1,1,NA,0,NA,NA,NA,NA,NA,"RED COLONY(10ml=TDTC,10^1=TNTC)",4,1,vGuxuKRNcJh7oUGHdmQvJP,3989,5c8f8eb5-c666-4b72-973d-e37a8b2b4a51,2019-08-26T05:46:05,160,998,999,NA,151,10,0.1,NA,998,999,NA,20,998,999,10,0.1,NA,NA,40000,1
18,2019-08-22T11:08:01.152+05:30,2019-08-26T13:31:28.603+05:30,NA,NA,352155091473740,58,1,22.5526337 88.398741 -60.70000076293945 5.0,22.5526337,88.398741,-60.70000076,5,15,NA,NA,NA,NA,NA,NA,NA,151,1,0,0,1035,1035,2019-08-22T11:11:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COA1001,2,NA,0,0,NA,NA,COB1001,2,NA,4,NA,0,COB1002,88,Plastic,2,NA,0,COB1003,88,Concrete,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,v4b25iaRzrPMkey35XgBep,4000,a4e9f8ec-a788-494a-856f-d05cb8cecb0d,2019-08-26T08:02:30,NA,NA,NA,NA,NA,NA,NA,2019-08-25T23:30:29.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/08/25 00:00:00,2019-08-25T23:33:45.000+06:30,58,1,15,NA,152,COB1001,COb1001,2019-08-22T13:30:00.000+06:30,2019-08-22T14:32:00.000+06:30,2019-08-22T17:00:00.000+06:30,2019-08-23T17:00:00.000+06:30,NA,NA,NA,NA,NA,7,10,2,NA,6,1,1,NA,0,NA,NA,NA,NA,NA,"RED COLONY(10ml=TDTC,10^1=TNTC)",4,1,vGuxuKRNcJh7oUGHdmQvJP,3990,504d213c-9eb4-435a-83c3-76cddc5da760,2019-08-26T06:01:34,161,998,999,NA,151,10,0.1,NA,998,999,NA,20,998,999,10,0.1,NA,NA,40000,1
18,2019-08-22T11:08:01.152+05:30,2019-08-26T13:31:28.603+05:30,NA,NA,352155091473740,58,1,22.5526337 88.398741 -60.70000076293945 5.0,22.5526337,88.398741,-60.70000076,5,15,NA,NA,NA,NA,NA,NA,NA,151,1,0,0,1035,1035,2019-08-22T11:11:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COA1001,2,NA,0,0,NA,NA,COB1001,2,NA,4,NA,0,COB1002,88,Plastic,2,NA,0,COB1003,88,Concrete,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,v4b25iaRzrPMkey35XgBep,4000,a4e9f8ec-a788-494a-856f-d05cb8cecb0d,2019-08-26T08:02:30,NA,NA,NA,NA,NA,NA,NA,2019-08-25T23:33:45.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/08/25 00:00:00,2019-08-25T23:38:09.000+06:30,58,1,15,NA,152,COB1002,COb1002,2019-08-22T13:30:00.000+06:30,2019-08-22T14:30:00.000+06:30,2019-08-22T16:50:00.000+06:30,2019-08-23T16:50:00.000+06:30,NA,NA,NA,NA,NA,7,10,2,NA,6,1,3,0,0,NA,NA,NA,NA,NA,"RED COLONY(10ml=TDTC,10^1=37)",4,1,vGuxuKRNcJh7oUGHdmQvJP,3991,729c02cd-a6aa-4b7c-a351-c08687c7ae7c,2019-08-26T06:05:58,162,998,0,NA,151,10,0.1,NA,998,0,NA,20,998,0,10,0.1,NA,NA,400,1
22,2019-08-22T11:49:05.508+05:30,2019-08-26T13:31:33.618+05:30,NA,NA,352155091473740,58,1,22.5521442 88.3998329 -58.0 5.0,22.5521442,88.3998329,-58,5,15,NA,NA,NA,NA,NA,NA,NA,151,1,0,0,1067,1067,2019-08-22T11:50:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COA1002,2,NA,0,0,NA,NA,COB1004,88,Cotton Cloth,4,NA,0,COB1005,88,"Fibre, Plastic",88,DTH Disk,0,COB1006,88,Plastic,88,Toys,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb Samaddar,Biplab Jash,1,v4b25iaRzrPMkey35XgBep,4005,2f2cbbb6-8fe6-4466-81f4-8ff60b8ddd8b,2019-08-26T08:02:37,NA,NA,NA,NA,NA,NA,NA,2019-08-26T00:13:01.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/08/26 00:00:00,2019-08-26T00:16:05.000+06:30,58,1,15,NA,152,COB1006,COb1006,2019-08-22T13:30:00.000+06:30,2019-08-22T15:05:00.000+06:30,2019-08-22T17:28:00.000+06:30,2019-08-23T17:28:00.000+06:30,NA,NA,NA,NA,NA,7,10,2,NA,6,1,3,0,0,NA,NA,NA,NA,NA,"RED COLONY(10ml=TDTC,10^1=39)",4,1,vGuxuKRNcJh7oUGHdmQvJP,3997,20ff5b94-ddfe-491f-8fb2-9f79799009a9,2019-08-26T06:43:54,168,998,0,NA,151,10,0.1,NA,998,0,NA,20,998,0,10,0.1,NA,NA,400,1
22,2019-08-22T11:49:05.508+05:30,2019-08-26T13:31:33.618+05:30,NA,NA,352155091473740,58,1,22.5521442 88.3998329 -58.0 5.0,22.5521442,88.3998329,-58,5,15,NA,NA,NA,NA,NA,NA,NA,151,1,0,0,1067,1067,2019-08-22T11:50:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COA1002,2,NA,0,0,NA,NA,COB1004,88,Cotton Cloth,4,NA,0,COB1005,88,"Fibre, Plastic",88,DTH Disk,0,COB1006,88,Plastic,88,Toys,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb Samaddar,Biplab Jash,1,v4b25iaRzrPMkey35XgBep,4005,2f2cbbb6-8fe6-4466-81f4-8ff60b8ddd8b,2019-08-26T08:02:37,NA,NA,NA,NA,NA,NA,NA,2019-08-26T00:03:56.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/08/26 00:00:00,2019-08-26T00:06:40.000+06:30,58,1,15,NA,151,COA1002,COa1002,2019-08-22T13:30:00.000+06:30,2019-08-22T14:32:00.000+06:30,2019-08-22T16:55:00.000+06:30,2019-08-23T16:55:00.000+06:30,NA,NA,NA,NA,NA,7,10,2,NA,6,1,1,NA,0,NA,NA,NA,NA,NA,"RED COLONY(10ml=TDTC,10^1=TNTC)",4,1,vGuxuKRNcJh7oUGHdmQvJP,3994,a2c9ca8d-ada7-4106-853a-a7e374a7a668,2019-08-26T06:34:30,165,998,999,NA,151,10,0.1,NA,998,999,NA,20,998,999,10,0.1,NA,NA,40000,1
22,2019-08-22T11:49:05.508+05:30,2019-08-26T13:31:33.618+05:30,NA,NA,352155091473740,58,1,22.5521442 88.3998329 -58.0 5.0,22.5521442,88.3998329,-58,5,15,NA,NA,NA,NA,NA,NA,NA,151,1,0,0,1067,1067,2019-08-22T11:50:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COA1002,2,NA,0,0,NA,NA,COB1004,88,Cotton Cloth,4,NA,0,COB1005,88,"Fibre, Plastic",88,DTH Disk,0,COB1006,88,Plastic,88,Toys,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb Samaddar,Biplab Jash,1,v4b25iaRzrPMkey35XgBep,4005,2f2cbbb6-8fe6-4466-81f4-8ff60b8ddd8b,2019-08-26T08:02:37,NA,NA,NA,NA,NA,NA,NA,2019-08-26T00:06:40.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/08/26 00:00:00,2019-08-26T00:10:02.000+06:30,58,1,15,NA,152,COB1004,COb1004,2019-08-22T13:30:00.000+06:30,2019-08-22T15:05:00.000+06:30,2019-08-22T17:25:00.000+06:30,2019-08-23T17:25:00.000+06:30,NA,NA,NA,NA,NA,7,10,2,NA,6,1,3,0,0,NA,NA,NA,NA,NA,"RED COLONY(10ml=TDTC,10^1=TNTC)",4,1,vGuxuKRNcJh7oUGHdmQvJP,3995,d4d784bb-c42f-4349-9225-2ba88f42f96a,2019-08-26T06:37:52,166,998,0,NA,151,10,0.1,NA,998,0,NA,20,998,0,10,0.1,NA,NA,400,1
22,2019-08-22T11:49:05.508+05:30,2019-08-26T13:31:33.618+05:30,NA,NA,352155091473740,58,1,22.5521442 88.3998329 -58.0 5.0,22.5521442,88.3998329,-58,5,15,NA,NA,NA,NA,NA,NA,NA,151,1,0,0,1067,1067,2019-08-22T11:50:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COA1002,2,NA,0,0,NA,NA,COB1004,88,Cotton Cloth,4,NA,0,COB1005,88,"Fibre, Plastic",88,DTH Disk,0,COB1006,88,Plastic,88,Toys,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb Samaddar,Biplab Jash,1,v4b25iaRzrPMkey35XgBep,4005,2f2cbbb6-8fe6-4466-81f4-8ff60b8ddd8b,2019-08-26T08:02:37,NA,NA,NA,NA,NA,NA,NA,2019-08-26T00:10:02.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/08/26 00:00:00,2019-08-26T00:13:01.000+06:30,58,1,15,NA,152,COB1005,COb1005,2019-08-22T13:30:00.000+06:30,2019-08-22T15:05:00.000+06:30,2019-08-22T17:28:00.000+06:30,2019-08-23T17:28:00.000+06:30,NA,NA,NA,NA,NA,7,10,2,NA,6,1,1,NA,0,NA,NA,NA,NA,NA,"RED COLONY (10ml=TDTC,10^1=TNTC)",4,1,vGuxuKRNcJh7oUGHdmQvJP,3996,4c13e2e3-e643-4851-a89e-df8dc56dc25a,2019-08-26T06:40:51,167,998,999,NA,151,10,0.1,NA,998,999,NA,20,998,999,10,0.1,NA,NA,40000,1
26,2019-09-12T10:14:31.698+05:30,2019-09-12T12:18:54.602+05:30,NA,NA,352155091473740,58,1,22.5513227 88.399452 -59.5 5.0,22.5513227,88.399452,-59.5,5,14,143,0,0,0,1,0,0,NA,NA,NA,NA,1080,1080,2019-09-12T10:23:00.000+05:30,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPc1002,1,1,0,0,0,NA,3,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,v4b25iaRzrPMkey35XgBep,4075,a1191541-87e7-4b1e-8004-09e7b48746c7,2019-09-12T06:49:40,NA,NA,NA,NA,NA,NA,FPC1002,2019-09-16T04:01:26.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/16 00:00:00,2019-09-16T04:04:51.000+06:30,58,1,14,143,NA,FPC1002,FPc1002,2019-09-12T12:15:00.000+06:30,2019-09-12T13:00:00.000+06:30,2019-09-12T14:45:00.000+06:30,2019-09-13T14:45:00.000+06:30,NA,NA,NA,NA,NA,7,10,2,NA,6,1,3,8,0,NA,NA,NA,NA,NA,"RED COLONY(10ml=TDTC,10^1=TNTC)",4,1,vGuxuKRNcJh7oUGHdmQvJP,4283,1b4cbe8d-aa31-405a-a4d2-4e23a88660b6,2019-09-16T10:32:25,225,998,8,NA,143,10,0.1,NA,998,8,NA,20,998,8,10,0.1,NA,NA,1600,1
27,2019-09-12T10:27:39.205+05:30,2019-09-12T12:18:48.807+05:30,NA,NA,352155091473740,58,1,22.5513942 88.3992999 -54.400001525878906 5.0,22.5513942,88.3992999,-54.40000153,5,14,142,0,0,1,0,0,0,NA,NA,NA,NA,1080,1080,2019-09-12T10:29:00.000+05:30,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPb1002,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Suvankar Mandal,Biplab Jash,1,v4b25iaRzrPMkey35XgBep,4076,29e30733-72d0-4025-9655-379b048a642a,2019-09-12T06:49:43,NA,NA,NA,NA,NA,NA,FPB1002,2019-09-16T03:57:27.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/16 00:00:00,2019-09-16T04:01:26.000+06:30,58,1,14,143,NA,FPB1002,FPb1002,2019-09-12T12:15:00.000+06:30,2019-09-12T13:00:00.000+06:30,2019-09-12T14:45:00.000+06:30,2019-09-13T14:45:00.000+06:30,NA,NA,NA,NA,NA,7,10,3,0,6,1,3,0,0,NA,NA,NA,NA,NA,"RED COLONY(10ml=TNTC,10^1=45)",4,1,vGuxuKRNcJh7oUGHdmQvJP,4282,69384da0-fbaf-4e48-ac98-434eca3e74f4,2019-09-16T10:29:01,224,0,0,NA,142,10,0.1,NA,0,0,NA,100,0,0,10,0.1,NA,NA,5,1
28,2019-09-12T10:35:51.158+05:30,2019-09-12T12:19:04.788+05:30,NA,NA,352155091473740,58,1,22.5514185 88.3992801 -56.79999923706055 5.0,22.5514185,88.3992801,-56.79999924,5,14,145,0,1,0,0,0,0,NA,NA,NA,NA,1080,1080,2019-09-12T10:36:00.000+05:30,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPe1002,4 5,0,0,0,0,1,1,NA,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb Samaddar,Suvankar Mandal,1,v4b25iaRzrPMkey35XgBep,4077,541c73f8-e2bf-4d3a-be38-ebe07d3120e7,2019-09-12T06:49:46,NA,NA,NA,NA,NA,NA,FPE1002,2019-09-16T04:10:01.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/16 00:00:00,2019-09-16T04:16:46.000+06:30,58,1,14,145,NA,FPE1002,FPe1002,2019-09-12T12:15:00.000+06:30,2019-09-12T13:00:00.000+06:30,2019-09-12T14:45:00.000+06:30,2019-09-13T14:45:00.000+06:30,NA,NA,NA,NA,NA,7,10,2,NA,6,1,3,3,0,NA,NA,NA,NA,NA,"RED COLONY(10ml=TDTC,10^1=33)",4,1,vGuxuKRNcJh7oUGHdmQvJP,4285,92f3e457-3ba6-4995-bdef-323fa2cdabd9,2019-09-16T10:44:20,227,998,3,NA,145,10,0.1,NA,998,3,NA,100,998,3,10,0.1,NA,NA,3000,1
29,2019-09-12T10:40:06.329+05:30,2019-09-12T12:18:59.686+05:30,NA,NA,352155091473740,58,1,22.5513541 88.3993612 -11.600000381469727 5.0,22.5513541,88.3993612,-11.60000038,5,14,144,1,0,0,0,0,0,NA,NA,NA,NA,1080,1080,2019-09-12T10:42:00.000+05:30,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPd1002,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Biplab Jash,Suvankar Mandal,1,v4b25iaRzrPMkey35XgBep,4078,9a439813-54ab-46b7-a491-35dee14ad5c7,2019-09-12T06:49:50,NA,NA,NA,NA,NA,NA,FPD1002,2019-09-16T04:04:51.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/16 00:00:00,2019-09-16T04:10:01.000+06:30,58,1,14,144,NA,FPD1002,FPd1002,2019-09-12T12:15:00.000+06:30,2019-09-12T13:00:00.000+06:30,2019-09-12T14:45:00.000+06:30,2019-09-13T14:45:00.000+06:30,NA,NA,NA,NA,NA,7,10,3,14,6,1,3,1,0,NA,NA,NA,NA,NA,"RED COLONY(10ml=TNTC,10^1=18)",4,1,vGuxuKRNcJh7oUGHdmQvJP,4284,19100949-fff3-420a-bd6f-1c6929b0899a,2019-09-16T10:37:36,226,14,1,NA,144,10,0.1,NA,14,1,NA,100,14,1,10,0.1,NA,NA,140,1
