col_start_dt,col_end_dt,subscriberid,simserial,deviceid,col_ward,col_neighborhood,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_sample_type,col_sample_type_fp,col_sample_type_fp/144,col_sample_type_fp/145,col_sample_type_fp/142,col_sample_type_fp/143,col_sample_type_fp/141,col_sample_type_fp/149,col_sample_type_co,col_sample_type_co/151,col_sample_type_co/159,col_sample_type_co/152,col_id,col_id_val,col_start,col_weather,col_rainyest,col_rainweek,col_rainmon,col_fpa_id,col_fpa,col_fpa/1,col_fpa/3,col_fpa/2,col_fpa/4,col_fpa/88,col_fpa_other,col_fpa1,col_fpa1/88,col_fpa1/1,col_fpa1/3,col_fpa1/2,col_fpa1/5,col_fpa1/4,col_fpa1/6,col_fpa1_other,col_pfb_id,col_fpb,col_fpb/1,col_fpb/3,col_fpb/2,col_fpb/4,col_fpb/88,col_fpb_other,col_fpc_id,col_fpc,col_fpc/1,col_fpc/3,col_fpc/2,col_fpc/88,col_fpc_other,col_fpc1,col_fpc1/88,col_fpc1/1,col_fpc1/3,col_fpc1/2,col_fpc1/5,col_fpc1/4,col_fpc1/6,col_fpc1_other,col_fpd_id,col_fpd_type,col_fpd_type_other,col_fpd_container,col_fpd_container_lid,col_fpd_id_001,col_fpd_cl_free,col_fpd_cl_total,col_fpe_id,col_fpe,col_fpe/88,col_fpe/1,col_fpe/3,col_fpe/2,col_fpe/5,col_fpe/4,col_fpe_other,col_fpe1,col_fpe1/1,col_fpe1/3,col_fpe1/2,col_fpe1/88,col_fpe1_other,col_coa_id,col_coa_floor,col_coa_floorother,col_coa_dirt,col_coa_child,col_cob_nr,col_cob_note1,col_cob_ids,col_cob,col_cob_other,col_cob1,col_cob1_other,col_cob_col2,col_cob_ids2,col_cob2,col_cob_other2,col_cob12,col_cob1_other2,col_cob_col3,col_cob_ids3,col_cob3,col_cob_other3,col_cob13,col_cob1_other3,col_animals,col_animaltype,col_animaltype/10,col_animaltype/88,col_animaltype/1,col_animaltype/3,col_animaltype/2,col_animaltype/5,col_animaltype/4,col_animaltype/7,col_animaltype/6,col_animaltype/9,col_animaltype/8,col_animalother,col_animalnr,col_close,col_notes,col_enum,col_photo,__version__,_id,_uuid,_submission_time,_index
2019-09-17T12:33:17.330+05:30,2019-09-17T16:35:31.784+05:30,,,352155091473740,58,1,22.5521368 88.3991378 -49.79999923706055 5.0,22.5521368,88.3991378,-49.79999924,5,15,,,,,,,,152,0,0,1,1039,1039,2019-09-17T12:35:00.000+05:30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,COb1013,88,Linen,88,Bed Cover,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Buddhadeb,Abhijit,1,v4b25iaRzrPMkey35XgBep,4305,f9ee0ca8-3217-4472-a76c-e20e9467aa4a,2019-09-17T11:05:46,35
2019-10-23T10:09:57.776+05:30,2019-10-23T13:08:38.247+05:30,,,352155091473740,58,1,22.5517324 88.399115 -44.70000076293945 5.0,22.5517324,88.399115,-44.70000076,5,14,141,0,0,0,0,1,0,,,,,1079,1079,2019-10-23T10:12:00.000+05:30,2,0,0,1,FPa1003,1,1,0,0,0,0,,5,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Debobrata,Abhijit,1,vntmPzUZE9dnWTCy2cMMgv,4637,3c27af76-c22b-4526-bf04-526432c1defc,2019-10-23T07:39:08,36
2019-10-23T10:20:04.217+05:30,2019-10-23T13:08:52.243+05:30,,,352155091473740,58,1,22.5516146 88.399194 -23.600000381469727 5.0,22.5516146,88.399194,-23.60000038,5,14,143,0,0,0,1,0,0,,,,,1079,1079,2019-10-23T10:21:00.000+05:30,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,FPc1003,3,0,1,0,0,,5,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Debobrata,Abhijit,1,vntmPzUZE9dnWTCy2cMMgv,4638,35120d0b-3b1e-4072-ab39-44d50449784a,2019-10-23T07:39:12,37
2019-10-23T10:25:24.416+05:30,2019-10-23T13:08:57.969+05:30,,,352155091473740,58,1,22.5516396 88.3991781 -50.400001525878906 5.0,22.5516396,88.3991781,-50.40000153,5,14,144,1,0,0,0,0,0,,,,,1079,1079,2019-10-23T10:26:00.000+05:30,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FPd1003,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Debabrata,Abhijit,1,vntmPzUZE9dnWTCy2cMMgv,4639,92014982-89a2-4f1d-8d68-dd31d661092c,2019-10-23T07:39:16,38
2019-10-23T10:33:02.541+05:30,2019-10-23T13:08:45.501+05:30,,,352155091473740,58,1,22.5516375 88.3993372 -51.599998474121094 5.0,22.5516375,88.3993372,-51.59999847,5,14,142,0,0,1,0,0,0,,,,,1079,1079,2019-10-23T10:34:00.000+05:30,2,0,0,1,,,,,,,,,,,,,,,,,,FPb1003,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Debabrata,Abhijit,1,vntmPzUZE9dnWTCy2cMMgv,4640,8d9d1492-53bc-424f-b13a-c5eb52949929,2019-10-23T07:39:19,39
2019-10-23T10:39:29.718+05:30,2019-10-23T13:09:03.977+05:30,,,352155091473740,58,1,22.5516479 88.3992463 -20.200000762939453 5.0,22.5516479,88.3992463,-20.20000076,5,14,145,0,1,0,0,0,0,,,,,1079,1079,2019-10-23T10:40:00.000+05:30,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FPe1003,4,0,0,0,0,0,1,,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Debabrata,Abhijit,1,vntmPzUZE9dnWTCy2cMMgv,4641,cb9e51d2-1f15-4925-9d36-53c9a9567d63,2019-10-23T07:39:22,40
2019-10-23T10:45:18.395+05:30,2019-10-23T13:08:27.169+05:30,,,352155091473740,58,1,22.5516498 88.3992834 -57.5 5.0,22.5516498,88.3992834,-57.5,5,14,149,0,0,0,0,0,1,,,,,1079,1079,2019-10-23T10:46:00.000+05:30,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Debabrata,Abhijit,1,vntmPzUZE9dnWTCy2cMMgv,4642,1dea7ac0-a526-49ba-9aef-a1028615eb9e,2019-10-23T07:39:25,41
2019-11-01T12:33:04.578+05:30,2019-11-01T15:24:39.561+05:30,,,352155091473740,58,1,22.55356 88.3987232 -38.0 5.0,22.55356,88.3987232,-38,5,15,,,,,,,,151,1,0,0,1025,1025,2019-11-01T12:35:00.000+05:30,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COa1005,2,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Buddhadeb Samaddar,Biplab Jash,1,vntmPzUZE9dnWTCy2cMMgv,4832,226d9bf6-d555-44bf-b5d0-e7d16ac8928d,2019-11-01T09:55:25,42
2019-11-01T12:42:05.709+05:30,2019-11-01T15:25:07.468+05:30,,,352155091473740,58,1,22.5534872 88.3987469 -71.5999984741211 5.0,22.5534872,88.3987469,-71.59999847,5,15,,,,,,,,152,0,0,1,1025,1025,2019-11-01T12:46:00.000+05:30,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,COb1014,2,,1,,1,COb1015,88,Linen,88,Bed Cover,1,COb1016,88,Concrete,88,Window,0,,,,,,,,,,,,,,,,Sample collected by Buddhadeb Samaddar,Biplab Jash,1,vntmPzUZE9dnWTCy2cMMgv,4833,79c09f9d-c1f6-410b-bdf6-84100b3106c9,2019-11-01T09:55:27,43
2019-11-01T13:01:31.564+05:30,2019-11-01T15:25:20.377+05:30,,,352155091473740,58,1,22.553548 88.3986156 -33.400001525878906 5.0,22.553548,88.3986156,-33.40000153,5,15,,,,,,,,159,0,1,0,1025,1025,2019-11-01T13:02:00.000+05:30,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"Sample collected by Buddhadeb Samaddar, FB at CO site",Biplab Jash,1,vntmPzUZE9dnWTCy2cMMgv,4834,b32b31ec-caa9-4fd1-b058-db0b248fd518,2019-11-01T09:55:29,44
2019-11-06T11:00:54.241+05:30,2019-11-06T14:05:31.765+05:30,,,352155091473740,58,1,22.5522777 88.399039 -53.70000076293945 5.0,22.5522777,88.399039,-53.70000076,5,14,144,1,0,0,0,0,0,,,,,1064,1064,2019-11-06T11:04:00.000+05:30,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FPd1004,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"Stored Drinking Water, Sample collected by Buddhadeb Samaddar",Somnath Sarkar,1,vntmPzUZE9dnWTCy2cMMgv,4926,54afd552-cc6c-4088-9685-92556924de7e,2019-11-06T08:35:42,45
2019-11-06T11:12:56.088+05:30,2019-11-06T14:05:36.718+05:30,,,352155091473740,58,1,22.5523613 88.3991034 -50.79999923706055 5.0,22.5523613,88.3991034,-50.79999924,5,14,145,0,1,0,0,0,0,,,,,1064,1064,2019-11-06T11:13:00.000+05:30,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FPe1004,4 5,0,0,0,0,1,1,,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Buddhadeb Samaddar,Somnath Sarkar,1,vntmPzUZE9dnWTCy2cMMgv,4927,1944d934-5ebc-4d73-8acd-87259b256023,2019-11-06T08:35:44,46
2019-11-06T11:16:21.333+05:30,2019-11-06T14:05:21.410+05:30,,,352155091473740,58,1,22.5522651 88.3991336 -41.79999923706055 5.0,22.5522651,88.3991336,-41.79999924,5,14,142,0,0,1,0,0,0,,,,,1064,1064,2019-11-06T11:17:00.000+05:30,1,0,0,1,,,,,,,,,,,,,,,,,,FPb1004,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Buddhadeb Samaddar,1,vntmPzUZE9dnWTCy2cMMgv,4928,c0d72e34-1654-4c71-bb7e-c48973763f9f,2019-11-06T08:35:46,47
2019-11-06T11:20:55.128+05:30,2019-11-06T14:05:26.296+05:30,,,352155091473740,58,1,22.5522383 88.399144 -61.70000076293945 5.0,22.5522383,88.399144,-61.70000076,5,14,143,0,0,0,1,0,0,,,,,1064,1064,2019-11-06T11:21:00.000+05:30,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,FPc1004,1,1,0,0,0,,3,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Buddhadeb Samaddar,1,vntmPzUZE9dnWTCy2cMMgv,4929,19983bec-e29d-4179-a0fa-adffa9cd6b09,2019-11-06T08:35:48,48
2019-11-06T11:26:08.702+05:30,2019-11-06T14:05:15.819+05:30,,,352155091473740,58,1,22.5521867 88.3990944 -56.70000076293945 5.0,22.5521867,88.3990944,-56.70000076,5,14,141,0,0,0,0,1,0,,,,,1064,1064,2019-11-06T11:27:00.000+05:30,1,0,0,1,FPa1004,1,1,0,0,0,0,,5,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Buddhadeb Samaddar,1,vntmPzUZE9dnWTCy2cMMgv,4930,324fa2ca-4d1b-445f-8ed1-7fb99418e5e8,2019-11-06T08:35:49,49
2019-11-06T11:33:13.097+05:30,2019-11-06T14:05:02.489+05:30,,,352155091473740,58,1,22.5522512 88.3990577 -59.79999923706055 5.0,22.5522512,88.3990577,-59.79999924,5,14,149,0,0,0,0,0,1,,,,,1064,1064,2019-11-06T11:34:00.000+05:30,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"Sample collected by Somnath Sarkar, FB at SO Food Prep site HH ID 1064",Buddhadeb Samaddar,1,vntmPzUZE9dnWTCy2cMMgv,4931,13239eca-74de-49fe-9d2c-f1ad8d8710ee,2019-11-06T08:35:51,50
2019-11-08T10:44:32.931+05:30,2019-11-11T15:24:37.264+05:30,,,352155091473740,58,1,22.5521096 88.3996874 -52.20000076293945 5.0,22.5521096,88.3996874,-52.20000076,5,15,,,,,,,,151,1,0,0,1046,1046,2019-11-08T10:46:00.000+05:30,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COa1006,2,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Debabrata Maity,0,vntmPzUZE9dnWTCy2cMMgv,5136,fdcbc62d-2f93-4b56-9e58-0ab1737a26e7,2019-11-11T09:54:48,51
2019-11-08T10:48:03.309+05:30,2019-11-11T15:24:42.561+05:30,,,352155091473740,58,1,22.5521003 88.3997142 -46.599998474121094 5.0,22.5521003,88.3997142,-46.59999847,5,15,,,,,,,,152,0,0,1,1046,1046,2019-11-08T10:51:00.000+05:30,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,COb1017,2,,1,,1,COb1018,88,Linen,88,Bed cover,1,COb1019,1,,4,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Debabrata Maity,0,vntmPzUZE9dnWTCy2cMMgv,5137,ede2d969-e19b-4a26-8268-ad8dffb19d1b,2019-11-11T09:54:52,52
2019-11-08T10:56:09.948+05:30,2019-11-11T15:24:47.602+05:30,,,352155091473740,58,1,22.552073 88.399703 -36.900001525878906 5.0,22.552073,88.399703,-36.90000153,5,15,,,,,,,,159,0,1,0,1046,1046,2019-11-08T10:58:00.000+05:30,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"Sample collected by Somnath Sarkar,HH ID 1046",Debabrata Maity,1,vntmPzUZE9dnWTCy2cMMgv,5138,ac02df9c-0c7b-4a92-9b03-6b4af6ed6ff9,2019-11-11T09:54:56,53
2019-11-15T10:29:25.091+05:30,2019-11-15T17:14:49.598+05:30,,,352155091473740,58,1,22.5515061 88.3996342 3.200000047683716 5.0,22.5515061,88.3996342,3.200000048,5,14,144,1,0,0,0,0,0,,,,,1081,1081,2019-11-15T10:31:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FPd1005,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,,Sample collected by Somnath Sarkar,Ashis Saha,1,vntmPzUZE9dnWTCy2cMMgv,5240,09cf1db7-2936-4b17-8a62-9bdf4d740e91,2019-11-15T11:45:43,54
2019-11-15T10:34:15.026+05:30,2019-11-15T17:14:39.215+05:30,,,352155091473740,58,1,22.5516738 88.3996363 -37.20000076293945 5.0,22.5516738,88.3996363,-37.20000076,5,14,142,0,0,1,0,0,0,,,,,1081,1081,2019-11-15T10:37:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,FPb1005,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,,Sample collected by Somnath Sarkar,Ashis Saha,1,vntmPzUZE9dnWTCy2cMMgv,5241,37f2d7a1-cc59-431e-9018-23fc73b7abe5,2019-11-15T11:45:45,55
2019-11-15T10:45:20.998+05:30,2019-11-15T17:14:54.726+05:30,,,352155091473740,58,1,22.5517135 88.3996701 -48.099998474121094 5.0,22.5517135,88.3996701,-48.09999847,5,14,145,0,1,0,0,0,0,,,,,1081,1081,2019-11-15T10:46:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FPe1005,4 5,0,0,0,0,1,1,,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Ashis Saha,1,vntmPzUZE9dnWTCy2cMMgv,5242,9f901036-69be-4320-9271-56a00d6eea78,2019-11-15T11:45:50,56
2019-11-15T10:49:30.666+05:30,2019-11-15T17:14:34.323+05:30,,,352155091473740,58,1,22.5517916 88.3996426 -39.400001525878906 5.0,22.5517916,88.3996426,-39.40000153,5,14,141,0,0,0,0,1,0,,,,,1081,1081,2019-11-15T10:50:00.000+05:30,1,0,1,,FPa1005,3,0,1,0,0,0,,4,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Ashis Saha,1,vntmPzUZE9dnWTCy2cMMgv,5243,d64a8bc4-c6f3-40b9-9185-7fdad8e0f8de,2019-11-15T11:45:52,57
2019-11-15T10:53:04.968+05:30,2019-11-15T17:14:44.843+05:30,,,352155091473740,58,1,22.5517654 88.3996069 -62.599998474121094 5.0,22.5517654,88.3996069,-62.59999847,5,14,143,0,0,0,1,0,0,,,,,1081,1081,2019-11-15T10:53:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,FPc1005,1,1,0,0,0,,3,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Ashis Saha,1,vntmPzUZE9dnWTCy2cMMgv,5244,126683c5-b1dd-4fc5-b4e7-ee6b9259e131,2019-11-15T11:45:54,58
2019-11-15T10:57:07.114+05:30,2019-11-15T17:14:29.146+05:30,,,352155091473740,58,1,22.5517085 88.3996718 -43.79999923706055 5.0,22.5517085,88.3996718,-43.79999924,5,14,149,0,0,0,0,0,1,,,,,1081,1081,2019-11-15T10:57:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Ashis Saha,1,vntmPzUZE9dnWTCy2cMMgv,5245,5357bc2f-1a7b-4eef-8a23-c576e30ef373,2019-11-15T11:45:57,59
2019-11-20T11:07:26.837+05:30,2019-11-20T17:01:22.554+05:30,,,352155091473740,58,1,22.5516295 88.3997269 -26.200000762939453 5.0,22.5516295,88.3997269,-26.20000076,5,15,,,,,,,,151,1,0,0,1098,1098,2019-11-20T11:09:00.000+05:30,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COa1007,2,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Debabrata Maity,1,vntmPzUZE9dnWTCy2cMMgv,5357,2e256200-864f-4175-bce5-c60bece7746a,2019-11-20T11:31:37,60
2019-11-20T11:11:49.449+05:30,2019-11-20T17:01:27.438+05:30,,,352155091473740,58,1,22.5516267 88.3997337 -51.599998474121094 4.5,22.5516267,88.3997337,-51.59999847,4.5,15,,,,,,,,152,0,0,1,1098,1098,2019-11-20T11:25:00.000+05:30,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,COb1020,2,,88,Sitting board,1,COb1021,88,Cloth,88,Bed cover,1,COb1022,2,,88,Door frame,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Debabrata Maity,1,vntmPzUZE9dnWTCy2cMMgv,5358,22a82de7-3309-406b-aaac-7e95180abaf0,2019-11-20T11:31:41,61
2019-11-20T11:27:47.846+05:30,2019-11-20T17:01:31.980+05:30,,,352155091473740,58,1,22.5515943 88.3997178 -55.900001525878906 5.0,22.5515943,88.3997178,-55.90000153,5,15,,,,,,,,159,0,1,0,1098,1098,2019-11-20T11:32:00.000+05:30,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"Sample collected by Somnath Sarkar, HH id 1098",Debabrata Maity,1,vntmPzUZE9dnWTCy2cMMgv,5359,fa7deda5-7a65-47fd-8595-df8b757b264d,2019-11-20T11:31:44,62
2019-11-27T10:57:39.415+05:30,2019-11-28T17:16:32.606+05:30,,,352155091473740,58,1,22.5529303 88.3988971 -62.099998474121094 5.0,22.5529303,88.3988971,-62.09999847,5,14,144,1,0,0,0,0,0,,,,,1052,1052,2019-11-27T11:00:00.000+05:30,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FPd1006,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Suvankar Mandal,1,vntmPzUZE9dnWTCy2cMMgv,5704,f4e934f0-d345-4ec4-984a-3703a99a709a,2019-11-28T11:46:52,63
2019-11-27T11:03:14.491+05:30,2019-11-28T17:16:22.678+05:30,,,352155091473740,58,1,22.5529278 88.3988194 -63.0 5.0,22.5529278,88.3988194,-63,5,14,142,0,0,1,0,0,0,,,,,1052,1052,2019-11-27T11:03:00.000+05:30,1,0,0,1,,,,,,,,,,,,,,,,,,FPb1006,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Suvankar Mandal,1,vntmPzUZE9dnWTCy2cMMgv,5705,81bbcc52-7b69-4ba0-b94d-da585ead48f1,2019-11-28T11:46:55,64
2019-11-27T11:07:11.366+05:30,2019-11-28T17:16:37.380+05:30,,,352155091473740,58,1,22.5528693 88.3988208 -74.80000305175781 5.0,22.5528693,88.3988208,-74.80000305,5,14,145,0,1,0,0,0,0,,,,,1052,1052,2019-11-27T11:08:00.000+05:30,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FPe1006,4,0,0,0,0,0,1,,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Suvankar Mandal,1,vntmPzUZE9dnWTCy2cMMgv,5706,5c29e917-89ef-4086-aee2-60bd6ea6c683,2019-11-28T11:46:58,65
2019-11-27T11:10:24.357+05:30,2019-11-28T17:16:17.641+05:30,,,352155091473740,58,1,22.5529145 88.3988056 -60.0 5.0,22.5529145,88.3988056,-60,5,14,141,0,0,0,0,1,0,,,,,1052,1052,2019-11-27T11:12:00.000+05:30,1,0,0,1,FPa1006,1 3,1,1,0,0,0,,4 5,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Suvankar Mandal,1,vntmPzUZE9dnWTCy2cMMgv,5707,ddd1afdd-fe07-4498-b2c4-60d86d961299,2019-11-28T11:47:02,66
2019-11-27T11:15:47.911+05:30,2019-11-28T17:16:27.704+05:30,,,352155091473740,58,1,22.5528677 88.3988329 -48.29999923706055 5.0,22.5528677,88.3988329,-48.29999924,5,14,143,0,0,0,1,0,0,,,,,1052,1052,2019-11-27T11:16:00.000+05:30,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,FPc1006,1,1,0,0,0,,3,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Suvankar Mandal,1,vntmPzUZE9dnWTCy2cMMgv,5708,8e35926d-b22b-4227-91bd-89ae25222837,2019-11-28T11:47:05,67
2019-11-27T11:26:03.988+05:30,2019-11-28T17:16:11.499+05:30,,,352155091473740,58,1,22.5529219 88.398816 -60.0 5.0,22.5529219,88.398816,-60,5,14,149,0,0,0,0,0,1,,,,,1052,1052,2019-11-27T11:26:00.000+05:30,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Suvankar Mandal,1,vntmPzUZE9dnWTCy2cMMgv,5709,abcf0432-9909-4b1d-9df7-1ea81261c3dd,2019-11-28T11:47:09,68
2020-01-15T11:12:06.142+05:30,2020-01-15T17:03:38.765+05:30,,,352155091473740,58,2,22.551699 88.3961732 -44.5 5.0,22.551699,88.3961732,-44.5,5,15,,,,,,,,151,1,0,0,2011,2011,2020-01-15T11:13:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COa2001,2,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Debabrata Maity,1,vntmPzUZE9dnWTCy2cMMgv,7242,9dd1d46b-c734-439c-86e6-73971c426dfb,2020-01-15T11:34:12,69
