"number","formid","form.barcode","form.sampleid_no_match","form.study_type","form.p_location","form.t_location","form.s_location","form.ec_th","form.ev_way","form.ev_way_deviceID","form.neighbor","form.swab_surface","form.swab_surface_other","form..uiVersion","openrosa_headers.HTTP_X_OPENROSA_VERSION","date_header","auth_context.doc_type","auth_context.domain","form.collector_id","auth_context.user_id","X_rev","computed_modified_on_","form.meta.location..xmlns","form.ev_notes","auth_context.authenticated","form..type","initial_processing_complete","form.sample_weight","path","domain","completed_time","username","received_on","caseid","case_name","col_neigh","col_p_type_ch","col_UID"
192,"961576dd-636b-48c8-8399-b2f829b8a753",860,,"S",,,1,"09:25:00.000Z",0,,"Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-44f57abf5469e4a8ddba55a0e08c8f26",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/","sp-accra","2016-03-22 09:31:08","test","2016-03-23 08:49:34",,,301,,"03_01_0860"
193,"98da5901-f980-4e8a-a976-e7a0eee60e9c",470,,"P",1,,,"10:34:00.000Z",470,"WRI 4","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-b1fd61fd0d0d470d2d2ba03e4be1d9cf",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-27 10:46:51","mchrisk","2016-06-27 10:46:59",,,304,,"03_01_0470"
195,"9a60f629-b23d-405c-823a-1678fa71578f",607,,,,,,"10:15:00.000Z",607,"WRI 0","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-d2a33ed290f577c767d4596a750372c8",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/b0c6c9eed07efd4152b520f29308a973/","sp-accra","2016-07-21 10:17:15","bnbboye","2016-07-21 14:17:49",,,303,,"03_07_0607"
196,"a807b0dc-9bcf-4ae4-8318-88360e0a26c4",468,,,,,,"11:25:00.000Z",468,"WRI 4","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-1c1bcd3c3f63b6900a59ae94ea5eafed",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-04 11:31:50","mchrisk","2016-07-04 11:32:03",,,303,,"03_03_0468"
197,"a8722771-0275-4217-89d4-03ad4596bb30",557,,"S",,,18,"14:50:00.000Z",557,"WRI 3","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-0b217f88719ecea0efb66cb80fb709ca",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-18 14:53:33","rkuddy","2016-07-18 14:53:53",,,303,,"03_01_0557"
198,"a8fb8e6f-5642-4631-9f2a-4210487e5daa",181,,,,,,"09:53:00.000Z",181,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-d4a6bda2246852724e98d3c642cf63f4",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-11 09:57:31","cafrimpong","2016-06-03 17:11:56",,,302,,"03_08_0181"
199,"abdb5ccc-1342-46c2-897a-214985993417",319,,,,,,"11:35:00.000Z",319,"WRI 15","Adabraka",,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-75710d5aebac97cc586039bfdbb41363",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-10 11:37:34","bnbboye","2016-06-10 11:39:26",,,305,,"03_08_0319"
200,"abf4809f-37e9-40b6-bf14-143c1740168d",891,,,,,,"10:35:00.000Z",36,"03","Shiabu",88,"Public laterine, stall door handle",1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-410c0c73f60a99381375ad3dcedcfda5",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-03-31 10:36:47","test","2016-06-03 16:52:09",,,301,,"03_07_0891"
201,"aca79278-6505-468b-afc2-d12195c76a3c",821,,"S",,,2,"09:04:00.000Z",0,,"Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-5a1ac45747abe3251067c7a160676fc7",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/","sp-accra","2016-03-23 09:07:16","test","2016-03-23 09:07:21",,,301,,"03_01_0821"
202,"ae77c6f3-a1ef-41a3-9adc-f5da6b0cb27c",841,,,,,,"10:37:00.000Z",3,"spigen","Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-f23be208a5e0904c893014c3068cfcd3",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-03-29 10:39:11","test","2016-06-03 16:49:19",,,301,,"03_08_0841"
203,"afad5aaa-3030-4c5d-a85b-4c367f59c1c6",311,,,,,,"09:42:00.000Z",311,"WRI 15","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-fcbd2c8809196de3ff65cf9c8c40520f",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-10 09:45:04","mchrisk","2016-06-10 09:45:15",,,305,,"03_08_0311"
204,"b16ed181-8b56-4c20-a9ea-c30a3c98e646",730,,,,,,"11:39:00.000Z",8116,"SP 3","Chorkor",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-5f880230091984c473a9e2735a6d7cd4",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-27 11:42:10","mchrisk","2016-04-27 11:49:02",,,302,,"03_07_0730"
205,"b17c3639-485e-4657-a6e8-491c43e62fda",495,,,,,,"13:02:00.000Z",495,"WRI 3","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-bbfdbd97bcdaa61e9d888dd8cd4eca83",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-05 13:03:27","rkuddy","2016-07-05 13:05:24",,,303,,"03_08_0495"
206,"a2a75a1f-d30b-4ce0-841c-66f580f79552",843,,,,,,"10:43:00.000Z",4,"spigen","Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-2c0980aab1122866deb09aaf1146b16e",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-03-29 10:44:18","test","2016-06-03 16:49:23",,,301,,"03_04_0843"
207,"a74c6524-a5e1-42e5-81e4-4c4911c4f315",195,,,,,,"10:11:00.000Z",195,"WRI 2","Chorkor",88,"public latrine floor",1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-05819634d0d46b1358ecb57f250d2411",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-10 21:12:24","rkuddy","2016-05-10 10:13:03",,,302,,"03_07_0195"
208,"a595c6e4-ee80-4a87-a62d-09ee347636c7",877,,,,,,"11:23:00.000Z",0,,"Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-52208c86e359bffcaa93e0f5a5eca8f6",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/","sp-accra","2016-03-21 11:31:59","test","2016-03-23 08:49:20",,,301,,"03_03_0877"
210,"6cb120f9-4a1b-4077-8f7f-e8890615547c",599,,,,,,"10:22:00.000Z",599,"WRI 3","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-9fec9ec758042ec44e5be5f2e7766ca3",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-21 10:23:57","rkuddy","2016-07-21 14:16:01",,,303,,"03_07_0599"
211,"6dbf859a-a12d-46f7-83f1-5a02f32cc81f",160,,,,,,"09:27:00.000Z",160,"WRI 5","Chorkor",88,"Public Latrine",1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-f6f3dac25e4021dd12bbc7561fcc7fdb",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-10 09:31:07","cafrimpong","2016-06-03 17:11:14",,,302,,"03_07_0160"
212,"6a347bb7-acbe-4be9-9880-05811fcff570",237,,"S",,,21,"10:33:00.000Z",237,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-b3878c45ec34a4730188644941f424ec",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-17 21:35:25","rkuddy","2016-05-17 10:36:02",,,302,,"03_01_0237"
213,"59c51366-42e6-425c-81fc-4e21598032bd",490,,,,,,"10:55:00.000Z",490,"WRI 3","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-a6de929ca1917e949b7a25a0a5f1c382",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-05 10:57:26","rkuddy","2016-07-05 10:59:22",,,303,,"03_08_0490"
214,"5d89eb40-3641-423e-8906-ff390a349073",592,,,,,,"10:49:00.000Z",592,"WRI 3","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-75b26fbdd2fce877d42f214b512f648d",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-20 10:51:00","rkuddy","2016-07-21 14:15:09",,,303,,"03_07_0592"
215,"5bbbffbd-6175-47f7-9526-4aba8f685a82",354,,,,,,"10:43:00.000Z",354,"WRI 5","Adabraka",2,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-994ed5c8c81704fcef22bf5d9dc89d32",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-20 10:45:47","cafrimpong","2016-06-22 09:54:37",,,305,,"03_07_0354"
216,"6150e896-e0bd-4388-8a91-dd4e6f1b7c1e",339,,,,,,"09:36:00.000Z",339,"WRI 2","Adabraka",88,"public latrine wall",1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-114a626eb3cbe5e0d50a636f2489f45a",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-16 09:37:45","rkuddy","2016-06-16 09:39:35",,,305,,"03_07_0339"
217,"6140abc5-cdb8-4c90-aafa-60e4571fefc8",444,,"S",,,17,"12:33:00.000Z",444,"WRI 0","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-9ef0454e331e60b34e71facc5752ac3c",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-28 12:35:58","mchrisk","2016-06-28 12:36:10",,,304,,"03_01_0444"
218,"5f56bd5d-84a3-4d43-a090-5fbba8e019aa",502,,,,,,"11:38:00.000Z",502,"WRI 4","Ringway",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-c517e0b07eb305a9fb29121d1d88eb91",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-08 10:43:47","mchrisk","2016-07-08 10:43:57",,,304,,"03_07_0502"
219,"5f56b094-c185-4157-8375-e90b6213cf4d",896,,,,,,"10:40:00.000Z",41,"03","Shiabu",88,"Public laterine, seat",1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-1eaa40aa8b7b59d0029adf3a87df7180",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-03-31 10:44:52","test","2016-06-03 16:52:12",,,301,,"03_07_0896"
220,"6f406514-21da-4a92-86a9-5278e256d9b2",323,,"T",,4,,"12:07:00.000Z",22,"WRI 2","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-ff8eedb589304c23066c6bc1849b0dc2",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-14 12:09:32","rkuddy","2016-06-14 12:11:22",,,305,,"03_01_0323"
221,"210dff8a-ae19-4850-9948-ae4efc54d2d4",822,,"S",,,3,"09:31:00.000Z",0,,"Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-a04428d8f61139bb197f678e398d295e",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/","sp-accra","2016-03-23 09:35:19","test","2016-03-23 09:35:24",,,301,,"03_01_0822"
222,"268e7374-681e-4f1c-8810-964527c1f33c",691,,,,,,"09:34:00.000Z",691,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-417dff4fa1e35ea5eaa74b88e972f4f8",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-21 09:36:16","rkuddy","2016-04-21 09:36:20",,,302,"tomatoes","03_02_0691"
223,"26d25c65-bcd9-46b4-b1af-3d2673a266f5",251,,"S",,,8,"10:30:00.000Z",251,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-ff7aeebd728d1483064aa57362e47d9d",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-20 21:32:37","rkuddy","2016-05-20 10:33:14",,,302,,"03_01_0251"
224,"26e4c970-84b0-433a-8b09-1bf91cda02a0",810,,,,,,"11:11:00.000Z",25,"Sp09","Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-eb082a741fa3893f3caf8fe0336345a6",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-03-30 11:14:02","test","2016-06-03 16:51:24",,,301,,"03_08_0810"
225,"2b2343c3-0d8b-4064-8139-741ce997788f",506,,"P",2,,,"11:49:00.000Z",506,"WRI 0","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-4c2dd770574aef788101ecadc9c8d21b",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-19 11:50:22","mchrisk","2016-07-19 12:18:29",,,303,,"03_01_0506"
226,"2bab6205-a601-470c-a8db-f674157b414e",177,,,,,,"10:55:00.000Z",177,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-ccf1c0484e56f421b18699f6e01e6188",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-09 21:56:52","rkuddy","2016-05-10 09:04:39",,,302,,"03_08_0177"
227,"2bbe24a7-7fde-47e7-b9e1-4de357584442",342,,"S",,,13,"12:39:00.000Z",13,"WRI 15","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-2894d2d9bc216e4fc49faa0ab1cd3cec",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-13 12:42:14","mchrisk","2016-06-13 12:42:27",,,305,,"03_01_0342"
228,"2c58bb37-d94f-45b5-8837-c72e5e835cdc",800,,,,,,"09:55:00.000Z",15,"Sp09","Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-1dca0401713f94c2c0d7d5144ac339a1",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-03-30 09:56:47","test","2016-06-03 16:50:44",,,301,"Tomatoes","03_02_0800"
229,"2938c371-0c37-4699-8a55-3cb313316752",447,,"S",,,16,"12:47:00.000Z",447,"WRI 0","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-a5e329b497cc5757a186c98f6101cab1",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-28 12:49:24","mchrisk","2016-06-28 12:49:53",,,304,,"03_01_0447"
230,"25ead6d8-3c66-491b-ad4c-c05c41f42a51",222,,"P",2,,,"10:02:00.000Z",17,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-c6c48fe13caed10c67ab44d0f5dc9bc3",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-18 10:04:46","mchrisk","2016-05-18 10:04:52",,,302,,"03_01_0222"
231,"27954bf8-affd-4112-8451-178c536619f5",709,,,,,,"11:34:00.000Z",2210,"WRI 2","Chorkor",3,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-5f33a62270df21beee600437238b84b8",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-26 22:35:05","rkuddy","2016-04-26 11:35:42",,,302,,"03_07_0709"
232,"9bfe78f0-79c9-414d-9d0e-8c764a8ed8c7",255,,,,,,"11:50:00.000Z",255,"WRI 2","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-f611406a82c20a71e2b5d91ed38d815f",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-06 22:54:23","rkuddy","2016-06-06 11:55:19",,,305,"pepper (green)","03_02_0255"
233,"a05ed84d-339e-4d2c-b6eb-507f56f2197e",357,,,,,,"11:20:00.000Z",357,"WRI 5","Adabraka",2,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-d6a31783f3b2a27c261195c81343898d",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-20 11:23:14","cafrimpong","2016-06-22 09:54:48",,,305,,"03_07_0357"
234,"b5902ee4-61c2-4bed-bbfe-8c4ab203ccce",537,,"S",,,8,"12:00:00.000Z",537,"WRI 3","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-ac65bf9d9244b19f25c9815a7cbaa9e2",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-18 12:04:33","rkuddy","2016-07-18 12:04:37",,,303,,"03_01_0537"
235,"b3a2b899-2b47-439d-9b94-e94e0951fa8d",280,,"S",,,4,"09:46:00.000Z",280,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-419a11e56a6e78340fb327e0a4ea398c",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-20 09:49:33","mchrisk","2016-05-20 09:49:41",,,302,,"03_01_0280"
236,"c0f5cc78-9c2f-4ecc-9af9-54d9b4bc3ba4",194,,,,,,"10:08:00.000Z",194,"WRI 2","Chorkor",88,"public latrine wall",1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-ef0802b535d813bcaf439a53a8cbeb23",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-10 21:11:02","rkuddy","2016-05-10 10:11:39",,,302,,"03_07_0194"
237,"c138c125-c479-4251-911f-c192d04e28f4",486,,,,,,"11:03:00.000Z",486,"WRI5","Ringway",2,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-95cb8c4fb052e8f626ed7210b988ef63",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/b0c6c9eed07efd4152b520f29308a973/","sp-accra","2016-07-08 11:05:17","bnbboye","2016-07-08 11:05:30",,,304,,"03_07_0486"
238,"c19de62e-2cfa-47d1-843d-bb49fa869d03",364,,,,,,"11:14:00.000Z",364,"WRI 2","Adabraka",3,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-ab1246abf3896a3cc34e335c59257cda",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-17 11:17:33","rkuddy","2016-06-17 11:19:23",,,305,,"03_07_0364"
239,"bf88f862-9397-4688-a54e-b9c9d472c883",641,,,,,,"11:05:00.000Z",641,"WRI 5","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-8be71eaef86a401df83257985603a885",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-21 11:08:20","cafrimpong","2016-07-21 14:11:31",,,303,,"03_07_0641"
240,"c2e69389-9f6a-41b5-9422-06d6b6bea3b6",372,,,,,,"10:56:00.000Z",372,"WRI3","Adabraka",2,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-a92df47b8a8b33913d28e3f27b14b75b",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/b0c6c9eed07efd4152b520f29308a973/","sp-accra","2016-06-17 11:02:19","bnbboye","2016-06-17 11:02:23",,,305,,"03_07_0372"
241,"c3cdc74c-a297-4fa7-927b-416f3812c820",838,,"S",,,5,"10:10:00.000Z",0,,"Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-9dbc0254c214b8911442e3c54eee2acb",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/","sp-accra","2016-03-24 10:13:26","test","2016-03-24 10:13:30",,,301,,"03_01_0838"
242,"c6675c72-5e83-430e-bcd5-e477a596f2dc",852,,,,,,"11:45:00.000Z",9,"spigen","Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-0b28f3206b221f48c1aed6ba89b580b9",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-03-29 11:46:45","test","2016-06-03 16:50:07",,,301,,"03_04_0852"
243,"c653da3a-183c-4411-9d81-108378d63cf9",509,,"T",,2,,"12:32:00.000Z",509,"WRI 0","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-c32a096b2d56009ca75df2ac86d892e4",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-19 12:35:37","mchrisk","2016-07-19 12:41:43",,,303,,"03_01_0509"
244,"c73c0684-00d8-49da-9011-9ffc60f26be7",781,,,,,,"11:10:00.000Z",46,"03","Shiabu",88,"Public laterine, laterine wall",1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-5587148b567d74ddf4200a98efb3bb3c",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-03-31 11:16:08","test","2016-06-03 16:52:32",,,301,,"03_07_0781"
