id,response,choice
2215,149,24
2216,149,67
2217,149,33
2219,150,69
2220,150,28
2221,150,63
2222,150,57
2223,150,37
2224,150,39
2225,150,73
2226,150,2
2227,150,53
2228,150,50
2229,150,44
2230,150,71
2231,150,24
2232,150,67
2233,150,33
2234,150,78
2235,151,69
2236,151,29
2237,151,63
2238,151,58
2239,151,37
2240,151,39
2241,151,73
2242,151,1
2243,151,54
2244,151,50
2245,151,44
2246,151,71
2247,151,24
2248,151,68
2249,151,33
2250,151,78
2251,149,78
2252,152,69
2253,152,28
2254,152,62
2255,152,58
2256,152,37
2257,152,39
2258,152,73
2259,152,2
2260,152,54
2261,152,49
2262,152,44
2263,152,71
2264,152,24
2265,152,64
2266,152,33
2267,152,78
2268,153,69
2269,153,28
2270,153,63
2271,153,55
2272,153,38
2273,153,39
2274,153,73
2275,153,1
2276,153,54
2277,153,50
2278,153,71
2279,153,24
2280,153,64
2281,153,33
2284,154,69
2285,154,28
2286,154,62
2287,154,57
2288,154,36
2289,154,39
2290,154,73
2291,154,1
2292,154,53
2293,154,49
2294,154,44
2295,154,71
2296,154,23
2297,154,66
2298,154,32
2299,154,78
2302,155,69
2303,155,28
2304,155,63
2305,155,58
2306,155,37
2307,155,39
2308,155,73
2309,155,1
2310,155,54
2311,155,49
2312,155,44
2313,155,71
2314,155,24
2315,155,67
2316,155,33
2317,155,79
2318,156,69
2319,156,27
2320,156,63
2321,156,58
2322,156,37
2323,156,39
2324,156,73
2325,156,1
2326,156,54
2327,156,49
2328,156,44
2329,156,71
2330,156,24
2331,156,66
2332,156,33
2333,156,78
2334,157,69
2335,157,27
2336,157,61
2337,157,58
2338,157,37
2339,157,39
2340,157,73
2341,157,1
2342,157,54
2343,157,49
2344,157,44
2345,157,71
2346,157,24
2347,157,66
2348,157,32
2349,157,78
2350,158,69
2351,158,28
2352,158,63
2353,158,58
2354,158,37
2355,158,39
2356,158,73
2357,158,2
2358,158,54
2359,158,49
2360,158,44
2361,158,71
2362,158,24
2363,158,64
2364,158,32
2366,159,69
2367,159,27
2368,159,62
2369,159,58
2370,159,37
2371,159,39
2372,159,73
2373,159,1
2374,159,53
2375,159,49
2376,159,44
2377,159,71
2378,159,24
2379,159,64
2380,159,33
2382,160,69
2383,160,28
2384,160,62
2385,160,58
2386,160,37
2387,160,39
2388,160,73
2389,160,2
2390,160,54
2391,160,49
2392,160,44
2393,160,71
2394,160,24
2395,160,66
2396,160,33
2398,161,69
2399,161,28
2400,161,62
2401,161,58
2402,161,37
2403,161,39
2404,161,73
2405,161,1
2406,161,53
2407,161,49
2408,161,44
2409,161,71
2410,161,23
2411,161,64
2412,161,33
2413,161,78
2414,160,79
2415,162,69
2416,162,28
2417,162,63
2418,162,57
2419,162,36
2420,162,39
2421,162,73
2422,162,2
2423,162,54
2424,162,49
2425,162,44
2426,162,71
2427,162,24
2428,162,64
2429,162,32
2431,163,69
2432,163,28
2433,163,62
2434,163,58
2435,163,37
2436,163,42
2437,163,73
2438,163,2
2439,163,54
2440,163,49
2441,163,47
2442,163,71
2443,163,24
2444,163,66
2445,163,33
2446,163,78
2447,164,70
2448,164,28
2449,164,63
2450,164,58
2451,164,37
2452,164,39
2453,164,74
2454,164,2
2455,164,54
2456,164,49
2457,164,44
2458,164,72
2459,164,24
2460,164,67
2461,164,33
2462,164,78
2463,165,69
2464,165,28
2465,165,63
2466,165,58
2467,165,37
2468,165,39
2469,165,73
2470,165,1
2471,165,54
2472,165,50
2473,165,44
2474,165,71
2475,165,24
2476,165,64
2477,165,33
2478,165,79
2479,166,69
2480,166,28
2481,166,63
2482,166,58
2483,166,37
2484,166,39
2485,166,73
2486,166,1
2487,166,54
2488,166,49
2489,166,44
2490,166,71
2491,166,24
2492,166,68
2493,166,33
2494,166,79
2495,167,69
2496,167,28
2497,167,62
2498,167,58
2499,167,36
2500,167,39
2501,167,73
2502,167,2
2503,167,54
2504,167,49
2505,167,44
2506,167,71
2507,167,24
2508,167,66
2509,167,32
2511,168,69
2512,168,28
2513,168,62
2514,168,58
2515,168,37
2516,168,42
2517,168,73
2518,168,1
2519,168,54
2520,168,49
2521,168,47
2522,168,71
2523,168,24
2524,168,68
2525,168,33
2526,168,78
2527,169,69
2528,169,29
2529,169,63
2530,169,58
2531,169,36
2532,169,39
2533,169,73
2534,169,1
2535,169,53
2536,169,49
2537,169,44
2538,169,71
2539,169,24
2540,169,68
2541,169,32
2542,169,78
2543,170,69
2544,170,29
2545,170,63
2546,170,57
2547,170,37
2548,170,42
2549,170,73
2550,170,1
2551,170,53
2552,170,49
2553,170,47
2554,170,71
2555,170,24
2556,170,64
2557,170,33
2560,171,69
2561,171,27
2562,171,62
2563,171,58
2564,171,36
2565,171,42
2566,171,73
2567,171,2
2568,171,54
2569,171,50
2570,171,47
2571,171,71
2572,171,23
2573,171,66
2574,171,31
2576,172,69
2577,172,27
2578,172,62
2579,172,58
2580,172,36
2581,172,39
2582,172,73
2583,172,1
2584,172,54
2585,172,49
2586,172,44
2587,172,71
2588,172,23
2589,172,66
2590,172,32
2592,171,79
2594,173,69
2595,173,27
2596,173,62
2597,173,58
2598,173,36
2599,173,39
2600,173,73
2601,173,2
2602,173,54
2603,173,49
2604,173,44
2605,173,71
2606,173,23
2607,173,66
2608,173,32
2609,173,78
2610,172,79
2611,174,69
2612,174,27
2613,174,62
2614,174,57
2615,174,35
2616,174,39
2617,174,74
2618,174,2
2619,174,54
2620,174,49
2621,174,44
2622,174,72
2623,174,24
2624,174,66
2625,174,32
2626,174,79
2627,175,69
2628,175,27
2629,175,62
2630,175,55
2631,175,36
2632,175,42
2633,175,73
2634,175,1
2635,175,53
2636,175,50
2637,175,47
2638,175,71
2639,175,23
2640,175,66
2641,175,30
2642,175,79
2643,176,69
2644,176,27
2645,176,63
2646,176,57
2647,176,37
2648,176,39
2649,176,73
2650,176,2
2651,176,53
2652,176,50
2653,176,44
2654,176,71
2655,176,24
2656,176,67
2657,176,33
2658,176,79
2659,177,69
2660,177,27
2661,177,62
2662,177,57
2663,177,37
2664,177,43
2665,177,73
2666,177,1
2667,177,53
2668,177,49
2669,177,47
2670,177,71
2671,177,24
2672,177,66
2673,177,33
2674,177,78
2675,178,69
2676,178,27
2677,178,63
2678,178,57
2679,178,37
2680,178,41
2681,178,73
2682,178,1
2683,178,54
2684,178,49
2685,178,44
2686,178,71
2687,178,23
2688,178,66
2689,178,31
2690,178,78
2691,179,69
2692,179,28
2693,179,63
2694,179,57
2695,179,37
2696,179,39
2697,179,73
2698,179,1
2699,179,53
2700,179,49
2701,179,44
2702,179,71
2703,179,24
2704,179,66
2705,179,33
2706,179,78
2707,180,69
2708,180,27
2709,180,63
2710,180,56
2711,180,37
2712,180,43
2713,180,73
2714,180,1
2715,180,54
2716,180,49
2717,180,47
2718,180,71
2719,180,24
2720,180,68
2721,180,32
2722,180,78
2723,181,69
2724,181,27
2725,181,63
2726,181,58
2727,181,36
2728,181,42
2729,181,73
2730,181,2
2731,181,54
2732,181,50
2733,181,47
2734,181,71
2735,181,24
2736,181,65
2737,181,33
2738,181,78
2739,182,69
2740,182,27
2741,182,62
2742,182,58
2743,182,37
2744,182,39
2745,182,73
2746,182,1
2747,182,54
2748,182,50
2749,182,44
2750,182,71
2751,182,23
2752,182,66
2753,182,33
2754,182,79
2755,183,70
2756,183,28
2757,183,62
2758,183,58
2759,183,37
2760,183,41
2761,183,74
2762,183,1
2763,183,53
2764,183,50
2765,183,47
2766,183,72
2767,183,23
2768,183,67
2769,183,33
2770,183,78
2771,184,69
2772,184,28
2773,184,63
2774,184,58
2775,184,37
2776,184,42
2777,184,73
2778,184,2
2779,184,53
2780,184,49
2781,184,47
2782,184,71
2783,184,24
2784,184,67
2785,184,32
2787,185,70
2788,185,29
2789,185,63
2790,185,58
2791,185,34
2792,185,39
2793,185,74
2794,185,1
2795,185,52
2796,185,49
2797,185,44
2798,185,72
2799,185,23
2800,185,67
2801,185,32
2802,185,79
2803,185,81
2804,186,70
2805,186,28
2806,186,63
2807,186,58
2808,186,37
2809,186,39
2810,186,74
2811,186,1
2812,186,54
2813,186,50
2814,186,44
2815,186,72
2816,186,23
2817,186,67
2818,186,33
2819,186,81
2820,187,70
2821,187,27
2822,187,63
2823,187,58
2824,187,37
2825,187,39
2826,187,74
2827,187,2
2828,187,52
2829,187,50
2830,187,44
2831,187,72
2832,187,23
2833,187,68
2834,187,32
2836,188,69
2837,188,28
2838,188,60
2839,188,57
2840,188,37
2841,188,39
2842,188,73
2843,188,2
2844,188,53
2845,188,50
2846,188,44
2847,188,71
2848,188,24
2849,188,64
2850,188,33
2852,189,70
2853,189,27
2854,189,63
2855,189,55
2856,189,38
2857,189,39
2858,189,74
2859,189,1
2860,189,54
2861,189,50
2862,189,44
2863,189,72
2864,189,23
2865,189,67
2866,189,33
2867,189,78
2868,187,79
2869,188,79
2870,190,69
2871,190,25
2872,190,60
2873,190,57
2874,190,34
2875,190,39
2876,190,73
2877,190,2
2878,190,54
2879,190,50
2880,190,44
2881,190,71
2882,190,22
2883,190,67
2884,190,31
2885,190,78
2886,191,70
2887,191,28
2888,191,63
2889,191,58
2890,191,37
2891,191,39
2892,191,74
2893,191,1
2894,191,54
2895,191,49
2896,191,44
2897,191,72
2898,191,24
2899,191,67
2900,191,33
2901,191,81
2902,192,70
2903,192,28
2904,192,63
2905,192,58
2906,192,37
2907,192,39
2908,192,74
2909,192,2
2910,192,54
2911,192,50
2912,192,44
2913,192,72
2914,192,24
2915,192,67
2916,192,33
2917,192,79
2918,193,70
2919,193,27
2920,193,62
2921,193,58
2922,193,37
2923,193,42
2924,193,74
2925,193,2
2926,193,54
2927,193,49
2928,193,47
2929,193,72
2930,193,23
2931,193,67
2932,193,33
2933,193,79
2934,194,69
2935,194,29
2936,194,63
2937,194,57
2938,194,38
2939,194,39
2940,194,73
2941,194,1
2942,194,53
2943,194,49
2944,194,44
2945,194,71
2946,194,23
2947,194,68
2948,194,32
2949,194,79
2950,195,69
2951,195,27
2952,195,62
2953,195,58
2954,195,37
2955,195,39
2956,195,73
2957,195,1
2958,195,53
2959,195,50
2960,195,44
2961,195,71
2962,195,24
2963,195,68
2964,195,33
2965,195,79
2966,196,31
2967,196,27
2968,196,23
2969,196,2
2970,196,44
2971,196,50
2972,196,51
2973,196,55
2974,196,63
2975,196,67
2976,196,39
2977,196,36
2978,196,73
2979,196,78
2980,196,69
2981,196,71
2982,197,31
2983,197,27
2984,197,23
2985,197,2
2986,197,44
2987,197,50
2988,197,53
2989,197,57
2990,197,62
2991,197,67
2992,197,39
2993,197,35
2994,197,73
2995,197,78
2996,197,69
2997,197,71
2998,198,31
2999,198,26
3000,198,23
3001,198,1
3002,198,44
3003,198,50
3004,198,53
3005,198,55
3006,198,62
3007,198,67
3008,198,39
3009,198,34
3010,198,73
3011,198,78
3012,198,69
3013,198,71
3014,199,30
3015,199,28
3016,199,23
3017,199,1
3018,199,44
3019,199,49
3020,199,54
3021,199,58
3022,199,62
3023,199,66
3024,199,39
3025,199,36
3026,199,73
3027,199,79
3028,199,69
3029,199,71
3030,200,32
3031,200,27
3032,200,23
3033,200,2
3034,200,44
3035,200,50
3036,200,54
3037,200,58
3038,200,62
3039,200,66
3040,200,39
3041,200,36
3042,200,74
3043,200,79
3044,200,70
3045,200,72
3046,201,31
3047,201,26
3048,201,22
3049,201,1
3050,201,44
3051,201,50
3052,201,53
3053,201,57
3054,201,62
3055,201,66
3056,201,39
3057,201,35
3058,201,73
3059,201,79
3060,201,69
3061,201,71
3062,202,31
3063,202,27
3064,202,23
3065,202,2
3066,202,44
3067,202,49
3068,202,53
3069,202,58
3070,202,61
3071,202,67
3072,202,39
3073,202,35
3074,202,73
3075,202,78
3076,202,69
3077,202,71
3078,203,31
3079,203,27
3080,203,23
3081,203,1
3082,203,44
3083,203,49
3084,203,53
3085,203,57
3086,203,62
3087,203,66
3088,203,39
3089,203,35
3090,203,73
3091,203,78
3092,203,69
3093,203,71
3094,204,32
3095,204,27
3096,204,23
3097,204,1
3098,204,44
3099,204,50
3100,204,53
3101,204,57
3102,204,62
3103,204,66
3104,204,39
3105,204,34
3106,204,73
3107,204,79
3108,204,69
3109,204,71
3110,205,31
3111,205,27
3112,205,23
3113,205,1
3114,205,44
3115,205,49
3116,205,53
3117,205,57
3118,205,62
3119,205,66
3120,205,39
3121,205,34
3122,205,73
3123,205,79
3124,205,69
3125,205,71
3126,206,31
3127,206,27
3128,206,23
3129,206,1
3130,206,44
3131,206,50
3132,206,54
3133,206,56
3134,206,63
3135,206,67
3136,206,39
3137,206,35
3138,206,74
3139,206,77
3140,206,70
3141,206,72
3142,207,32
3143,207,27
3144,207,23
3145,207,1
3146,207,44
3147,207,50
3148,207,54
3149,207,58
3150,207,62
3151,207,66
3152,207,39
3153,207,36
3155,207,69
3156,207,71
3157,208,31
3158,208,26
3159,208,22
3160,208,1
3161,208,44
3162,208,50
3163,208,53
3164,208,57
3165,208,62
3166,208,67
3167,208,39
3168,208,35
3169,208,74
3170,208,79
3171,208,70
3172,208,72
3173,209,30
3174,209,25
3175,209,23
3176,209,1
3177,209,44
3178,209,50
3179,209,53
3180,209,58
3181,209,62
3182,209,66
3183,209,39
3184,209,34
3185,209,73
3186,209,79
3187,209,69
3188,209,71
3189,210,32
3190,210,27
3191,210,23
3192,210,1
3193,210,44
3194,210,50
3195,210,54
3196,210,59
3197,210,62
3198,210,66
3199,210,39
3200,210,36
3201,210,73
3202,210,79
3203,210,69
3204,210,71
3205,211,31
3206,211,27
3207,211,23
3208,211,1
3209,211,47
3210,211,49
3211,211,54
3212,211,58
3213,211,62
3214,211,67
3215,211,42
3216,211,35
3217,211,73
3218,211,79
3219,211,69
3220,211,71
3221,212,31
3222,212,27
3223,212,23
3224,212,1
3225,212,44
3226,212,50
3227,212,54
3228,212,57
3229,212,62
3230,212,67
3231,212,39
3232,212,35
3233,212,73
3234,212,79
3235,212,69
3236,212,71
3237,213,31
3238,213,27
3239,213,24
3240,213,1
3241,213,44
3242,213,49
3243,213,54
3244,213,58
3245,213,62
3246,213,66
3247,213,39
3248,213,36
3249,213,73
3251,213,69
3252,213,71
3253,214,31
3254,214,27
3255,214,23
3256,214,2
3257,214,44
3258,214,50
3259,214,54
3260,214,58
3261,214,63
3262,214,67
3263,214,39
3264,214,36
3265,214,73
3266,214,77
3267,214,69
3268,214,71
3270,215,31
3271,215,27
3272,215,23
3273,215,1
3274,215,44
3275,215,49
3276,215,53
3277,215,58
3278,215,62
3279,215,66
3280,215,39
3281,215,35
3282,215,73
3284,215,69
3285,215,71
3286,213,79
3287,12,79
3288,13,79
3289,21,78
3290,85,78
3291,41,79
3292,43,79
3293,43,27
3294,45,79
3295,49,78
3296,55,79
3297,70,71
3298,70,78
3299,93,79
3300,184,81
3301,167,79
3302,170,78
3303,170,79
3304,133,78
3305,122,79
3306,122,81
3307,138,79
3308,140,78
3309,144,79
3310,153,78
3311,153,79
3312,153,44
3313,158,78
3314,159,79
3315,162,79
3316,207,79
3317,207,73
3318,215,79
3319,101,79
3320,102,79
3321,104,79
3322,81,79
