sample_type,sampleid,col_start_dt,col_end_dt,subscriberid.x,simserial.x,deviceid.x,col_ward,col_neighborhood,col_id_val,col_start,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_weather,col_rainyest,col_rainweek,col_rainmon,col_pa_group,col_pa_prox,col_pa_type,col_pa_type_other,col_pa_latrine_distance,col_bw_group,col_bw_type,col_bw_type_other,col_bw_container,col_bw_container_lid,col_bw_cl_free,col_bw_cl_total,col_f_group,col_f_latrine_distance,col_p_group,col_p_type,col_p_type_other,col_p_num_note,col_p_num,col_dw_group,col_dw_type,col_dw_type_other,col_dw_container,col_dw_container_lid,col_dw_id,col_dw_cl_free,col_dw_cl_total,col_l_group,col_l_toilet_type,col_l_toilet_type_other,col_l_toilet_stalls,col_l_toilet_feces,col_l_toilet_users,col_l_toilet_hw,col_s_group,col_s_type,col_s_type_other,col_d_group,col_d_water_level,col_d_water_flow,col_d_size,col_d_lining,col_d_lining_oth,col_d_prompt,col_d_feces,col_d_animals,col_d_schools,col_d_urban_ag,col_d_public_latrines,col_d_hh_latrines,col_d_shops,col_d_hh,col_d_hh_num,col_sf_type,col_sf_type_other,col_da_type,col_da_type_other,col_o_type,col_o_type_other,col_close,col_notes,col_enum,col_photo,__version__.x,_id.x,_uuid.x,_submission_time.x,_index.x,lab_start_dt,subscriberid.y,simserial.y,deviceid.y,today,lab_end_dt,lab_ward,lab_neighborhood,lab_sample_type_fp,lab_sample_type_co,lab_id_val,lab_received,lab_processing,lab_incubator_placed,lab_incubator_removed,lab_p_weight,lab_sf_weight,lab_da_weight,lab_pa_weight,lab_1_note,lab_1_dil_tested,lab_1_volume,lab_1_ecoli_reading_membrane,lab_1_ecoli_membrane,lab_2_dil_tested,lab_2_volume,lab_2_ecoli_reading_membrane,lab_2_ecoli_membrane,lab_3_dilution_performed,lab_3_dil_tested,lab_3_volume,lab_3_ecoli_reading_membrane,lab_3_ecoli_membrane,lab_closing,lab_notes,lab_enum,lab_photo,__version__.y,_id.y,_uuid.y,_submission_time.y,_index.y,lab_1_ecoli,lab_2_ecoli,lab_3_ecoli,ec_dil1,ec_dil2,ec_dil3,ec_ecnt1,ec_ecnt2,ec_ecnt3,ec_denom,count1,count2,dil1,dil2,count3,dil3,ec_conc,neighbor
2,RP2006,2020/03/16 04:25:19,2020/03/16 11:45:46,NA,NA,352155091473740,58,2,RP2006,2020/03/16 04:25:00,22.5494719 88.3970026 -65.5999984741211 5.0,22.5494719,88.3970026,-65.5999984741211,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb,Abhijit,0,vbPSTZSrVFcUL4XdGCBGwn,8795,554c4c6c-ccd5-41d4-b3de-2c6b41f6fd57,2020/03/16 11:46:27,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,2
3,DW2002,2019/05/13 03:58:25,2019/05/13 10:14:24,NA,NA,352155091473740,58,2,DW2002,2019/05/13 03:59:00,22.5496374 88.3968076 -67.0 5.0,22.5496374,88.3968076,-67,5,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biplab Jash,1,vCBEYpWiADaf9jeVAqWewv,2784,b8751aa1-f010-43ca-b0bc-73d9e158c550,2019/05/13 10:14:36,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,2
3,DWA1001,2019/05/22 03:08:49,2019/05/22 07:57:12,NA,NA,352155091473740,58,1,DWa1001,2019/05/22 03:09:00,22.5535795 88.3972626 -49.0 5.0,22.5535795,88.3972626,-49,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somnath Sarkar,0,vCBEYpWiADaf9jeVAqWewv,2894,88d11cc8-afbf-4105-98be-1e3d459af30a,2019/05/22 07:59:32,34,2019/05/27 19:26:35,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/05/27 00:00:00,2019/05/27 19:35:13,58,1,NA,NA,DWa1001,2019/05/22 18:00:00,2019/05/22 22:50:00,2019/05/22 23:05:00,2019/05/23 23:05:00,NA,NA,NA,NA,NA,7,100,3,0,7,10,3,0,0,NA,NA,NA,NA,NA,"39 AND 2 RED COLONIES FOUND FOR 100 ML AND 10 ML OF UNDILUTED SAMPLE, RESPECTIVELY.",4,0,vGuxuKRNcJh7oUGHdmQvJP,2960,f2aa0b09-a6f0-4507-8c7f-5f891b3bbf23,2019/05/27 07:05:35,37,0,0,NA,100,10,NA,0,0,NA,100,0,0,100,10,NA,NA,0.5,1
3,DWA1001(UF),2019/05/22 03:02:24,2019/05/22 07:58:07,NA,NA,352155091473740,58,1,DWa1001(UF),2019/05/22 03:03:00,22.5535377 88.3971777 -53.0 4.5,22.5535377,88.3971777,-53,4.5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 Ltr municipal water,Suvankar Mandal,1,vCBEYpWiADaf9jeVAqWewv,2893,631b7404-33f0-432a-9d5c-65c64be121c1,2019/05/22 07:59:29,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1
3,DWA1002,2019/05/29 03:10:01,2019/05/29 09:25:48,NA,NA,352155091473740,58,1,DWa1002,2019/05/29 03:10:00,22.5538048 88.3969145 -40.400001525878906 4.5,22.5538048,88.3969145,-40.4000015258789,4.5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somnath Sarkar,1,vCBEYpWiADaf9jeVAqWewv,2998,2c181ec9-6ce6-44a3-a329-37469de55e3a,2019/05/29 09:26:38,47,2019/06/05 05:43:05,subscriberid not found,simserial not found,enketo.sanipath.org:LtT0SCbULZaZ3pbc,2019/06/05 00:00:00,2019/06/05 05:53:22,58,1,NA,NA,DWa1002,2019/05/29 04:30:00,2019/05/29 06:00:00,2019/05/29 06:15:00,2019/05/30 06:15:00,NA,NA,NA,NA,NA,7,100,3,4,7,10,3,0,0,NA,NA,NA,NA,NA,NO RED COLONIES FOUND AT ANY CASES.,"3,4",0,vGuxuKRNcJh7oUGHdmQvJP,3082,6d003fda-07d5-4bfa-b84a-f305bf794629,2019/06/05 06:53:38,56,4,0,NA,100,10,NA,4,0,NA,100,4,0,100,10,NA,NA,4,1
3,DWA1002(UF),2019/05/29 03:14:32,2019/05/29 09:26:00,NA,NA,352155091473740,58,1,DWa1002(UF),2019/05/29 03:15:00,22.5538356 88.3970368 -56.599998474121094 5.0,22.5538356,88.3970368,-56.599998474121,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 Ltr municipal water,Debabrata Maity,1,vCBEYpWiADaf9jeVAqWewv,2999,b829023f-b36b-4bed-91ca-f1570f2f21a2,2019/05/29 09:26:42,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1
3,DWA1003,2019/08/26 10:43:38,2019/08/26 11:54:24,NA,NA,352155091473740,58,1,DWa1003,2019/08/26 10:44:00,22.5537787 88.3971047 -25.899999618530273 4.5,22.5537787,88.3971047,-25.8999996185302,4.5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb Samaddar,Debabrata Maity,1,vUmJbr8NFmqNo58UvPQcTV,4024,a06b3d55-cc8d-4099-acc7-36595ba14965,2019/08/26 11:54:36,98,2019/09/11 17:18:50,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/11 00:00:00,2019/09/11 17:30:59,58,1,NA,NA,DWa1003,2019/08/26 10:25:00,2019/08/26 10:30:00,2019/08/26 11:10:00,2019/08/27 11:10:00,NA,NA,NA,NA,NA,7,100,3,0,7,10,3,0,0,NA,NA,NA,NA,NA,"RED COLONY(100ml=0,10ml=0)",3,0,vGuxuKRNcJh7oUGHdmQvJP,4066,98395894-9522-4845-b17e-d0895dcb42f6,2019/09/12 06:28:39,171,0,0,NA,100,10,NA,0,0,NA,100,0,0,100,10,NA,NA,0.5,1
3,DWA1003UF,2020/01/01 03:25:10,2020/01/02 09:41:38,NA,NA,352155091473740,59,3,DWa1003uf,2020/01/01 03:25:00,22.5414809 88.3753886 -46.599998474121094 4.5,22.5414809,88.3753886,-46.599998474121,4.5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Suvankar Mandal,Debabrata Maity,0,vUmJbr8NFmqNo58UvPQcTV,6924,c607f803-43f5-433e-9dca-5379efa7d921,2020/01/02 09:42:35,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,3
3,DWA1004,2019/09/02 03:33:05,2019/09/02 10:54:18,NA,NA,352155091473740,58,1,DWa1004,2019/09/02 03:28:00,22.5534937 88.3971554 -42.900001525878906 5.0,22.5534937,88.3971554,-42.9000015258789,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Practice Sample collected by Biplab Jash,Debabrata Maity,1,vUmJbr8NFmqNo58UvPQcTV,4038,d10e4768-4a20-4872-be8b-08966dd5c8ad,2019/09/02 10:55:15,105,2019/09/11 18:50:41,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/12 00:00:00,2019/09/11 19:04:17,58,1,NA,NA,DWa1004,2019/09/02 04:10:00,2019/09/02 09:45:00,2019/09/02 11:00:00,2019/09/03 11:00:00,NA,NA,NA,NA,NA,7,100,3,1,7,10,3,0,0,NA,NA,NA,NA,NA,"(RAJARSHI LAB OPERATOR NO-6) RED COLONY(100ml=1,10ml=0)",6,0,vGuxuKRNcJh7oUGHdmQvJP,4090,0234a42d-4fa1-4e9d-a744-366761e8a701,2019/09/12 08:01:55,185,1,0,NA,100,10,NA,1,0,NA,100,1,0,100,10,NA,NA,1,1
3,DWA1004UF,2020/01/08 03:24:07,2020/01/09 11:45:08,NA,NA,352155091473740,59,3,DWa1004uf,2020/01/08 03:25:00,22.5416015 88.3762257 17.5 5.0,22.5416015,88.3762257,17.5,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Biplab Jash,Debabrata Maity,0,vUmJbr8NFmqNo58UvPQcTV,7127,79e3d5bd-800e-490d-a79e-15fc965aa5a9,2020/01/09 11:45:50,130,2020/01/13 05:26:57,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/01/13 00:00:00,2020/01/13 05:29:20,59,3,NA,NA,DWa1004uf,2020/01/08 04:07:00,2020/01/08 05:40:00,2020/01/08 05:50:00,2020/01/09 05:50:00,NA,NA,NA,NA,NA,4,1,3,0,3,1,3,0,1,2,1,3,0,NA,"Red colony count: 1:10^3 -1; 1:10^4 - 0; 1:10^5 - 0, Each sample vol tested 1ml",4,1,vWNdHeMtQ9ziuCJ2zngErs,7142,b82aa1d3-6c44-4e71-b0f4-379ea8f00971,2020/01/13 06:25:55,612,0,0,0,0.001,1e-4,1e-5,0,0,0,100,0,0,0.001,1e-4,0,1e-5,50000,3
3,DWA1005UF,2020/01/16 03:27:04,2020/01/20 05:14:24,NA,NA,352155090281144,59,3,DWa1005uf,2020/01/16 03:27:00,22.5412137 88.3751007 10.600000381469727 5.0,22.5412137,88.3751007,10.6000003814697,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Asish Saha,Biplab Jash,1,vUmJbr8NFmqNo58UvPQcTV,7255,a69d2019-1a16-4bc0-b996-536bcf0ea5e0,2020/01/20 05:15:21,136,2020/01/20 05:35:47,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/01/20 00:00:00,2020/01/20 05:38:37,59,3,NA,NA,DWa1005uf,2020/01/16 04:15:00,2020/01/16 05:35:00,2020/01/16 06:30:00,2020/01/17 06:30:00,NA,NA,NA,NA,NA,7,100,3,0,7,10,3,0,1,6,1,3,0,NA,Red colony count: Undiluted 100ml - 01 and 10ml - 00; 1:10^1 - 00 sample vol tested 1ml,4,1,vWNdHeMtQ9ziuCJ2zngErs,7297,624b3ca8-d8e5-4cb6-a60b-0ac1e8b88a5f,2020/01/20 06:35:05,652,0,0,0,100,10,0.1,0,0,0,100,0,0,100,10,0,0.1,0.5,3
3,DWA2001,2020/02/25 03:18:21,2020/02/25 07:46:13,NA,NA,352155091473740,58,2,DWa2001,2020/02/25 03:18:00,22.5516403 88.3956865 -51.5 5.0,22.5516403,88.3956865,-51.5,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Biplab Jash,Buddhadeb Samaddar,1,vUmJbr8NFmqNo58UvPQcTV,8282,edd44f5a-8f1e-4949-a57f-9a16e300a96e,2020/02/25 07:46:39,156,2020/03/16 04:51:36,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/03/16 00:00:00,2020/03/16 04:53:47,58,2,NA,NA,DWa2001,2020/02/25 08:15:00,2020/02/25 08:30:00,2020/02/25 09:15:00,2020/02/26 09:15:00,NA,NA,NA,NA,NA,7,100,3,0,7,10,3,0,0,NA,NA,NA,NA,NA,"Red colony count: Undiluted 100ml - 0, Undiluted 10ml - 0",6,1,vWNdHeMtQ9ziuCJ2zngErs,8729,7facf865-85ce-455d-b5eb-17a95c2ebab2,2020/03/16 05:49:24,859,0,0,NA,100,10,NA,0,0,NA,100,0,0,100,10,NA,NA,0.5,2
3,DWA2001OLD,2019/05/06 05:46:50,2019/05/13 10:02:22,NA,NA,352155091473740,58,2,DWa2001,2019/05/06 05:53:00,22.5499108 88.396909 -50.599998474121094 5.0,22.5499108,88.396909,-50.599998474121,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 Ltr municipal drinking water supply,Somnath sarkar,1,vCBEYpWiADaf9jeVAqWewv,2776,7cf435bd-a83d-425c-92df-2c3dd9c254a7,2019/05/13 10:03:19,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,2
3,DWA2002,2020/03/19 03:32:34,2020/03/19 11:38:55,NA,NA,352155091473740,58,2,DWa2002,2020/03/19 03:33:00,22.5507332 88.3974974 -13.600000381469727 4.5,22.5507332,88.3974974,-13.6000003814697,4.5,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debabrata,Abhijit,1,vbPSTZSrVFcUL4XdGCBGwn,8977,7b76f98e-2073-43e3-b33a-eadf3fdf8df5,2020/03/19 11:40:30,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,2
3,DWA2002OLD,2019/05/07 04:02:28,2019/05/13 09:57:15,NA,NA,352155091473740,58,2,DWa2002old,2019/05/07 04:03:00,22.5500758 88.3965813 -31.899999618530273 5.0,22.5500758,88.3965813,-31.8999996185302,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buddhadeb Samaddar,1,vCBEYpWiADaf9jeVAqWewv,2775,07811873-59df-4b10-955f-b7b0bcab0105,2019/05/13 09:57:34,8,2019/05/13 22:33:38,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/05/13 00:00:00,2019/05/13 23:09:09,58,2,NA,NA,DW2002,2019/05/07 18:35:00,2019/05/07 19:00:00,2019/05/07 19:30:00,2019/05/08 19:40:00,NA,NA,NA,NA,NA,7,10,3,0,7,100,3,0,0,NA,NA,NA,NA,NA,3 RED COLONIES FOUND FOR 100 ML UNDILUTED DW SAMPLE,"1,4",0,vGuxuKRNcJh7oUGHdmQvJP,2799,da4348ad-f6f3-4b2f-be2f-5f7bf57a199f,2019/05/13 10:39:28,6,0,0,NA,10,100,NA,0,0,NA,100,0,0,100,10,NA,NA,0.5,2
3,DWA2003,2019/05/15 03:59:50,2019/05/15 09:19:23,NA,NA,352155091473740,58,2,DWa2003,2019/05/15 04:00:00,22.5504867 88.3968648 -49.5 5.0,22.5504867,88.3968648,-49.5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 Ltr municipal water,Somnath Sarkar,1,vCBEYpWiADaf9jeVAqWewv,2828,434fbd79-5b76-41e2-a1a1-a7558c0e9a1a,2019/05/15 09:19:29,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,2
3,DWB1001,2019/05/14 03:58:21,2019/05/14 10:03:45,NA,NA,352155091473740,58,1,DWb1001,2019/05/14 03:59:00,22.5538041 88.3973965 -7.400000095367432 4.5,22.5538041,88.3973965,-7.40000009536743,4.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somnath Sarkar,1,vCBEYpWiADaf9jeVAqWewv,2809,5c116c5d-4f7d-4398-86f5-f129af35bced,2019/05/14 10:04:04,17,2019/05/16 00:21:32,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/05/15 00:00:00,2019/05/16 00:26:13,58,1,NA,NA,DWb1001,2019/05/14 18:23:00,2019/05/14 19:30:00,2019/05/14 22:40:00,2019/05/15 22:00:00,NA,NA,NA,NA,NA,7,100,3,0,7,10,3,0,0,NA,NA,NA,NA,NA,"17 AND 5 NUMBER OF RED COLONIES WERE DETECTED FOR 100 ML AND 10 ML OF SAMPLE, RESPECTIVELY.",3,0,vGuxuKRNcJh7oUGHdmQvJP,2856,69dfd0df-19ac-4300-91b6-be0d2717a44a,2019/05/15 11:56:33,19,0,0,NA,100,10,NA,0,0,NA,100,0,0,100,10,NA,NA,0.5,1
3,DWB1002,2019/05/21 03:24:26,2019/05/21 09:09:17,NA,NA,352155091473740,58,1,DWb1002,2019/05/21 03:25:00,22.5536147 88.397833 -67.30000305175781 5.0,22.5536147,88.397833,-67.3000030517578,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biplab Jash,1,vCBEYpWiADaf9jeVAqWewv,2878,7e568bfc-f891-4b60-a71b-2d9c51d2c45c,2019/05/21 09:09:25,26,2019/05/24 23:54:16,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/05/24 00:00:00,2019/05/24 23:59:28,58,1,NA,NA,DWb1002,2019/05/21 18:26:00,2019/05/21 19:00:00,2019/05/21 20:00:00,2019/05/22 23:00:00,NA,NA,NA,NA,NA,7,100,3,1,7,10,3,0,0,NA,NA,NA,NA,NA,"13 AND 3 RED COLONIES FOUND, FOR 100 ML AND 10 ML, RESPECTIVELY",4,0,vGuxuKRNcJh7oUGHdmQvJP,2945,d30d3eae-b934-4931-90b8-4255e4f3d170,2019/05/24 11:29:50,30,1,0,NA,100,10,NA,1,0,NA,100,1,0,100,10,NA,NA,1,1
3,DWB1003,2019/05/28 04:08:40,2019/05/28 10:29:09,NA,NA,352155091473740,58,1,DWb1003,2019/05/28 04:09:00,22.5535172 88.3984525 -27.200000762939453 5.0,22.5535172,88.3984525,-27.2000007629394,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ashis saha,1,vCBEYpWiADaf9jeVAqWewv,2993,095c9f0c-211c-4965-9c1b-94455cedf272,2019/05/28 10:30:58,44,2019/06/05 00:13:12,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/04 00:00:00,2019/06/05 00:19:45,58,1,NA,NA,DWb1003,2019/05/28 17:20:00,2019/05/28 18:00:00,2019/05/28 19:15:00,2019/05/29 19:15:00,NA,NA,NA,NA,NA,7,100,3,2,7,10,3,0,0,NA,NA,NA,NA,NA,"19 AND 2, RESPECTIVELY FOR RED COLONIES","3,4",0,vGuxuKRNcJh7oUGHdmQvJP,3078,27763e64-2ed3-4f81-8f66-dc36a9a8393c,2019/06/04 11:50:07,52,2,0,NA,100,10,NA,2,0,NA,100,2,0,100,10,NA,NA,2,1
