lab_start_dt,subscriberid,simserial,deviceid,today,lab_end_dt,lab_ward,lab_neighborhood,lab_sample_type,lab_sample_type_fp,lab_sample_type_co,lab_id,lab_id_val,lab_received,lab_processing,lab_incubator_placed,lab_incubator_removed,lab_p_weight,lab_sf_weight,lab_da_weight,lab_pa_weight,lab_1_note,lab_1_dil_tested,lab_1_volume,lab_1_ecoli_reading_membrane,lab_1_ecoli_membrane,lab_2_dil_tested,lab_2_volume,lab_2_ecoli_reading_membrane,lab_2_ecoli_membrane,lab_3_dilution_performed,lab_3_dil_tested,lab_3_volume,lab_3_ecoli_reading_membrane,lab_3_ecoli_membrane,lab_closing,lab_notes,lab_enum,lab_photo,__version__,_id,_uuid,_submission_time,_index
2019/10/17 04:23:46,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/17 00:00:00,2019/10/17 04:25:59,33,1,98,NA,NA,NCEC39,NCEC39,2019/10/15 06:50:00,2019/10/15 07:30:00,2019/10/15 08:00:00,2019/10/16 08:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RED COLONY(100=0),4,1,vGuxuKRNcJh7oUGHdmQvJP,4525,07e39c40-05d8-49bf-bd9b-f13ec29c0e37,2019/10/17 05:23:23,281
2019/10/21 04:09:17,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/21 00:00:00,2019/10/21 04:16:30,59,1,11,NA,NA,PLC1037,PLc1037,2019/10/17 07:20:00,2019/10/17 08:10:00,2019/10/17 09:30:00,2019/10/18 09:30:00,NA,NA,NA,NA,NA,3,1,3,13,2,1,3,3,1,1,1,3,2,NA,"RED COLONY (10^4=10,10^5=1,10^6=0)",4,1,vGuxuKRNcJh7oUGHdmQvJP,4554,b8631832-2ee2-41ae-b121-575b862859c0,2019/10/21 05:16:33,282
2019/10/21 04:16:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/21 00:00:00,2019/10/21 04:20:58,59,1,99,NA,NA,FB1073,FB1073,2019/10/17 07:20:00,2019/10/17 07:45:00,2019/10/17 07:55:00,2019/10/18 07:55:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH PLc1037, SUMIT Kr. PRASAD,13/2 MAHENDRA ROY LANE, RED COLONY(100ml=0)",4,1,vGuxuKRNcJh7oUGHdmQvJP,4555,679bff97-dd84-4bc0-b1ba-51e817cdaaaa,2019/10/21 05:18:19,283
2019/10/21 04:20:58,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/21 00:00:00,2019/10/21 04:25:28,59,1,11,NA,NA,PLC1038,PLc1038,2019/10/17 07:20:00,2019/10/17 08:12:00,2019/10/17 09:30:00,2019/10/18 09:30:00,NA,NA,NA,NA,NA,3,1,3,68,2,1,3,0,1,1,1,3,0,NA,"RED COLONY(10^4=108,10^5=8,10^6=1)",6,1,vGuxuKRNcJh7oUGHdmQvJP,4556,2e3dc7f2-3e26-4e33-9e98-7289746b9916,2019/10/21 05:22:49,284
2019/10/21 04:25:28,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/21 00:00:00,2019/10/21 04:36:01,59,1,99,NA,NA,FB1074,FB1074,2019/10/17 07:20:00,2019/10/17 07:45:00,2019/10/17 07:57:00,2019/10/18 07:57:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPE WITH PLc1038,SHRUTI HAZRA,13/2 MAHENDRA ROY LANE, RED COLONY(100ml=0)",4,1,vGuxuKRNcJh7oUGHdmQvJP,4557,e24d8d48-54f8-426e-a892-db536e39906b,2019/10/21 05:33:22,285
2019/10/21 04:36:01,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/21 00:00:00,2019/10/21 04:38:51,59,1,99,NA,NA,FB1075,FB1075,2019/10/17 07:20:00,2019/10/17 07:47:00,2019/10/17 08:00:00,2019/10/18 08:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH MO1103, TOPSIA OLD DPS, RED COLONY(100ml=0)",6,1,vGuxuKRNcJh7oUGHdmQvJP,4558,4ffce681-772d-4654-97d1-3311ccdb6d55,2019/10/21 05:36:12,286
2019/10/21 04:38:52,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/21 00:00:00,2019/10/21 04:41:52,66,1,99,NA,NA,FB1076,FB1075,2019/10/17 07:20:00,2019/10/17 07:47:00,2019/10/17 08:00:00,2019/10/18 08:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH MO1102, AMBEDKAR BRIDGE,DPS, RED COLONY(100ml=0)",6,1,vGuxuKRNcJh7oUGHdmQvJP,4559,033c42d9-3d57-4879-9f49-5142780b11f7,2019/10/21 05:39:13,287
2019/10/21 04:41:52,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/21 00:00:00,2019/10/21 04:43:21,33,1,98,NA,NA,NCEC40,NCEC40,2019/10/17 07:35:00,2019/10/17 07:35:00,2019/10/17 07:40:00,2019/10/18 07:40:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RED COLONY(100ml=0),4,1,vGuxuKRNcJh7oUGHdmQvJP,4560,0c7497c5-042d-4c77-b60e-c2ee99699929,2019/10/21 05:40:41,288
2019/10/23 04:28:40,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/23 00:00:00,2019/10/23 04:35:05,59,1,11,NA,NA,PLC1039,PLc1039,2019/10/21 08:10:00,2019/10/21 08:30:00,2019/10/21 11:30:00,2019/10/22 11:30:00,NA,NA,NA,NA,NA,3,1,3,13,2,1,3,8,1,1,1,3,0,NA,"RED COLONY(10^4=44,10^5=7,10^6=1)",6,1,vGuxuKRNcJh7oUGHdmQvJP,4614,2519a4f9-8256-4c4c-a680-e6373f1a13ac,2019/10/23 05:32:24,289
2019/10/23 04:39:20,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/23 00:00:00,2019/10/23 04:45:49,59,1,99,NA,NA,FB1077,FB1077,2019/10/21 08:10:00,2019/10/21 08:30:00,2019/10/21 11:30:00,2019/10/22 11:30:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH PLc1039, SAGARTA,14A MAHENDRA RAY LANE,RED COLONY(100ml=0) DASGUP",1,1,vGuxuKRNcJh7oUGHdmQvJP,4615,4440d437-0ec5-450d-8511-c7f7d4368cec,2019/10/23 05:46:41,290
2019/10/23 04:54:16,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/23 00:00:00,2019/10/23 05:14:38,59,1,11,NA,NA,PLC1040,PLc1040,2019/10/21 08:10:00,2019/10/21 08:30:00,2019/10/21 11:30:00,2019/10/22 11:30:00,NA,NA,NA,NA,NA,3,1,3,80,2,1,3,14,1,1,1,3,3,NA,"RED COLONY(10^4=40,10^5=2,10^6=0)",6,1,vGuxuKRNcJh7oUGHdmQvJP,4616,d2325eb6-3f7e-4429-8afe-804e6d80ecc7,2019/10/23 06:11:58,291
2019/10/23 05:14:38,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/23 00:00:00,2019/10/23 05:20:53,59,1,99,NA,NA,FB1078,FB1078,2019/10/21 08:10:00,2019/10/21 08:30:00,2019/10/21 11:30:00,2019/10/22 11:30:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH PLc1040, ADITYA DAS, 14A/MAHENDRA ROY LANE, RED COLONY(100ml=0)",1,1,vGuxuKRNcJh7oUGHdmQvJP,4617,55de62a4-d293-43be-af68-73cceee973a4,2019/10/23 06:18:13,292
2019/10/23 05:20:54,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/23 00:00:00,2019/10/23 05:25:08,59,1,11,NA,NA,PLC1041,PLc1041,2019/10/21 08:10:00,2019/10/21 08:30:00,2019/10/21 11:30:00,2019/10/22 11:30:00,NA,NA,NA,NA,NA,3,1,3,53,2,1,3,10,1,1,1,3,2,NA,"RED COLONY(10^4=19,10^5=3,10^6=1)",6,1,vGuxuKRNcJh7oUGHdmQvJP,4618,26cff387-e95b-42ec-b09d-286eef5add1c,2019/10/23 06:22:27,293
2019/10/23 05:25:08,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/23 00:00:00,2019/10/23 05:30:30,59,1,99,NA,NA,FB1079,FB1079,2019/10/21 08:10:00,2019/10/21 08:30:00,2019/10/21 11:30:00,2019/10/22 11:30:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH PLc1041, SARMISTHA DHALI, 10D MAHENDRA ROY LANE, RED COLONY(100ml=0)",1,1,vGuxuKRNcJh7oUGHdmQvJP,4619,ce200f16-a218-4cc5-83e1-e619e96b2ef3,2019/10/23 06:27:50,294
2019/10/23 05:30:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/23 00:00:00,2019/10/23 05:37:56,59,1,11,NA,NA,PLC1042,PLc1042,2019/10/21 07:50:00,2019/10/21 08:30:00,2019/10/21 11:30:00,2019/10/22 11:30:00,NA,NA,NA,NA,NA,3,1,3,4,2,1,3,0,1,1,1,3,0,NA,"RED COLONY(10^4=21,10^5=0,10^6=0)",6,1,vGuxuKRNcJh7oUGHdmQvJP,4620,0c2a5541-319b-43a8-986e-f1b91aef991b,2019/10/23 06:35:14,295
2019/10/23 05:37:56,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/23 00:00:00,2019/10/23 05:40:29,59,1,99,NA,NA,FB1080,FB1080,2019/10/21 08:10:00,2019/10/21 08:30:00,2019/10/21 11:30:00,2019/10/22 11:30:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH PLc1042, ARADHYA DAS,11B RAICHARAM PAL LANE, RED COLONY(100ml=0)",1,1,vGuxuKRNcJh7oUGHdmQvJP,4621,34300dcf-0708-4769-8f70-976f89971cb6,2019/10/23 06:37:48,296
2019/10/23 05:40:29,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/23 00:00:00,2019/10/23 05:45:28,59,1,11,NA,NA,PLC1043,PLc1043,2019/10/21 08:10:00,2019/10/21 08:30:00,2019/10/21 11:30:00,2019/10/22 11:30:00,NA,NA,NA,NA,NA,3,1,3,140,2,1,3,2,1,1,1,3,1,NA,"RED COLONY(10^4=50,10^5=16,10^6=1)",6,1,vGuxuKRNcJh7oUGHdmQvJP,4622,2e633621-a217-46db-9d31-654a8c365a69,2019/10/23 06:42:48,297
2019/10/23 05:45:28,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/23 00:00:00,2019/10/23 05:47:51,59,1,99,NA,NA,FB1081,FB1080,2019/10/21 08:10:00,2019/10/21 08:30:00,2019/10/21 11:30:00,2019/10/22 11:30:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH PLc1043, REHAN SK,45, TILJALA ROOD, RED COLONY(100ml=0)",1,1,vGuxuKRNcJh7oUGHdmQvJP,4623,83bb5b65-d52b-478a-aaf6-508f0e8a256a,2019/10/23 06:45:10,298
2019/10/23 05:47:51,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/23 00:00:00,2019/10/23 05:52:14,33,1,98,NA,NA,NCEC41,NCEC41,2019/10/21 08:30:00,2019/10/21 08:30:00,2019/10/21 11:30:00,2019/10/22 11:30:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RED COLONY(100ml=0),1,1,vGuxuKRNcJh7oUGHdmQvJP,4624,1f401fb4-8df8-4cee-9921-201c10b02f51,2019/10/23 06:49:35,299
2019/10/24 03:46:53,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/24 00:00:00,2019/10/24 03:50:48,57,1,99,NA,NA,FB1082,FB1082,2019/10/22 06:17:00,2019/10/22 07:30:00,2019/10/22 08:30:00,2019/10/23 08:30:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH MO1104, KMC, PAGLADANGA ROOD, RED COLONY(100ml=0)",4,1,vWNdHeMtQ9ziuCJ2zngErs,4643,f1cf6c70-63a7-4a74-ad7d-2e7c3c586d94,2019/10/24 04:48:09,300
2019/10/24 03:50:48,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/24 00:00:00,2019/10/24 03:53:20,55,1,99,NA,NA,FB1083,FB1083,2019/10/22 06:17:00,2019/10/22 07:30:00,2019/10/22 08:30:00,2019/10/23 08:30:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH MO1105, PALMAR BAZAR, DPS, RED COLONY(100ml=0)",6,1,vWNdHeMtQ9ziuCJ2zngErs,4644,f2756df8-01ef-40be-a042-f0b9ac0d3b12,2019/10/24 04:50:37,301
2019/10/24 03:53:20,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/24 00:00:00,2019/10/24 03:54:42,33,1,98,NA,NA,NCEC42,NCEC42,2019/10/22 07:30:00,2019/10/22 07:30:00,2019/10/22 08:30:00,2019/10/23 08:30:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RED COLONY(100ml=0),4,1,vWNdHeMtQ9ziuCJ2zngErs,4645,1e279fa2-4019-4506-9e89-e6f1eb951f90,2019/10/24 04:52:02,302
2019/10/25 05:07:11,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/25 00:00:00,2019/10/25 05:16:26,58,1,14,141,NA,FPA1003,FPa1003,2019/10/23 05:05:00,2019/10/23 05:30:00,2019/10/23 07:30:00,2019/10/24 07:30:00,NA,NA,NA,NA,NA,6,1,3,0,5,1,3,0,1,4,1,3,0,NA,"RED COLONY(10^1=125,10^2=13,10^3=1)",4,1,vWNdHeMtQ9ziuCJ2zngErs,4682,0323abc0-2503-4b1e-b8f8-d00185e4990b,2019/10/25 06:13:44,303
2019/10/25 05:16:26,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/25 00:00:00,2019/10/25 05:20:34,58,1,14,142,NA,FPB1003,FPb1003,2019/10/23 05:05:00,2019/10/23 05:30:00,2019/10/23 07:30:00,2019/10/24 07:30:00,NA,NA,NA,NA,NA,7,100,2,NA,7,10,3,1,1,6,1,3,0,NA,"RED COLONY(100ml=TDTC,10ml=23,10^1=6)",6,1,vWNdHeMtQ9ziuCJ2zngErs,4683,4ee4d5ef-1105-438c-9823-5ced4f722e3e,2019/10/25 06:17:52,304
2019/10/25 05:20:34,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/25 00:00:00,2019/10/25 05:23:48,58,1,14,143,NA,FPC1003,FPc1003,2019/10/23 05:05:00,2019/10/23 05:30:00,2019/10/23 07:30:00,2019/10/24 07:30:00,NA,NA,NA,NA,NA,6,1,2,NA,5,1,3,22,1,4,1,3,1,NA,"RED COLONY(10^1=TDTC,10^2=184,10^3=44)",4,1,vWNdHeMtQ9ziuCJ2zngErs,4684,9a984bf8-02b9-4abd-b2fe-6b0e6ba59844,2019/10/25 06:21:06,305
2019/10/25 05:23:49,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/25 00:00:00,2019/10/25 05:26:54,58,1,14,144,NA,FPD1003,FPd1003,2019/10/23 05:05:00,2019/10/23 05:30:00,2019/10/23 07:30:00,2019/10/24 07:30:00,NA,NA,NA,NA,NA,7,100,3,4,7,10,3,0,1,6,1,3,0,NA,"RED COLONY(100ml=86,10ml=21,10^1=1)",6,1,vWNdHeMtQ9ziuCJ2zngErs,4685,6062379a-9297-4333-b85c-b4c9f718831f,2019/10/25 06:24:12,306
2019/10/25 05:26:54,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/25 00:00:00,2019/10/25 05:30:42,58,1,14,145,NA,FPE1003,FPe1003,2019/10/23 05:05:00,2019/10/23 05:30:00,2019/10/23 07:30:00,2019/10/24 07:30:00,NA,NA,NA,NA,NA,7,100,3,0,7,10,3,0,1,6,1,3,0,NA,"RED COLONY(100ml=87,10ml=10,10^1=2)",6,1,vWNdHeMtQ9ziuCJ2zngErs,4686,f7dea190-9940-49e9-823e-b1a556167010,2019/10/25 06:28:02,307
2019/10/25 05:30:42,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/25 00:00:00,2019/10/25 05:34:41,58,1,99,NA,NA,FB1084,FB1084,2019/10/23 05:05:00,2019/10/23 05:30:00,2019/10/23 07:30:00,2019/10/24 07:30:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH FPa1003,FPb1003,FPc1003,FPd1003,FPe1003, RED COLONY(100ml=0)",4,1,vWNdHeMtQ9ziuCJ2zngErs,4687,9c459ec2-df1c-4cd7-b9ae-d4598d40f889,2019/10/25 06:31:58,308
2019/10/25 05:34:41,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/25 00:00:00,2019/10/25 05:36:41,33,1,98,NA,NA,NCEC43,NCEC43,2019/10/23 05:05:00,2019/10/23 05:30:00,2019/10/23 07:30:00,2019/10/24 07:30:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RED COLONY(100ml=0),4,1,vWNdHeMtQ9ziuCJ2zngErs,4688,179abf25-04b4-4efb-a4ef-10d57195bdfb,2019/10/25 06:33:59,309
2019/10/30 05:56:10,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/30 00:00:00,2019/10/30 06:00:00,66,1,99,NA,NA,FB1085,FB1085,2019/10/24 06:15:00,2019/10/24 08:30:00,2019/10/24 10:00:00,2019/10/25 10:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH MO1106, RED COLONY(100ml=0)",4,1,vWNdHeMtQ9ziuCJ2zngErs,4709,1cf75f80-4757-4eb2-88ff-a1c471332e11,2019/10/30 06:57:13,310
2019/10/30 06:00:00,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/30 00:00:00,2019/10/30 06:01:35,59,1,99,NA,NA,FB1086,FB1086,2019/10/24 06:15:00,2019/10/24 08:30:00,2019/10/24 10:00:00,2019/10/25 10:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH MO1107, RED COLONY(100ml=0)",4,1,vWNdHeMtQ9ziuCJ2zngErs,4710,3d32383b-7601-4312-8ca4-9dae3f7e7861,2019/10/30 06:58:49,311
2019/10/30 06:01:35,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/30 00:00:00,2019/10/30 06:04:52,59,1,11,NA,NA,PLC1044,PLc1044,2019/10/24 06:15:00,2019/10/24 08:30:00,2019/10/24 10:00:00,2019/10/25 10:00:00,NA,NA,NA,NA,NA,3,1,3,12,2,1,3,1,1,1,1,3,0,NA,"SAMPLE WITH FB1087, RED COLONY (10^4=23,10^5=2,10^6=0)",4,1,vWNdHeMtQ9ziuCJ2zngErs,4711,9fcbc444-ceec-4b2d-8b58-82045ddbee4f,2019/10/30 07:02:05,312
2019/10/30 06:04:52,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/30 00:00:00,2019/10/30 06:15:24,59,1,99,NA,NA,FB1087,FB1087,2019/10/24 06:15:00,2019/10/24 08:30:00,2019/10/24 10:00:00,2019/10/25 10:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH PLc1044,RED COLONY(100ml=0)",4,1,vWNdHeMtQ9ziuCJ2zngErs,4712,d56a2b31-5c5c-4bf6-a5e4-49f0d46c09d4,2019/10/30 07:12:36,313
2019/10/30 06:15:24,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/30 00:00:00,2019/10/30 06:20:55,59,1,11,NA,NA,PLC1045,PLc1045,2019/10/24 06:15:00,2019/10/24 08:30:00,2019/10/24 10:00:00,2019/10/25 10:00:00,NA,NA,NA,NA,NA,3,1,3,5,2,1,3,0,1,1,1,3,0,NA,"SAMPLE WITH FB1088, RED COLONY(10^4=5,10^5=0,10^6=0)",4,1,vWNdHeMtQ9ziuCJ2zngErs,4713,bafa4b6a-dfd8-40a3-a54e-ac1c5542b135,2019/10/30 07:18:08,314
2019/10/30 06:20:55,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/30 00:00:00,2019/10/30 06:23:09,59,1,99,NA,NA,FB1088,FB1088,2019/10/24 06:15:00,2019/10/24 08:30:00,2019/10/24 10:00:00,2019/10/25 10:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH PLc1045, RED COLONY(100ml=0)",4,1,vWNdHeMtQ9ziuCJ2zngErs,4714,0aada07d-4938-4e6c-9618-c30e95e5cd61,2019/10/30 07:20:21,315
2019/10/30 06:23:09,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/30 00:00:00,2019/10/30 06:25:52,59,1,11,NA,NA,PLC1046,PLc1046,2019/10/24 06:15:00,2019/10/24 08:30:00,2019/10/24 10:00:00,2019/10/25 10:00:00,NA,NA,NA,NA,NA,3,1,3,3,2,1,3,0,1,1,1,3,0,NA,"SAMPLE WITH FB1089, RED COLONY(10^4=7,10^5=0,10^6=0)",4,1,vWNdHeMtQ9ziuCJ2zngErs,4715,c7a95c1c-fa8e-412b-8a25-c08773bade12,2019/10/30 07:23:04,316
2019/10/30 06:25:52,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/30 00:00:00,2019/10/30 06:30:16,59,1,99,NA,NA,FB1089,FB1089,2019/10/24 06:15:00,2019/10/24 08:30:00,2019/10/24 10:00:00,2019/10/25 10:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH PLc1046, RED COLONY( 100ml=0)",4,1,vWNdHeMtQ9ziuCJ2zngErs,4716,7de6bf40-d237-4731-a282-dbf06c028a84,2019/10/30 07:27:28,317
2019/10/30 06:30:16,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/30 00:00:00,2019/10/30 06:35:21,59,1,11,NA,NA,PLC1047,PLc1047,2019/10/24 06:15:00,2019/10/24 08:30:00,2019/10/24 10:00:00,2019/10/25 10:00:00,NA,NA,NA,NA,NA,3,1,3,44,2,1,3,0,1,1,1,3,0,NA,"SAMPLEWITH FB1090, RED COLONY(10^4=TNTC,10^5=86,10^6=6)",4,1,vWNdHeMtQ9ziuCJ2zngErs,4717,9cccc849-a92a-4dbf-9365-9e530c54b304,2019/10/30 07:32:34,318
2019/10/30 06:35:22,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/30 00:00:00,2019/10/30 06:37:59,59,1,99,NA,NA,FB1090,FB1090,2019/10/24 06:15:00,2019/10/24 08:30:00,2019/10/24 10:00:00,2019/10/25 10:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH PLc1047, RED COLONY(100ml=0)",4,1,vWNdHeMtQ9ziuCJ2zngErs,4718,0631cb7c-c849-49e9-b104-4e3bad30ad6e,2019/10/30 07:35:11,319
2019/10/30 06:37:59,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/30 00:00:00,2019/10/30 06:48:08,59,1,11,NA,NA,PLC1048,PLc1048,2019/10/24 06:15:00,2019/10/24 08:30:00,2019/10/24 10:00:00,2019/10/25 10:00:00,NA,NA,NA,NA,NA,3,1,3,140,2,1,3,25,1,1,1,3,0,NA,"SAMPLE WITH FB1091, RED COLONY(10^4=110,10^5=12,10^6=0)",4,1,vWNdHeMtQ9ziuCJ2zngErs,4719,8eee95ab-438b-4641-b65c-2034edf0251b,2019/10/30 07:45:20,320
2019/10/30 06:48:09,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/30 00:00:00,2019/10/30 06:57:11,59,1,99,NA,NA,FB1091,FB1091,2019/10/24 06:15:00,2019/10/24 08:30:00,2019/10/24 10:00:00,2019/10/25 10:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMPLE WITH PLc1049,RED COLONY(100ml=0)",4,1,vWNdHeMtQ9ziuCJ2zngErs,4720,e01389a2-0372-4bd2-ad1e-2dc945203b19,2019/10/30 07:54:23,321
2019/10/30 06:57:11,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/30 00:00:00,2019/10/30 06:59:52,33,1,98,NA,NA,NCEC44,NCEC44,2019/10/24 06:15:00,2019/10/24 08:30:00,2019/10/24 10:00:00,2019/10/25 10:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RED COLONY(100ml=0),4,1,vWNdHeMtQ9ziuCJ2zngErs,4721,83bdbe46-212e-4758-a444-9f1300beef41,2019/10/30 07:57:05,322
2019/10/30 06:59:52,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/10/30 00:00:00,2019/10/30 07:07:42,59,1,11,NA,NA,PLC1049,PLc1049,2019/10/28 06:40:00,2019/10/28 07:50:00,2019/10/28 09:30:00,2019/10/29 09:30:00,NA,NA,NA,NA,NA,3,1,3,28,2,1,3,3,1,1,1,3,0,NA,"SAMPLE WITH FB1092,RED COLONY(10^4=7,10^5=0,10^6=0)",6,1,vWNdHeMtQ9ziuCJ2zngErs,4722,3f864db4-f81f-4445-8cc8-6fcc55f37d1a,2019/10/30 08:04:55,323
