deviceid,h_start_dt,h_end_dt,h_today,h_id,h_start,h_coordinates,_h_coordinates_latitude,_h_coordinates_longitude,_h_coordinates_altitude,_h_coordinates_precision,h_neighborhood,h_home_type,h_rainweek,h_population,h_c,h_c5,h_s,h_s_a,h_s_a_other,h_s_c,h_s_c_other,h_d,h_d_a,h_d_a_other,h_d_c,h_d_c_other,h_f,h_f_a,h_f_a_other,h_f_c,h_f_c_other,h_dw,h_dw_a,h_dw_a_other,h_dw_c,h_dw_c_other,h_dw_e_wt_note,h_dw_e_wt,h_dw_e_wt_other,h_bw,h_bw_a,h_bw_a_other,h_bw_c,h_bw_c_other,h_p,h_p_a,h_p_a_other,h_p_c,h_p_c_other,h_p_e,h_p_e_other,h_sf,h_sf_a,h_sf_a_other,h_sf_c,h_sf_c_other,h_da,h_da_a,h_da_a_other,h_da_c,h_da_c_other,h_l,h_l_a,h_l_a_other,h_l_c,h_l_c_other,h_pl,h_pl_a_th,h_pl_a_th_other,h_pl_a_tu,h_pl_a_tu_other,h_pl_a_tw,h_pl_a_tw_other,h_pl_a_tf,h_pl_a_tf_other,h_pl_a_od,h_pl_a_od/1,h_pl_a_od/3,h_pl_a_od/2,h_pl_a_od/5,h_pl_a_od/4,h_pl_a_od/7,h_pl_a_od/6,h_pl_a_od_other,h_end,hh_end,hh_time_end,h_notes,h_enum,__version__,_id,_uuid,_submission_time,_index
352155092265277,,,,1035,2019-05-24T12:43:00.000+05:30,22.552527 88.3986513 -48.29999923706055 5.0,22.552527,88.3986513,-48.29999923706055,5.0,1,1,1,4,1,1,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,1,,1,,,1,,1,,1,,,4,,2,,,1,,2,,,1,,1,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-05-24 12:43:39,"Latrine is shared by 9 household.
The younger child deficates outside.","10,12,13",vaEKcNoT2z7XGotPoZPWz4,2967,68052dd0-d3b3-45bb-a17a-c4992c333a18,2019-05-27T10:07:46,41
352155092215793,,,,1045,2019-05-24T12:18:00.000+05:30,22.5520059 88.3997084 -59.0 5.0,22.5520059,88.3997084,-59.0,5.0,1,1,1,4,1,0,,4,,4,,,4,,4,,,4,,4,,,1,,1,,,2,,,1,,1,,,3,,3,,1,,,4,,4,,,4,,3,,,1,,1,,,2,,,,,,,,1 2,1,0,1,0,0,0,0,,,1,2019-05-24 12:18:34,Sources of Drinking water and water for doing  household chores are different.,"09,11,16",vaEKcNoT2z7XGotPoZPWz4,2968,a360696d-ac46-4a8e-b7ea-5c2698e1e33e,2019-05-27T10:08:58,42
352155092215793,,,,1046,2019-05-27T11:59:00.000+05:30,22.5520654 88.399703 -51.5 5.0,22.5520654,88.399703,-51.5,5.0,1,1,1,4,1,1,,4,,4,,,4,,3,,,3,,3,,,1,,1,,,1,,,1,,2,,,4,,2,,1,,,3,,3,,,3,,2,,,2,,2,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-05-27 11:42:54,"Latrine is shared by 3 households.
Child defecates in front of the house.","13,15,16",vaEKcNoT2z7XGotPoZPWz4,2969,a075b554-bfbc-4f20-8fb3-f976ca9eacef,2019-05-27T10:08:59,43
352155092215793,,,,1047,2019-05-27T12:39:00.000+05:30,22.5535923 88.3986239 -58.400001525878906 5.0,22.5535923,88.3986239,-58.400001525878906,5.0,1,1,1,5,1,0,,2,,1,,,3,,3,,,1,,3,,,1,,1,,,2,,,1,,1,,,3,,3,,1,,,3,,2,,,3,,2,,,1,,1,,,2,,,,,,,,1 2,1,0,1,0,0,0,0,,,1,2019-05-27 12:37:00,"Latrine is shared by 10 households.
Family members go to the canal for defecation.","13,15,16",vaEKcNoT2z7XGotPoZPWz4,2970,28fcf18b-5435-44af-b796-266a14b8eb29,2019-05-27T10:09:02,44
352155092215793,,,,1048,2019-05-27T13:14:00.000+05:30,22.5535775 88.3987201 -56.900001525878906 4.5,22.5535775,88.3987201,-56.900001525878906,4.5,1,2,1,7,1,1,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,1,,1,,,2,,3,,1,,,3,,3,,,4,,2,,,1,,1,,,2,,,,,,,,1 2,1,0,1,0,0,0,0,,,1,2019-05-27 13:14:13,Latrine is shared by 12 households.,"13,15,16",vaEKcNoT2z7XGotPoZPWz4,2971,a803a52d-e3d1-4763-8c8e-5b5590cdb6f6,2019-05-27T10:09:04,45
352155092292842,2019-05-31T13:47:14.000+06:30,2019-05-31T13:47:45.000+06:30,2019-05-31,1058,2019-05-27T12:14:00.000+05:30,22.5531786 88.3984419 -35.20000076293945 5.0,22.5531786,88.3984419,-35.20000076293945,5.0,1,1,1,4,1,0,,4,,4,,,4,,4,,,1,,1,,,1,,1,,,2,,,1,,1,,,2,,3,,1,,,5,,4,,,4,,3,,,1,,1,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-05-27 12:14:19,Source of water for doing  household chores is just beside latrine.,"12,07",vumEmASFwV57vrNwbvho6q,2972,11417230-7f40-4cc8-9965-1b4f66c7fd07,2019-05-27T10:10:36,46
352155092292842,,,,1055,2019-05-27T12:45:00.000+05:30,22.5530577 88.3990318 -80.4000015258789 7.0,22.5530577,88.3990318,-80.4000015258789,7.0,1,1,1,7,1,1,,5,,5,,,1,,1,,,1,,4,,,1,,1,,,1,,,1,,2,,,3,,3,,1,,,4,,4,,,2,,2,,,1,,1,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-05-27 12:45:18,"Drinking water is filtered by clothes.
Latrine is shared by 10-12 households.","12,07",vaEKcNoT2z7XGotPoZPWz4,2973,c7a8efb5-3d24-49cc-9f3d-f0e3f69f5c87,2019-05-27T10:10:39,47
352155092292842,2019-06-13T14:58:21.000+06:30,2019-06-13T15:00:33.000+06:30,2019-06-13,1056,2019-05-27T13:09:00.000+05:30,22.5529553 88.3988605 -72.80000305175781 5.0,22.5529553,88.3988605,-72.80000305175781,5.0,1,1,1,4,1,0,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,2,,2,,,4,,4,,4,They have not eaten raw produce in the last week,,3,,3,,,2,,2,,,1,,1,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-05-27 13:08:53,More than 20 households use  the  latrine. Open drain is near  by the  household. Cooks food at the  doorstep of the household.,"12,07",vumEmASFwV57vrNwbvho6q,2974,e515e06f-bfa4-435b-a8ef-ac1f4888a594,2019-05-27T10:10:41,48
352155092292842,2019-05-31T13:48:12.000+06:30,2019-06-13T14:57:49.000+06:30,2019-05-31,1057,2019-05-27T13:33:00.000+05:30,22.5535611 88.3988558 -37.29999923706055 5.0,22.5535611,88.3988558,-37.29999923706055,5.0,1,1,1,4,1,0,,4,,4,,,4,,4,,,1,,1,,,1,,1,,,2,,,2,,2,,,4,,4,,4,They have not eaten raw produce in last week,,3,,3,,,4,,4,,,2,,2,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-05-27 13:33:36,"Latrine is shared by 10-15 households.
Food is prepared at open space.","12,07",vumEmASFwV57vrNwbvho6q,2975,01309509-c73c-47c5-aa8d-de8f08e19bf2,2019-05-27T10:10:43,49
352155090263209,,,,1052,2019-05-27T12:13:00.000+05:30,22.5528185 88.3986864 -58.70000076293945 5.0,22.5528185,88.3986864,-58.70000076293945,5.0,1,1,1,3,1,0,,4,,4,,,1,,1,,,4,,4,,,1,,1,,,2,,,1,,2,,,3,,3,,1,,,3,,3,,,3,,3,,,1,,1,,,2,,,,,,,,1 4,1,0,0,0,1,0,0,,,1,2019-05-27 12:13:37,The household has boring well and they use this water for household chores,"08, 10, 17",vaEKcNoT2z7XGotPoZPWz4,2976,fcb8688e-247a-46b7-b1fa-e24e512d6d5d,2019-05-27T10:12:28,50
352155090263209,,,,1054,2019-05-27T12:38:00.000+05:30,22.5524521 88.3990368 -63.0 5.0,22.5524521,88.3990368,-63.0,5.0,1,2,1,6,1,1,,4,,4,,,1,,1,,,4,,3,,,1,,1,,,2,,,1,,1,,,3,,3,,1,,,1,,1,,,3,,3,,,1,,1,,,2,,,,,,,,1 4,1,0,0,0,1,0,0,,,1,2019-05-27 12:37:19,The toilet is used by 17 household and the child under 5 stays with his maternal grandmother,"08, 10, 17",vaEKcNoT2z7XGotPoZPWz4,2977,3c9cbf48-4f7f-44b9-af2f-4e663e249476,2019-05-27T10:12:30,51
352155090263209,2019-05-31T14:37:08.000+06:30,2019-05-31T14:40:00.000+06:30,2019-05-31,1053,2019-05-27T13:02:00.000+05:30,22.5525959 88.3986223 -63.79999923706055 4.5,22.5525959,88.3986223,-63.79999923706055,4.5,1,1,1,4,1,1,,4,,4,,,2,,2,,,4,,4,,,1,,1,,,2,,,2,,1,,,1,,1,,1,,,3,,3,,,3,,3,,,1,,4,,,2,,,,,,,,1 4,1,0,0,0,1,0,0,,,1,2019-05-27 13:01:42,The children excrete outside the house or on open,"08,10,17",vumEmASFwV57vrNwbvho6q,2978,361b1ae7-b862-4564-8781-9fa0310b0b78,2019-05-27T10:12:32,52
352155090263209,2019-06-13T11:04:40.000+06:30,2019-06-13T11:05:33.000+06:30,2019-06-13,1043,2019-05-27T13:22:00.000+05:30,22.5524544 88.3994731 -58.20000076293945 5.0,22.5524544,88.3994731,-58.20000076293945,5.0,1,1,1,4,1,0,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,1,,1,,,3,,3,,1,,,3,,3,,,1,,1,,,4,,4,,,1,,1,,1,,2,,1 2,1,0,1,0,0,0,0,,,1,2019-05-27 13:21:34,They buy packaged drinking water and they have boring well which they use for household chores,"08,10,17",vumEmASFwV57vrNwbvho6q,2979,a8350a8f-e21b-4f4a-b495-8c8299b44fd3,2019-05-27T10:12:34,53
352155092270731,2019-06-13T10:52:05.000+06:30,2019-06-13T10:55:39.000+06:30,2019-06-13,1049,2019-05-27T12:12:00.000+05:30,22.5532001 88.3988264 -64.5999984741211 5.0,22.5532001,88.3988264,-64.5999984741211,5.0,1,1,1,9,1,0,,4,,4,,,1,,1,,,4,,4,,,1,,1,,,2,,,2,,2,,,3,,3,,1,,,3,,3,,,4,,4,,,4,,4,,,1,,1,,1,,2,,1 2,1,0,1,0,0,0,0,,,1,2019-05-27 12:12:18,,"09,11,14.",vumEmASFwV57vrNwbvho6q,2980,66eda46b-25cb-4f9b-ad6f-4030a312b211,2019-05-27T10:14:03,54
352155092270731,2019-05-31T14:44:42.000+06:30,2019-05-31T14:45:42.000+06:30,2019-05-31,1050,2019-05-27T12:34:00.000+05:30,22.5532255 88.3989951 -65.19999694824219 5.0,22.5532255,88.3989951,-65.19999694824219,5.0,1,1,1,4,1,0,,4,,4,,,1,,1,,,4,,4,,,1,,1,,,2,,,2,,1,,,3,,3,,1,,,3,,2,,,3,,3,,,1,,1,,,2,,,,,,,,1 2,1,0,1,0,0,0,0,,,1,2019-05-27 12:34:47,,"09,11,14.",vumEmASFwV57vrNwbvho6q,2981,c3cbd35b-aa58-4677-8eb9-bff1194641f5,2019-05-27T10:14:05,55
352155092270731,2019-06-13T10:50:05.000+06:30,2019-06-13T10:50:47.000+06:30,2019-06-13,1051,2019-05-27T12:55:00.000+05:30,22.5532109 88.3989881 -58.099998474121094 5.0,22.5532109,88.3989881,-58.099998474121094,5.0,1,1,1,7,1,0,,4,,4,,,1,,1,,,6,Water don't stagnant there for more than 1 hour.,6,Same as adult.,,1,,1,,,2,,,1,,1,,,3,,3,,1,,,4,,3,,,3,,3,,,1,,1,,,2,,,,,,,,1 2 4,1,0,1,0,1,0,0,,,1,2019-05-27 12:51:07,,"09,11,14",vumEmASFwV57vrNwbvho6q,2982,969b5447-f519-4baf-893d-45278bfbe778,2019-05-27T10:14:07,56
352155090263209,2019-05-31T13:30:47.000+06:30,2019-05-31T15:19:48.000+06:30,2019-05-31,1062,2019-05-29T12:02:00.000+05:30,22.5522937 88.3988808 -43.0 5.0,22.5522937,88.3988808,-43.0,5.0,1,1,1,5,1,1,,4,,4,,,1,,1,,,4,,4,,,1,,1,,,2,,,1,,1,,,2,,2,,1,,,4,,3,,,4,,2,,,1,,1,,,2,,,,,,,,2 4,0,0,1,0,1,0,0,,,1,2019-05-29 12:02:40,Child defecates at open space. Latrine  is used by 6 households. Latrine  is just beside  the house.,"11,14",vumEmASFwV57vrNwbvho6q,3005,25eef1fa-cb44-4ca5-97a2-1cb576125074,2019-05-29T10:09:36,57
352155090263209,2019-05-31T13:33:33.000+06:30,2019-05-31T13:35:05.000+06:30,2019-05-31,1061,2019-05-29T12:23:00.000+05:30,22.5527749 88.3989062 -53.29999923706055 5.0,22.5527749,88.3989062,-53.29999923706055,5.0,1,1,1,4,1,0,,4,,4,,,1,,1,,,4,,4,,,1,,1,,,2,,,1,,2,,,2,,2,,1,,,3,,3,,,3,,2,,,1,,1,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-05-29 12:22:03,Latrine is used by 18 household.House is close to open drain and latrine.,"11,14",vumEmASFwV57vrNwbvho6q,3006,8cb94cf1-a9e6-40e4-b059-bd21dcdccb28,2019-05-29T10:09:38,58
352155090263209,2019-06-13T14:49:20.000+06:30,2019-06-13T14:50:57.000+06:30,2019-06-13,1060,2019-05-29T12:45:00.000+05:30,22.5528594 88.3981519 -28.600000381469727 5.0,22.5528594,88.3981519,-28.600000381469727,5.0,1,1,1,4,1,0,,4,,4,,,3,,4,,,6,Water never stay there more than one hour.,4,,,1,,1,,,2,,,2,,1,,,3,,3,,1,,,3,,3,,,4,,4,,,4,,4,,,1,,1,,1,,2,,2 4,0,0,1,0,1,0,0,,,1,2019-05-29 12:44:45,,"11, 14",vumEmASFwV57vrNwbvho6q,3007,3bf8391c-38a1-4a29-9895-24c7967cef3a,2019-05-29T10:09:41,59
352155090263209,2019-05-31T13:36:04.000+06:30,2019-05-31T13:36:44.000+06:30,2019-05-31,1059,2019-05-29T13:11:00.000+05:30,22.5537324 88.3972573 -61.099998474121094 5.0,22.5537324,88.3972573,-61.099998474121094,5.0,1,1,1,4,1,0,,4,,3,,,1,,1,,,4,,4,,,1,,1,,,2,,,1,,1,,,3,,3,,1,,,3,,3,,,3,,3,,,1,,1,,,2,,,,,,,,1 2 4,1,0,1,0,1,0,0,,,1,2019-05-29 13:07:09,There is a open drain near by the household. Latrine is shared by 5 households.,"11,14",vumEmASFwV57vrNwbvho6q,3008,a1b3edac-f29a-4233-906a-3a6ea9f5e6ff,2019-05-29T10:09:43,60
352155092320437,,,,1065,2019-05-29T12:07:00.000+05:30,22.5522784 88.3994102 -32.20000076293945 5.0,22.5522784,88.3994102,-32.20000076293945,5.0,1,1,1,6,1,1,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,1,,,1,,1,,,4,,2,,1,,,2,,1,,,4,,1,,,1,,1,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-05-29 12:07:45,Latrine shared by 6 households.,"12,07",vaEKcNoT2z7XGotPoZPWz4,3009,3a42f923-0a3f-4cf4-9ca0-a299fcb84a66,2019-05-29T10:11:08,61
352155092320437,,,,1066,2019-05-29T12:30:00.000+05:30,22.5519679 88.3996211 -17.700000762939453 8.5,22.5519679,88.3996211,-17.700000762939453,8.5,1,1,1,5,1,0,,4,,4,,,4,,4,,,4,,4,,,1,,1,,,2,,,2,,1,,,1,,1,,1,,,3,,2,,,4,,2,,,6,They have private toilet,6,Same as adult,,1,,1,,1,,2,,1 2,1,0,1,0,0,0,0,,,1,2019-05-29 12:28:54,,"07, 12",vaEKcNoT2z7XGotPoZPWz4,3010,194e6afe-78df-4492-aca2-53bedb8069e9,2019-05-29T10:11:11,62
352155092320437,,,,1064,2019-05-29T12:48:00.000+05:30,22.5524395 88.3992124 -40.0 4.5,22.5524395,88.3992124,-40.0,4.5,1,1,1,5,1,0,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,2,,2,,,4,,3,,1,,,4,,2,,,4,,4,,,2,,1,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-05-29 12:48:05,Latrine shared by 11 households.,"12,07",vaEKcNoT2z7XGotPoZPWz4,3011,a3cff38d-e80a-4e16-9f20-1421e0e08364,2019-05-29T10:11:14,63
352155092320437,2019-05-31T13:28:29.000+06:30,2019-05-31T13:29:41.000+06:30,2019-05-31,1063,2019-05-29T13:04:00.000+05:30,22.5526152 88.3990521 -13.300000190734863 5.0,22.5526152,88.3990521,-13.300000190734863,5.0,1,1,1,4,1,0,,4,,4,,,4,,4,,,4,,4,,,1,,1,,,2,,,2,,2,,,2,,2,,1,,,3,,3,,,3,,3,,,1,,1,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-05-29 13:04:27,,"07, 12",vumEmASFwV57vrNwbvho6q,3012,cf9c372d-26b6-4fdb-b739-c262b6b672fc,2019-05-29T10:11:16,64
352155092215793,2019-05-31T13:12:28.000+06:30,2019-05-31T13:13:51.000+06:30,2019-05-31,1074,2019-05-29T12:35:00.000+05:30,22.5527955 88.399654 51.70000076293945 5.0,22.5527955,88.399654,51.70000076293945,5.0,1,1,1,6,1,0,,4,,3,,,1,,1,,,1,,1,,,1,,1,,,2,,,1,,1,,,3,,3,,1,,,4,,4,,,3,,3,,,4,,4,,,1,,1,,1,,2,,1 2,1,0,1,0,0,0,0,,,1,2019-05-29 12:34:43,"Open drain is very close to the household.
In monsoon the open drain over flows and the dirty water enter the household.","13,15,16",vumEmASFwV57vrNwbvho6q,3013,4961c7db-fd75-404a-a30a-d888ac28be16,2019-05-29T10:12:07,65
352155092215793,2019-05-31T13:14:17.000+06:30,2019-05-31T13:15:01.000+06:30,2019-05-31,1073,2019-05-29T13:00:00.000+05:30,22.5527452 88.399495 55.29999923706055 5.0,22.5527452,88.399495,55.29999923706055,5.0,1,1,1,6,1,0,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,1,,1,,,1,,1,,1,,,1,,1,,,2,,2,,,4,,4,,,1,,1,,1,,2,,1 2,1,0,1,0,0,0,0,,,1,2019-05-29 13:00:28,Open drain is close to the household.,"13,15,16",vumEmASFwV57vrNwbvho6q,3014,0f2053dd-7d70-4288-9047-efd0c8e301a5,2019-05-29T10:12:09,66
352155092215793,,,,1072,2019-05-29T13:46:00.000+05:30,22.5517261 88.3995152 -72.0 5.0,22.5517261,88.3995152,-72.0,5.0,1,1,1,4,1,0,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,2,,1,,,4,,3,,1,,,4,,3,,,3,,2,,,1,,1,,,2,,,,,,,,1 2,1,0,1,0,0,0,0,,,1,2019-05-29 13:25:58,"Latrine is shared by 4 household.
Children drink municipal corporation water and mineral water both.","13,15,16",vaEKcNoT2z7XGotPoZPWz4,3015,11c7f3c7-a2bc-4c0d-b2a4-f79b35cd1e0e,2019-05-29T10:12:12,67
352155092292842,,,,1067,2019-05-29T12:16:00.000+05:30,22.5522583 88.3999287 -51.70000076293945 5.0,22.5522583,88.3999287,-51.70000076293945,5.0,1,1,1,5,1,1,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,1,,2,,,3,,3,,1,,,2,,2,,,2,,2,,,1,,1,,,2,,,,,,,,1 2,1,0,1,0,0,0,0,,,1,2019-05-29 12:16:23,There is an open drain about 1 metre width in front of the household.,"08 , 10, 17",vaEKcNoT2z7XGotPoZPWz4,3016,bfc6c408-a1be-47b7-94fa-c08802079352,2019-05-29T10:13:01,68
352155092292842,2019-05-31T13:22:18.000+06:30,2019-05-31T13:22:33.000+06:30,2019-05-31,1068,2019-05-29T12:39:00.000+05:30,22.5529036 88.3993651 -16.100000381469727 5.0,22.5529036,88.3993651,-16.100000381469727,5.0,1,1,1,3,1,1,,4,,4,,,1,,1,,,1,,2,,,1,,1,,,2,,,1,,1,,,3,,3,,1,,,3,,3,,,4,,1,,,1,,1,,,2,,,,,,,,1 2,1,0,1,0,0,0,0,,,1,2019-05-29 12:39:19,"Latrine is shared by 9 household. 
There is broken drain in front of the household","08, 10, 17",vumEmASFwV57vrNwbvho6q,3017,65a29798-f896-47a8-ae76-cb8e99747b5a,2019-05-29T10:13:03,69
352155092292842,,,,1069,2019-05-29T13:00:00.000+05:30,22.5531195 88.3989057 -79.30000305175781 5.0,22.5531195,88.3989057,-79.30000305175781,5.0,1,1,1,4,1,0,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,1,,1,,,3,,3,,1,,,1,,1,,,1,,3,,,1,,1,,,2,,,,,,,,1,1,0,0,0,0,0,0,,,1,2019-05-29 12:57:15,Latrine is shared by 20 households,"8, 10, 17",vaEKcNoT2z7XGotPoZPWz4,3018,58b29f7a-39ac-47d4-812a-357ad860c8c2,2019-05-29T10:13:05,70
352155092292842,,,,1044,2019-05-30T12:27:00.000+05:30,22.5521917 88.3995508 -31.799999237060547 5.0,22.5521917,88.3995508,-31.799999237060547,5.0,1,2,1,7,1,1,,4,,4,,,1,,1,,,3,,3,,,1,,1,,,2,,,1,,1,,,3,,3,,1,,,1,,1,,,3,,3,,,1,,1,,,2,,,,,,,,1 2,1,0,1,0,0,0,0,,,1,2019-05-30 12:26:25,Latrine is shared by 15 household.,"08, 10, 17",vaEKcNoT2z7XGotPoZPWz4,3023,8ddeff5f-814d-428b-a421-f4a2b3e0aeb2,2019-05-30T11:16:44,71
352155092292842,2019-05-31T12:50:14.000+06:30,2019-05-31T12:52:00.000+06:30,2019-05-31,1083,2019-05-30T12:54:00.000+05:30,22.5519429 88.3998828 -51.29999923706055 5.0,22.5519429,88.3998828,-51.29999923706055,5.0,1,1,1,5,1,0,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,1,,1,,,3,,3,,1,,,3,,1,,,3,,2,,,4,,4,,,1,,1,,1,,2,,1 2,1,0,1,0,0,0,0,,,1,2019-05-30 12:53:33,The latrine is used by 1 household who is the respondent's relatives,"08, 10, 17",vumEmASFwV57vrNwbvho6q,3024,d374fe0e-53bc-4556-903c-873084225e50,2019-05-30T11:16:46,72
352155092292842,,,,1082,2019-05-30T13:18:00.000+05:30,22.5518363 88.3998447 -32.900001525878906 5.0,22.5518363,88.3998447,-32.900001525878906,5.0,1,1,1,4,1,0,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,1,,2,,,1,,2,,1,,,1,,1,,,3,,3,,,1,,1,,,2,,,,,,,,1 2,1,0,1,0,0,0,0,,,1,2019-05-30 13:17:57,Latrine is shared by 13 households.,"08, 10, 17",vaEKcNoT2z7XGotPoZPWz4,3025,0cda26e1-f29c-4123-bc31-2055e3ac5f67,2019-05-30T11:16:48,73
352155092292842,2019-05-31T12:54:54.000+06:30,2019-05-31T12:55:45.000+06:30,2019-05-31,1081,2019-05-30T13:40:00.000+05:30,22.5516672 88.3996559 -55.400001525878906 5.0,22.5516672,88.3996559,-55.400001525878906,5.0,1,1,1,6,1,0,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,1,,1,,,1,,1,,1,,,3,,1,,,3,,3,,,4,,4,,,1,,1,,1,,1,,1 2,1,0,1,0,0,0,0,,,1,2019-05-30 13:39:57,Latrine is shared by 1 relative,"08, 10, 17",vumEmASFwV57vrNwbvho6q,3026,84806b22-f230-426a-9e15-965043858675,2019-05-30T11:16:50,74
352155090263209,2019-05-31T13:09:52.000+06:30,2019-05-31T13:10:55.000+06:30,2019-05-31,1075,2019-05-30T12:14:00.000+05:30,22.5527631 88.3984686 -49.900001525878906 5.0,22.5527631,88.3984686,-49.900001525878906,5.0,1,1,1,4,1,1,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,1,,1,,,2,,2,,1,,,3,,3,,,3,,3,,,4,,4,,,1,,1,,1,,1,,2,0,0,1,0,0,0,0,,,1,2019-05-30 12:14:31,Latrine is used by 2 tenant also. Open drain is very  close  to the house.,"11, 14",vumEmASFwV57vrNwbvho6q,3027,f1a963c9-49c6-482d-be35-08d49b9337a8,2019-05-30T11:17:52,75
352155090263209,2019-05-31T13:07:45.000+06:30,2019-05-31T13:39:03.000+06:30,2019-05-31,1076,2019-05-30T12:35:00.000+05:30,22.5527461 88.398532 -49.400001525878906 5.0,22.5527461,88.398532,-49.400001525878906,5.0,1,1,1,6,1,0,,4,,4,,,1,,1,,,4,,4,,,1,,1,,,2,,,2,,2,,,3,,4,,1,,,3,,2,,,4,,1,,,4,,4,,,1,,1,,1,,2,,1 4,1,0,0,0,1,0,0,,,1,2019-05-30 12:34:19,Latrine is very  close to the house. Latrine  is used  by the  relative  also.,"11, 14",vumEmASFwV57vrNwbvho6q,3028,b7bf68ed-7cc2-478f-a8e7-8bdc63cd45f8,2019-05-30T11:17:55,76
352155090263209,,,,1077,2019-05-30T12:55:00.000+05:30,22.5520022 88.3992504 -78.80000305175781 5.0,22.5520022,88.3992504,-78.80000305175781,5.0,1,1,1,4,1,1,,4,,4,,,1,,1,,,2,,2,,,1,,1,,,2,,,2,,2,,,3,,3,,1,,,4,,4,,,4,,4,,,1,,1,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-05-30 12:52:52,,"11, 14",vaEKcNoT2z7XGotPoZPWz4,3029,f3bdeafd-10e1-45be-8761-c553f57dbf7b,2019-05-30T11:17:57,77
352155092215793,,,,1086,2019-05-30T12:39:00.000+05:30,22.5532639 88.3989775 7.599999904632568 5.0,22.5532639,88.3989775,7.599999904632568,5.0,1,1,1,4,1,0,,4,,4,,,1,,1,,,1,,2,,,1,,4,,,1,,,1,,2,,,2,,2,,1,,,2,,4,,,3,,3,,,2,,2,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-05-30 12:39:10,"Open drain is very close to the household.
Latrine is shared by 4 household.","13,15,16",vaEKcNoT2z7XGotPoZPWz4,3030,20cfd1cb-055b-42af-acf0-226119386773,2019-05-30T11:19:09,78
352155092215793,,,,1084,2019-05-30T13:28:00.000+05:30,22.5522097 88.3997944 -45.599998474121094 5.0,22.5522097,88.3997944,-45.599998474121094,5.0,1,1,1,3,1,0,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,1,,2,,,3,,3,,1,,,4,,2,,,3,,2,,,1,,1,,,2,,,,,,,,1 2,1,0,1,0,0,0,0,,,1,2019-05-30 13:27:47,"Latrine is shared by 10 households.
Big open drain is very close to the household.
Child toilet in the open drain sometimes.
There is a pet dog in the household.","13,15,16",vaEKcNoT2z7XGotPoZPWz4,3031,f027ff42-62ed-413c-92f3-a4de7385bc19,2019-05-30T11:19:11,79
352155092215793,2019-05-31T12:44:22.000+06:30,2019-05-31T12:45:34.000+06:30,2019-05-31,1085,2019-05-30T13:46:00.000+05:30,22.5528959 88.3997593 -28.799999237060547 5.0,22.5528959,88.3997593,-28.799999237060547,5.0,1,2,1,10,1,0,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,2,,2,,,2,,2,,1,,,4,,3,,,4,,4,,,4,,4,,,1,,1,,1,,2,,2,0,0,1,0,0,0,0,,,1,2019-05-30 13:46:17,,"13,15,16",vumEmASFwV57vrNwbvho6q,3032,b4700da4-75b5-4433-b772-3d0f0c8a0caf,2019-05-30T11:19:13,80
352155092320437,2019-05-31T13:01:55.000+06:30,2019-06-13T14:33:08.000+06:30,2019-05-31,1078,2019-05-30T12:29:00.000+05:30,22.5517687 88.3991779 -70.80000305175781 5.5,22.5517687,88.3991779,-70.80000305175781,5.5,1,1,1,4,1,1,,1,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,2,,2,,,4,,4,,4,They have not eaten raw produce in last 7 days,,4,,4,,,4,,4,,,1,,1,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-05-30 12:28:53,Latrine shared by 11 households.,"12,07",vumEmASFwV57vrNwbvho6q,3033,0fa8e387-2d1a-41f1-8737-8403ee124512,2019-05-30T11:20:13,81
