"deviceid","s_school","s_start","s_coordinates","X_s_coordinates_latitude","X_s_coordinates_longitude","X_s_coordinates_altitude","X_s_coordinates_precision","s_neighborhood","s_1_note","s_rainweek","s_participant_num","s_participant_gender","s_participant_female_obs","s_participant_male_obs","s_participant_female","s_participant_male","s_neighborhood_y","s_neighborhood_n","s_s_c","s_s_c_note","s_s_c_note_2","s_s_c_3","s_s_c_2","s_s_c_1","s_s_c_0","s_s_c_na","s_s_a","s_s_a_note","s_s_a_note_2","s_s_a_3","s_s_a_2","s_s_a_1","s_s_a_0","s_s_a_na","s_d_c","s_d_c_note","s_d_c_note_2","s_d_c_3","s_d_c_2","s_d_c_1","s_d_c_0","s_d_c_na","s_d_a","s_d_a_note","s_d_a_note_2","s_d_a_3","s_d_a_2","s_d_a_1","s_d_a_0","s_d_a_na","s_f_c","s_f_c_note","s_f_c_note_2","s_f_c_3","s_f_c_2","s_f_c_1","s_f_c_0","s_f_c_na","s_f_a","s_f_a_note","s_f_a_note_2","s_f_a_3","s_f_a_2","s_f_a_1","s_f_a_0","s_f_a_na","s_dw_c","s_dw_c_note","s_dw_c_note_2","s_dw_c_3","s_dw_c_2","s_dw_c_1","s_dw_c_0","s_dw_c_na","s_dw_a","s_dw_a_note","s_dw_a_note_2","s_dw_a_3","s_dw_a_2","s_dw_a_1","s_dw_a_0","s_dw_a_na","s_dw_e_wt","s_dw_e_wt_note","s_dw_e_wt_note_2","s_dw_e_wt_1","s_dw_e_wt_0","s_dw_e_wt_na","s_o_c","s_o_c_note","s_o_c_note_2","s_o_c_3","s_o_c_2","s_o_c_1","s_o_c_0","s_o_c_na","s_o_a","s_o_a_note","s_o_a_note_2","s_o_a_3","s_o_a_2","s_o_a_1","s_o_a_0","s_o_a_na","s_bw_c","s_bw_c_note","s_bw_c_note_2","s_bw_c_3","s_bw_c_2","s_bw_c_1","s_bw_c_0","s_bw_c_na","s_bw_a","s_bw_a_note","s_bw_a_note_2","s_bw_a_3","s_bw_a_2","s_bw_a_1","s_bw_a_0","s_bw_a_na","s_p_c","s_p_c_note","s_p_c_note_2","s_p_c_3","s_p_c_2","s_p_c_1","s_p_c_0","s_p_c_na","s_p_a","s_p_a_note","s_p_a_note_2","s_p_a_3","s_p_a_2","s_p_a_1","s_p_a_0","s_p_a_na","s_p_e_note","s_p_e_note_2","s_p_e_2","s_p_e_1","s_p_e_na","s_sf_c","s_sf_c_note","s_sf_c_note_2","s_sf_c_3","s_sf_c_2","s_sf_c_1","s_sf_c_0","s_sf_c_na","s_sf_a","s_sf_a_note","s_sf_a_note_2","s_sf_a_3","s_sf_a_2","s_sf_a_1","s_sf_a_0","s_sf_a_na","s_l_c","s_l_c_note","s_l_c_note_2","s_l_c_3","s_l_c_2","s_l_c_1","s_l_c_0","s_l_c_na","s_l_a","s_l_a_note","s_l_a_note_2","s_l_a_3","s_l_a_2","s_l_a_1","s_l_a_0","s_l_a_na","s_pl_a_th","s_pl_a_th_note","s_pl_a_th_note_2","s_pl_a_th_1","s_pl_a_th_0","s_pl_a_th_na","s_pl_a_tu_note","s_pl_a_tu_1","s_pl_a_tu_0","s_pl_a_tu_na","s_pl_a_tu_nl","s_pl_a_tw_note","s_pl_a_tw_note_2","s_pl_a_tw_1","s_pl_a_tw_0","s_pl_a_tw_na","s_pl_a_tw_nl","s_pl_a_tf_note","s_pl_a_tf_note_2","s_pl_a_tf_1","s_pl_a_tf_0","s_pl_a_tf_na","s_pl_a_tf_nl","s_end","s_participant_female_obs_end","s_participant_male_obs_end","s_notes","s_enum","X__version__","X_id","X_uuid","X_submission_time","X_index","s_odw_a","s_odw_a_note","s_odw_a_3","s_odw_a_2","s_odw_a_1","s_odw_a_0","s_odw_a_na","s_odw_a_other","s_odw_c","s_odw_c_note","s_odw_c_3","s_odw_c_2","s_odw_c_1","s_odw_c_0","s_odw_c_na","s_odw_c_other","s_odw2_a","s_odw2_a_note","s_odw2_a_3","s_odw2_a_2","s_odw2_a_1","s_odw2_a_0","s_odw2_a_na","s_odw2_a_other","s_odw2_c","s_odw2_c_note","s_odw2_c_3","s_odw2_c_2","s_odw2_c_1","s_odw2_c_0","s_odw2_c_na","s_odw2_c_other","s_extra_data","dply_num","s_f_weekly","s_UID","s_id","s_date","neighb_UID","city"
359925060921868,"Progoti Govt: Primary School (School-27)","2017-08-17T10:30:00.000+06","",,,,,10,,1,17,2,8,9,8,9,17,0,,,,1,2,6,7,1,,,,2,4,5,4,2,,,,7,2,3,5,0,,,,5,5,3,2,2,,,,0,2,8,7,0,,,,1,1,8,4,3,,,,13,1,1,2,0,,,,12,1,2,1,1,,,,16,0,1,,,,,,,,,,,,,,,,,,,,2,9,3,2,1,,,,5,9,2,0,1,,,,1,7,8,1,0,,,,1,7,5,1,3,,,15,2,0,,,,3,3,5,6,0,,,,1,2,4,10,0,,,,3,4,5,5,0,,,,1,3,1,9,3,,,,14,3,0,,13,0,0,4,,,15,1,0,1,,,1,12,0,4,,8,9,"","1",,5318,"9ea1854b-e37a-4323-a14e-253436020dc9","2017-08-24T06:43:06",21,,,2,1,4,6,4,,,,1,1,8,5,2,,,,,,,,,,,,,,,,,,1,2,1,"02_1020",1020,2017-08-17,210,"Dhaka"
359925060323099,"Kochikacha School (School-22)","2017-08-02T15:01:00.000+06","",,,,,7,,1,15,1,,,15,0,15,0,,,,5,4,2,4,0,,,,6,4,5,0,0,,,,10,1,3,1,0,,,,9,3,3,0,0,,,,10,5,0,0,0,,,,12,3,0,0,0,,,,15,0,0,0,0,,,,15,0,0,0,0,,,,8,7,0,,,,,,,,,,,,,,,,,,,,7,4,4,0,0,,,,5,7,3,0,0,,,,7,3,2,0,3,,,,8,2,1,0,4,,,11,1,3,,,,7,6,0,1,1,,,,2,3,6,2,2,,,,7,5,0,2,1,,,,7,5,0,2,1,,,,2,12,1,,2,0,0,13,,,2,0,0,13,,,0,2,0,13,,,,,"13",,5319,"d8f65c3b-d9c7-411b-9d35-a8eacaf0057c","2017-08-24T06:49:24",22,,,0,2,2,10,1,,,,0,2,0,13,0,,,,,,,,,,,,,,,,,,1,2,1,"02_1021",1021,2017-08-02,207,"Dhaka"
359925060323099,"Glorry Future Model School (School-17)","2017-08-01T14:00:00.000+06","",,,,,7,,1,20,2,9,11,9,11,20,0,,,,9,6,4,1,0,,,,7,5,0,5,3,,,,11,3,4,2,0,,,,8,5,4,2,1,,,,12,4,3,1,0,,,,9,5,3,3,0,,,,18,2,0,0,0,,,,18,2,0,0,0,,,,7,10,3,,,,,,,,,,,,,,,,,,,,4,10,5,0,1,,,,8,6,2,0,4,,,,6,9,4,1,0,,,,1,5,10,2,2,,,16,1,3,,,,11,7,2,0,0,,,,3,4,5,5,3,,,,12,1,6,1,0,,,,7,6,2,1,4,,,,1,18,1,,1,0,0,19,,,1,0,0,19,,,1,1,1,17,,9,11,,"33",,5320,"7be4ed0f-1be3-46bd-9629-f6a6c78c7db2","2017-08-24T06:51:26",23,,,3,5,4,5,3,,,,5,6,2,6,1,,,,,,,,,,,,,,,,,,1,2,1,"02_1022",1022,2017-08-01,207,"Dhaka"
359925060323099,"Nobabgonj Govt: Primary School(School-11)","2017-07-31T12:50:00.000+06","",,,,,8,,1,20,2,8,12,8,12,20,0,,,,4,2,8,6,0,,,,1,1,6,11,1,,,,1,7,3,8,1,,,,3,6,3,8,0,,,,4,6,4,5,1,,,,5,4,5,5,1,,,,17,1,0,2,0,,,,16,3,1,0,0,,,,18,1,1,,,,,,,,,,,,,,,,,,,,6,9,5,0,0,,,,6,7,5,0,2,,,,4,5,5,6,0,,,,6,5,5,3,1,,,16,0,4,,,,7,5,4,4,0,,,,0,1,7,8,4,,,,7,1,4,8,0,,,,2,2,4,10,2,,,,13,7,0,,13,0,0,7,,,10,0,3,7,,,2,13,1,4,,8,12,,"1",,5321,"76ebbc95-9ce9-4edd-bb2e-b9fb8faf1f45","2017-08-24T06:53:13",24,,,1,3,3,9,4,,,,2,2,8,6,2,,,,,,,,,,,,,,,,,,1,2,1,"02_1023",1023,2017-07-31,208,"Dhaka"
359925060328551,"Radient International School (School-8)","2017-07-30T11:40:00.000+06","",,,,,2,,1,13,2,6,7,6,7,13,0,,,,3,3,2,5,0,,,,1,2,1,9,0,,,,3,1,3,6,0,,,,0,0,3,9,1,,,,3,1,9,0,0,,,,3,5,1,2,2,,,,6,2,1,3,1,,,,5,1,2,4,1,,,,8,2,3,,,,,,,,,,,,,,,,,,,,4,4,4,0,1,,,,4,4,3,0,2,,,,9,0,2,1,1,,,,5,1,0,4,3,,,12,1,0,,,,7,2,1,1,2,,,,3,1,0,4,5,,,,2,2,4,5,0,,,,3,3,1,5,1,,,,8,4,1,,8,4,1,4,,,12,0,1,4,,,1,12,0,4,,6,7,,"29",,5322,"7082c71a-0bb3-4b1e-9a12-6382896db7d0","2017-08-24T07:02:09",25,,,6,0,3,2,2,,,,5,1,4,3,0,,,,,,,,,,,,,,,,,,1,2,1,"02_1024",1024,2017-07-30,202,"Dhaka"
359925060328551,"Kamlapur Sher-e Bangla Railway School and College (School-12)","2017-07-31T10:17:00.000+06","",,,,,6,,1,16,2,9,7,9,7,16,0,,,,6,1,2,6,1,,,,8,3,1,1,3,,,,5,1,3,4,3,,,,5,3,0,2,6,,,,6,2,4,2,2,,,,5,3,3,3,2,,,,16,0,0,0,0,,,,16,0,0,0,0,,,,8,6,2,,,,,,,,,,,,,,,,,,,,4,12,0,0,0,,,,6,9,1,0,0,,,,3,1,2,7,3,,,,7,1,3,3,2,,,16,0,0,,,,9,5,2,0,0,,,,7,3,3,3,0,,,,4,4,0,6,2,,,,6,3,5,1,1,,,,11,4,1,,11,4,1,0,,,13,2,1,0,,,2,13,1,0,,9,7,"","25",,5323,"4ed09a29-f4db-4a6c-a4e2-6258e0a76d7e","2017-08-24T07:04:37",26,,,3,1,0,5,7,,,,2,0,1,13,0,,,,,,,,,,,,,,,,,,1,2,1,"02_1025",1025,2017-07-31,206,"Dhaka"
359925060106239,"Ideal Biddya Niketon School  (School-20)","2017-08-02T13:05:00.000+06","",,,,,2,,1,20,2,10,10,10,10,20,0,,,,5,2,1,9,3,,,,4,1,6,5,4,,,,9,3,5,3,0,,,,5,3,4,0,8,,,,2,3,7,3,5,,,,11,3,2,1,3,,,,12,0,1,3,4,,,,14,0,1,1,4,,,,19,1,0,,,,,,,,,,,,,,,,,,,,8,7,5,0,0,,,,3,11,3,0,3,,,,0,4,7,7,2,,,,1,2,5,4,8,,,15,2,3,,,,0,4,9,6,1,,,,0,0,7,7,6,,,,5,1,2,8,4,,,,4,3,0,9,4,,,,10,10,0,,15,0,5,10,,,16,0,4,10,,,2,18,0,10,,10,10,,"29",,5324,"1a25089c-fc80-44ce-8565-c78f73aab559","2017-08-24T07:09:17",27,,,0,2,4,11,3,,,,0,1,4,9,6,,,,,,,,,,,,,,,,,,1,2,1,"02_1026",1026,2017-08-02,202,"Dhaka"
359925060106239,"Anando Nagor Adorsho High School (School-6)","2017-07-30T11:00:00.000+06","",,,,,2,,1,20,2,10,10,10,10,20,0,,,,2,1,6,11,0,,,,1,2,8,9,0,,,,5,2,4,9,0,,,,7,3,3,6,1,,,,3,3,10,4,0,,,,6,3,8,3,0,,,,9,6,1,3,1,,,,7,7,1,4,1,,,,9,5,6,,,,,,,,,,,,,,,,,,,,3,5,10,0,2,,,,3,13,2,0,2,,,,7,5,3,5,0,,,,4,7,4,5,0,,,19,0,1,,,,6,3,8,3,0,,,,1,4,5,8,2,,,,2,5,8,5,0,,,,1,4,7,4,4,,,,13,7,0,,14,0,0,6,,,20,0,0,0,,,4,14,1,1,,10,10,,"29",,5325,"22254c5c-a5e6-495f-8f31-8a2a1564b711","2017-08-24T07:12:20",28,,,2,2,5,5,6,,,,2,0,2,14,2,,,,,,,,,,,,,,,,,,1,2,1,"02_1027",1027,2017-07-30,202,"Dhaka"
359925060106239,"Fatema Zinnah Govt: Primary School (School-9)","2017-07-31T11:50:00.000+06","",,,,,8,,1,18,2,11,7,11,7,18,0,,,,2,3,6,7,0,,,,5,2,8,2,1,,,,9,3,5,1,0,,,,10,4,3,1,0,,,,5,7,5,0,1,,,,5,4,5,3,1,,,,17,0,0,0,1,,,,16,1,0,0,1,,,,16,2,0,,,,,,,,,,,,,,,,,,,,4,13,1,0,0,,,,6,6,5,0,1,,,,1,3,12,2,0,,,,1,0,11,0,6,,,18,0,0,,,,8,1,7,0,2,,,,4,1,3,3,7,,,,7,2,1,8,0,,,,9,1,3,4,1,,,,9,8,1,,9,0,0,9,,,17,0,0,8,,,5,5,0,8,,11,7,,"33",,5326,"75e67979-84be-4cbc-ac3c-e0331eab6992","2017-08-24T07:14:00",29,,,1,3,4,5,5,,,,1,1,5,10,1,,,,,,,,,,,,,,,,,,1,2,1,"02_1028",1028,2017-07-31,208,"Dhaka"
359925060106239,"Ramkreshno Mishon School (School-19)","2017-08-01T13:05:00.000+06","",,,,,6,,1,18,0,,,0,18,18,0,,,,8,2,7,1,0,,,,5,4,5,4,0,,,,10,4,2,2,0,,,,13,1,2,2,0,,,,13,2,2,1,0,,,,11,4,1,0,2,,,,18,0,0,0,0,,,,18,0,0,0,0,,,,17,0,1,,,,,,,,,,,,,,,,,,,,15,2,1,0,0,,,,13,5,0,0,0,,,,10,5,0,3,0,,,,11,3,1,2,1,,,15,1,2,,,,11,2,1,4,0,,,,6,4,3,4,1,,,,3,0,0,15,0,,,,3,0,0,15,0,,,,15,3,0,,15,0,0,3,,,15,0,0,3,,,3,13,0,2,,,,,"37",,5327,"2eb344de-3d1f-4683-9846-a914673a286c","2017-08-24T07:15:32",30,,,5,8,1,3,1,,,,11,1,2,2,2,,,,,,,,,,,,,,,,,,1,2,1,"02_1029",1029,2017-08-01,206,"Dhaka"
359925060106239,"Rishing High School (School-4)","2017-07-30T13:10:00.000+06","",,,,,6,,1,15,2,8,7,8,7,15,0,,,,3,5,0,5,2,,,,0,1,0,14,0,,,,0,0,2,13,0,,,,2,0,0,13,0,,,,2,2,4,7,0,,,,7,0,3,4,1,,,,13,0,0,2,0,,,,12,1,0,2,0,,,,12,2,1,,,,,,,,,,,,,,,,,,,,10,5,0,0,0,,,,5,10,0,0,0,,,,0,8,3,4,0,,,,2,3,1,5,4,,,15,0,0,,,,4,1,4,4,2,,,,4,1,3,5,2,,,,0,3,0,12,0,,,,0,3,0,12,0,,,,12,3,0,,12,0,0,3,,,11,1,0,3,,,0,12,0,3,,8,7,,"37",,5328,"43828a79-8f04-4129-904b-d464519614d2","2017-08-24T07:16:48",31,,,2,0,1,12,0,,,,2,0,0,13,0,,,,,,,,,,,,,,,,,,1,2,1,"02_1030",1030,2017-07-30,206,"Dhaka"
359925060106239,"Motijhil Govt: primary School  (School-30)","2017-08-19T13:30:00.000+06","",,,,,9,,1,19,2,17,2,17,2,19,0,,,,2,0,0,13,4,,,,6,0,3,7,3,,,,1,4,0,11,3,,,,5,5,5,4,0,,,,1,7,10,0,1,,,,3,4,7,2,3,,,,19,0,0,0,0,,,,19,0,0,0,0,,,,16,3,0,,,,,,,,,,,,,,,,,,,,6,9,4,0,0,,,,10,3,6,0,0,,,,6,2,11,0,0,,,,5,3,6,1,4,,,19,0,0,,,,13,2,4,0,0,,,,10,4,2,3,0,,,,0,0,0,19,0,,,,0,0,2,15,2,,,,19,0,0,,19,0,0,0,,,10,3,6,0,,,1,18,0,0,,17,2,,"9",,5329,"c4fe519f-fb21-4f3a-a371-20b3da76ca5f","2017-08-24T07:18:39",32,,,0,7,2,10,0,,,,5,10,2,0,2,,,,,,,,,,,,,,,,,,1,2,1,"02_1031",1031,2017-08-19,209,"Dhaka"
359925061142506,"Viqarunnisa Noon School and College(school-32) (Batch-1)","2017-08-28T12:39:00.000+06","23.7457241 90.3844919 0.0 35.026",23.7457241,90.3844919,0,35.026,10,,1,12,1,,,12,0,12,0,,,,5,1,1,4,1,,,,3,4,3,1,1,,,,7,2,1,1,1,,,,7,0,3,1,1,,,,2,1,6,3,0,,,,0,5,5,0,2,,,,8,3,0,1,0,,,,8,3,0,0,1,,,,9,1,2,,,,,,,,,,,,,,,,,,,,0,11,1,0,0,,,,2,9,1,0,0,,,,1,0,5,5,1,,,,2,1,1,4,4,,,10,1,1,,,,1,4,3,3,1,,,,1,4,3,3,1,,,,0,0,0,12,0,,,,0,0,0,12,0,,,,12,0,0,,12,0,0,0,,,12,0,0,0,,,2,10,0,0,,,,"Valo uttor diasa","25",,5330,"668201ac-d086-49c7-aa80-78da4a1012a9","2017-08-28T16:41:55",33,,,4,2,2,3,1,,,,5,0,2,3,2,,,,,,,,,,,,,,,,,,1,2,1,"02_1032",1032,2017-08-28,210,"Dhaka"
359925061142506,"Viqarunnisa noon school and college  (school 33) (Batch-2)","2017-08-28T12:47:00.000+06","23.745899 90.3842619 0.0 24.419",23.745899,90.3842619,0,24.419,10,,1,10,1,,,10,0,10,0,,,,1,0,4,5,0,,,,2,0,3,3,2,,,,5,1,2,2,0,,,,2,1,2,2,3,,,,0,0,7,1,2,,,,0,2,3,2,3,,,,7,1,0,1,1,,,,7,0,2,1,0,,,,9,0,1,,,,,,,,,,,,,,,,,,,,0,5,1,0,4,,,,1,8,0,0,1,,,,2,0,4,4,0,,,,1,1,2,3,3,,,9,0,1,,,,1,0,6,2,1,,,,0,3,0,5,2,,,,0,0,0,10,0,,,,0,0,0,10,0,,,,10,0,0,,10,0,0,0,,,10,0,0,0,,,0,10,0,0,,,,"Class Choi Hoyas katene classes bare otirikto student via korer monojogi rakhote samosha hoyesilo","1",,5331,"9a6a6954-d64e-4b3b-969c-8759b8287106","2017-08-28T16:43:08",34,,,0,2,2,0,6,,,,0,3,2,5,0,,,,,,,,,,,,,,,,,,1,2,1,"02_1033",1033,2017-08-28,210,"Dhaka"
357647058624542,"Scholastica School Gulshan","2017-11-22T11:34:00.000+06","",,,,,5,,1,16,2,7,9,7,9,6,10,,,,0,5,3,8,0,,,,3,0,0,13,0,,,,0,1,2,13,0,,,,0,0,3,13,0,,,,0,2,5,9,0,,,,2,2,5,7,0,,,,16,0,0,0,0,,,,16,0,0,0,0,,,,16,0,0,,,,,,,,,,,,,,,,,,,,1,11,4,0,0,,,,2,9,5,0,0,,,,3,5,5,3,0,,,,3,3,8,2,0,,,12,0,4,,,,0,0,8,8,0,,,,0,2,3,11,0,,,,12,4,0,0,0,,,,2,1,5,8,0,,,,16,0,0,,16,0,0,0,,,16,0,0,0,,,0,16,0,0,,7,9,"","1",,5372,"2bd8d62d-f946-48b6-9500-ccfd3b6b11d5","2017-12-03T05:11:13",35,,,0,0,3,13,0,,,,0,0,2,14,0,,,,,,,,,,,,,,,,,,1,2,1,"02_1034",1034,2017-11-22,205,"Dhaka"
,"Khairyah Islamic school","2016-06-16 11:23:09","5.5632585 -0.2127223 0.0 79.5",,,,,5,,,30,2,23,6,23,6,14,,,,,,,,,,,,,,,,,,,,,7,12,5,5,,,,,7,10,5,2,4,,,,4,2,7,16,,,,,5,2,6,9,7,,,,9,4,16,0,0,,,,7,4,7,8,3,,,,12,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,13,2,,,,,11,3,7,2,6,,,,,,,,,,,,,,,,,,,,,,,,,10,4,9,4,,,,,3,3,7,4,11,,,,17,,,,13,4,,12,,,15,2,,12,,,3,14,,12,,23,6,,"MICHAEL,SOLOMON,ETHEL,FRED,SELBY,REGINALD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"03_1000",1000,2016-06-16,305,"Accra"
,"KOKOMKEMLE 4 PRIMARY","2016-07-19 13:33:26","5.57571675 -0.20501929 37.0 6.0",,,,,3,,,30,2,19,11,19,11,14,,,,,,,,,,,,,,,,,,,,,12,1,10,7,,,,,4,10,7,6,3,,,,2,11,11,6,,,,,7,7,10,5,1,,,,2,12,4,6,6,,,,6,12,6,6,0,,,,10,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,17,2,1,,,,,8,13,5,0,4,,,,,,,,,,,,,,,,,,,,,,,,,1,4,16,9,,,,,2,3,11,8,4,,,,26,,,,16,10,,4,,,16,10,,4,,,1,25,,4,,19,11,,"MICHAEL,FRED,REGINALD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"03_1001",1001,2016-07-19,303,"Accra"
,"LIBERTY AVENUE 1 PRIMARY SCHOOL","2016-06-16 13:16:00","5.5558363 -0.2111168 0.0 40.5",,,,,5,,,30,2,17,13,17,13,12,,,,,,,,,,,,,,,,,,,,,1,4,6,18,,,,,0,1,6,5,18,,,,5,5,15,5,,,,,3,0,4,3,20,,,,5,5,8,10,2,,,,2,4,9,3,12,,,,5,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,20,2,,,,,7,3,13,1,6,,,,,,,,,,,,,,,,,,,,,,,,,9,20,1,0,,,,,5,19,2,0,4,,,,18,,,,16,2,,12,,,16,2,,12,,,12,6,,5,,17,13,,"MICHAEL,SELBY,REGINALD,ETHEL,SOLOMON,FREDRICK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"03_1002",1002,2016-06-16,305,"Accra"
,"Great Max Educational Center","2016-03-24 10:32:00","5.52508876 -0.25623131 31.0 9.0",,,,,1,,,18,2,14,4,14,4,10,,,,,1,0,3,14,,,,,2,1,0,10,5,,,,1,1,2,14,,,,,0,1,1,5,11,,,,2,3,5,7,,,,,3,3,8,2,2,,,,7,2,9,0,0,,,,4,2,7,2,3,,,,5,,3,,,,3,1,7,7,,,,,0,1,3,10,4,,,,,,,,,,,,,,,,,,,,6,7,3,2,,,,,10,5,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,14,0,,,,,2,3,4,1,8,,,,6,,,,4,2,,12,,,2,4,,12,,,0,9,,9,,14,4,,"Jemimah, Ethel, Mercy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"03_1003",1003,2016-03-24,301,"Accra"
,"St. George Anglican Primary School","2016-05-17 10:40:56","5.52932726 -0.23844585 51.0 5.0",,,,,2,,,30,2,14,16,15,15,22,,,,,1,0,13,15,,,,,1,1,1,23,3,,,,15,4,7,3,,,,,13,3,7,3,0,,,,3,2,12,13,,,,,7,1,9,11,2,,,,10,2,5,13,0,,,,6,3,7,8,5,,,,3,,26,,,,1,2,17,6,,,,,3,2,9,12,4,,,,,,,,,,,,,,,,,,,,0,2,13,11,,,,,1,5,16,7,1,,,,,,,,,,,,,,,,,,,,,,,,,6,5,7,10,,,,,6,8,7,7,2,,,,17,,,,14,3,,13,,,15,2,,13,,,0,17,,13,,15,15,,"Fredrick, Ethel, Reginald.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"03_1004",1004,2016-05-17,302,"Accra"
,"Brave Child Academy","2016-03-23 10:33:19","5.52612336 -0.25403468 -14.0 11.0",,,,,1,,,20,2,11,9,11,9,15,,,,,0,2,9,9,,,,,1,4,4,11,0,,,,0,0,5,14,,,,,0,3,3,6,8,,,,6,2,7,5,,,,,6,3,4,7,0,,,,18,0,1,1,0,,,,12,2,2,1,3,,,,8,,11,,,,2,2,5,9,,,,,4,5,4,7,0,,,,,,,,,,,,,,,,,,,,12,2,4,0,,,,,15,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,4,11,3,,,,,5,6,4,3,2,,,,8,,,,6,2,,12,,,6,0,,14,,,0,6,,13,,11,9,,"Ethel, Mercy and James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"03_1005",1005,2016-03-23,301,"Accra"
,"chorkor presby A and B primary","2016-05-13 10:45:09","5.52638659 -0.24705393 36.0 4.0",,,,,2,,,30,2,22,8,22,8,26,,,,,2,2,20,6,,,,,2,2,4,12,10,,,,6,4,4,16,,,,,6,5,5,6,8,,,,6,2,9,13,,,,,1,3,9,10,7,,,,6,3,5,15,1,,,,4,1,4,17,4,,,,8,,22,,,,0,4,22,4,,,,,5,3,9,13,0,,,,,,,,,,,,,,,,,,,,5,6,14,5,,,,,10,6,9,5,0,,,,,,,,,,,,,,,,,,,,,,,,,9,4,9,8,,,,,12,12,4,2,0,,,,11,,,,10,1,,19,,,10,1,,19,,,1,10,,19,,22,8,,"Reginald, Fred, Micheal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"03_1006",1006,2016-05-13,302,"Accra"
,"Foster International School","2016-07-19 12:28:14","5.57915078 -0.2042161 42.0 5.0",,,,,3,,,29,2,12,17,12,17,8,,,,,,,,,,,,,,,,,,,,,0,0,16,13,,,,,0,1,5,13,10,,,,1,0,12,16,,,,,0,0,10,14,5,,,,6,5,9,7,2,,,,1,3,7,12,6,,,,10,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,10,4,,,,,9,8,6,1,5,,,,,,,,,,,,,,,,,,,,,,,,,6,8,10,5,,,,,4,5,10,3,7,,,,28,,,,25,3,,1,,,22,6,,1,,,2,26,,1,,12,17,,"Solomon, Ethel, Irving",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"03_1007",1007,2016-07-19,303,"Accra"
,"Extra 0 Preparatory School","2016-05-13 10:57:23","5.52830288 -0.24512787 39.0 7.0",,,,,2,,,25,2,13,12,13,12,25,,,,,8,2,7,8,,,,,8,2,6,6,3,,,,7,2,13,3,,,,,3,6,11,4,1,,,,4,9,9,3,,,,,7,4,8,5,1,,,,13,2,8,2,0,,,,10,4,6,5,0,,,,18,,7,,,,6,3,11,5,,,,,11,2,7,3,2,,,,,,,,,,,,,,,,,,,,11,8,5,1,,,,,15,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12,4,9,0,,,,,16,4,5,0,0,,,,9,,,,9,0,,16,,,3,6,,16,,,6,3,,15,,13,12,,"Betty, Irving",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"03_1008",1008,2016-05-13,302,"Accra"
,"Osu Presby Boys Primary","2016-07-13 14:24:01","",,,,,4,,,30,0,0,30,0,30,28,,,,,,,,,,,,,,,,,,,,,0,0,7,23,,,,,3,2,3,10,12,,,,0,0,17,13,,,,,0,0,9,11,10,,,,11,12,6,1,0,,,,5,9,2,9,5,,,,18,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,3,6,,,,,5,18,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1,8,13,7,,,,,1,7,12,7,2,,,,22,,,,21,1,,7,,,21,1,,7,,,3,19,,7,,0,30,,"Solomon, Alhassan, Ethel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"03_1009",1009,2016-07-13,304,"Accra"
,"Ringway Estates Preparatory and Junior High School","2016-06-27 10:23:28","5.5667958 -0.1880199 0.0 40.5",,,,,4,,,13,2,4,9,4,9,7,,,,,,,,,,,,,,,,,,,,,1,0,10,2,,,,,0,0,3,4,6,,,,0,9,0,4,,,,,0,0,3,3,7,,,,1,3,6,3,0,,,,0,2,5,4,2,,,,12,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,4,0,,,,,3,5,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,3,,,,,1,0,5,3,4,,,,12,,,,12,0,,1,,,12,0,,1,,,0,12,,1,,4,9,,"Solomon, Ethel, Irving",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"03_1010",1010,2016-06-27,304,"Accra"
