deviceid,h_id,h_start,h_coordinates,_h_coordinates_latitude,_h_coordinates_longitude,_h_coordinates_altitude,_h_coordinates_precision,h_neighborhood,h_rain24hr,h_rainweek,h_rainmonth,h_home_type,h_population,h_c,h_surface,h_s,h_s_a,h_s_a_other,h_s_c,h_s_c_other,h_drains,h_d,h_d_a,h_d_a_other,h_d_c,h_d_c_other,h_flood,h_f,h_f_a,h_f_a_other,h_f_c,h_f_c_other,h_wasa,h_m,h_m_a,h_m_a_other,h_m_c,h_m_c_other,h_other,h_odw,h_odw_a,h_odw_a_other,h_odw_c,h_odw_c_other,h_wt,h_wt_a,h_wt_a_other,h_bath,h_bw,h_bw_a,h_bw_a_other,h_bw_c,h_bw_c_other,h_produce,h_p,h_p_a,h_p_a_other,h_p_c,h_p_c_other,h_p_a2,h_p_a2_other,h_food,h_sf,h_sf_a,h_sf_a_other,h_sf_c,h_sf_c_other,h_shared,h_l,h_l_a,h_l_a_other,h_l_c,h_l_c_other,h_th,h_th_a,h_th_a_other,h_tu_a,h_tu_a_other,h_tw_a,h_tw_a_other,h_tf_a,h_tf_a_other,h_end,h_notes,h_enum,h_enum/1,h_enum/2,h_enum/3,h_enum/4,h_enum/5,h_enum/6,h_enum/7,h_enum/8,h_enum/9,h_enum/10,h_enum/11,h_enum/12,h_enum/13,h_enum/14,h_enum/15,h_enum/16,h_enum/17,h_enum/18,h_enum/19,h_enum/20,h_enum/21,h_enum/22,h_enum/23,h_enum/24,h_enum/25,h_enum/26,h_enum/27,h_enum/28,h_enum/29,h_enum/30,h_enum/31,h_enum/32,h_enum/33,h_enum/34,h_enum/35,h_enum/36,h_enum/37,h_enum/38,h_enum/39,h_enum/40,h_enum/41,h_enum/42,h_enum/43,h_enum/44,h_enum/45,h_enum/46,h_enum/47,h_enum/48,h_enum/49,h_enum/50,h_enum/51,h_enum/52,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index
359925060819104,140,2017-06-12T15:12:00.642+06,23.768514803233224 90.43013798513087 -35.0 0.0,23.7685148,90.43013799,-35,0,22,1,1,1,2,4,1,1,,1,,2,,0,,,,,,1,,1,,1,,1,,1,,1,,0,,,,,,,1,,1,,2,,2,,1,,3,,2,,1,,1,,3,,3,,1,,1,,1,,,0,,,,,,,,,,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:3313ebf4-15eb-4880-b3e9-580d5b4aad3b,4373,3313ebf4-15eb-4880-b3e9-580d5b4aad3b,2017-06-15T18:18:55,96,,-1
359925060819104,134,2017-06-12T12:41:00.493+06,23.769907755858053 90.43062374136812 -19.0 0.0,23.76990776,90.43062374,-19,0,22,1,1,1,2,4,1,1,,4,,1,,0,,,,,,1,,1,,1,,1,,1,,1,,0,,,,,,,1,,1,,1,,1,,1,,4,,3,,1,,1,,4,,3,,1,,1,,1,,,0,,,,,,,,,,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:590f3a71-f72d-4d5e-a97c-8789202797fa,4374,590f3a71-f72d-4d5e-a97c-8789202797fa,2017-06-15T18:24:38,97,,-1
359925060819104,171,2017-06-13T10:20:00.938+06,23.772177053341693 90.42995811201777 -4.0 0.0,23.77217705,90.42995811,-4,0,22,1,1,1,2,6,1,1,,3,,1,,1,,3,,1,,1,,1,,1,,1,,1,,1,,0,,,,,,,1,,1,,1,,2,,1,,1,,3,,1,,1,,4,,3,,1,,1,,1,,,0,,,,,,,,,,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:2442c374-b0e0-4e2a-ae50-7401e6b984c1,4375,2442c374-b0e0-4e2a-ae50-7401e6b984c1,2017-06-15T18:25:16,98,,-1
359925060819104,180,2017-06-13T13:06:00.604+06,23.772166 90.4315202 0.0 800.0,23.772166,90.4315202,0,800,22,1,1,1,1,3,1,0,,,,,,0,,,,,,1,,2,,2,,1,,1,,1,,0,,,,,,,1,,1,,1,,1,,1,,1,,2,,1,,1,,1,,3,,0,,,,,,,1,,1,,1,,0,,,,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:43cb1a78-ec6c-4c37-9753-230be8399277,4376,43cb1a78-ec6c-4c37-9753-230be8399277,2017-06-15T18:25:54,99,,-1
359925060819104,138,2017-06-12T14:26:00.316+06,23.76991813038293 90.43082317958586 -16.0 0.0,23.76991813,90.43082318,-16,0,22,1,1,1,2,4,1,1,,2,,4,,0,,,,,,1,,1,,1,,1,,4,,4,,1,,1,,1,,,0,,1,,1,,1,,1,,1,,1,,1,,1,,3,,3,,1,,1,,1,,,0,,,,,,,,,,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:7d265026-40bb-4957-8f80-2b463d5fc6bd,4377,7d265026-40bb-4957-8f80-2b463d5fc6bd,2017-06-15T18:27:57,100,,-1
359925060819104,176,2017-06-13T11:54:00.049+06,23.772669376711193 90.43029763424249 -39.0 0.0,23.77266938,90.43029763,-39,0,22,1,1,1,2,4,1,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,,,,,,1,,1,,2,,2,,1,,1,,1,,0,,1,,2,,2,,1,,1,,1,,,0,,,,,,,,,,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:fc79ddbd-99cd-4a2d-94ea-c3c3a30ce87a,4378,fc79ddbd-99cd-4a2d-94ea-c3c3a30ce87a,2017-06-15T18:28:21,101,,-1
359925061286956,373,2017-06-12T13:16:00.604+06,,,,,,66,1,1,1,2,6,1,0,,,,,,0,,,,,,0,,,,,,1,,1,,1,,0,,,,,,,0,,1,,2,,2,,1,,3,,3,,1,,1,,2,,2,,1,,2,,2,,,0,,,,,,,,,,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:1969a25d-f502-4e59-a8fc-660eab3fef56,4381,1969a25d-f502-4e59-a8fc-660eab3fef56,2017-06-17T09:17:30,102,,-1
359925061286956,375,2017-06-12T14:07:00.325+06,,,,,,66,1,1,1,2,5,1,0,,,,,,0,,,,,,0,,,,,,1,,1,,1,,0,,,,,,,0,,1,,2,,2,,1,,3,,3,,1,,1,,3,,2,,1,,2,,2,,,0,,,,,,,,,,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:08c28cde-882a-4d65-a41a-50f0f4908824,4382,08c28cde-882a-4d65-a41a-50f0f4908824,2017-06-17T09:18:32,103,,-1
359925061260548,401,2017-06-12T11:28:00.814+06,23.70785299064665 90.42566388754182 16.0 0.0,23.70785299,90.42566389,16,0,77,1,1,1,2,3,1,0,,,,,,1,,1,,1,,0,,,,,,1,,1,,1,,0,,,,,,,0,,1,,1,,1,,1,,3,,3,,1,,1,,2,,2,,1,,1,,1,,,0,,,,,,,,,Na,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:e76330a7-4a42-4b0a-8277-d12ab629540a,4383,e76330a7-4a42-4b0a-8277-d12ab629540a,2017-06-17T09:18:33,104,,-1
359925061277617,71,2017-06-11T10:52:00.330+06,23.823169 90.378398 0.0 135.6,23.823169,90.378398,0,135.6,11,1,1,1,2,4,1,1,,4,,4,,1,,1,,1,,1,,4,,4,,1,,1,,1,,1,,2,,2,,,0,,1,,2,,2,,1,,1,,1,,1,,1,,3,,3,,1,,4,,4,,,1,,1,,1,,1,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:4ea88620-bca4-4356-a2dc-faa05b73457b,4384,4ea88620-bca4-4356-a2dc-faa05b73457b,2017-06-17T09:18:33,105,,-1
359925061276825,461,2017-06-12T11:31:00.262+06,23.7052392 90.4271003 0.0 800.0,23.7052392,90.4271003,0,800,77,1,1,1,2,5,1,0,,,,,,1,,3,,2,,0,,,,,,1,,1,,1,,0,,,,,,,0,,1,,2,,2,,1,,3,,1,,1,,1,,2,,1,,1,,1,,1,,,0,,,,,,,,,,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:8a82ab33-456b-439f-931b-61725e712bb9,4385,8a82ab33-456b-439f-931b-61725e712bb9,2017-06-17T09:18:33,106,,-1
359925061277617,73,2017-06-12T12:30:00.493+06,23.82351114032363 90.37775618921282 -1.0 0.0,23.82351114,90.37775619,-1,0,11,1,1,1,2,5,1,1,,4,,4,,1,,3,,3,,1,,3,,3,,1,,1,,1,,1,,4,,4,,,0,,1,,1,,2,,1,,2,,2,,1,,1,,2,,2,,1,,1,,1,,,0,,,,,,,,,Good respon,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:658c8d4a-1a81-4eff-ad7b-940c91fbdd17,4387,658c8d4a-1a81-4eff-ad7b-940c91fbdd17,2017-06-17T09:20:15,107,,-1
359925061332800,363,2017-06-12T13:41:00.407+06,23.7256985 90.4253325 0.0 899.999,23.7256985,90.4253325,0,899.999,66,1,1,1,2,4,1,0,,,,,,0,,,,,,0,,,,,,1,,1,,1,,0,,,,,,,0,,1,,2,,1,,1,,3,,3,,1,,1,,2,,2,,1,,2,,2,,,0,,,,,,,,,No,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:0477c3bf-9052-4bd4-ae99-0efb233c52e6,4392,0477c3bf-9052-4bd4-ae99-0efb233c52e6,2017-06-17T09:22:02,108,,-1
359925061260548,409,2017-06-13T11:02:00.505+06,23.706898072927252 90.42576476194552 -56.37355712149292 5.0,23.70689807,90.42576476,-56.37355712,5,77,1,1,1,2,6,1,1,,4,,3,,1,,1,,1,,0,,,,,,1,,1,,1,,0,,,,,,,1,,1,,2,,2,,1,,2,,2,,1,,1,,3,,2,,1,,2,,2,,,0,,,,,,,,,Na,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:3b93a9e7-3189-4a59-9439-5895db594fff,4391,3b93a9e7-3189-4a59-9439-5895db594fff,2017-06-17T09:22:02,109,,-1
359925061277617,77,2017-06-13T10:31:00.184+06,23.8228727 90.3793966 0.0 1100.0,23.8228727,90.3793966,0,1100,11,1,1,1,2,5,1,1,,4,,4,,1,,2,,2,,1,,3,,3,,1,,2,,2,,0,,,,,,,0,,1,,2,,2,,1,,3,,3,,1,,1,,3,,3,,1,,2,,2,,,0,,,,,,,,,Good respon,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:590fba24-53fb-449f-93e9-f0ad05986f17,4395,590fba24-53fb-449f-93e9-f0ad05986f17,2017-06-17T09:23:50,110,,-1
359925061142506,131,2017-06-12T11:19:00.756+06,23.7710553 90.4297522 0.0 1200.0,23.7710553,90.4297522,0,1200,22,1,1,1,2,3,1,1,,3,,3,,1,,3,,4,,1,,3,,4,,1,,1,,1,,0,,,,,,,1,,1,,1,,1,,1,,2,,2,,1,,1,,4,,4,,1,,1,,1,,,0,,,,,,,,,No command,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:1f6854a3-55ae-41d9-8046-d80f5e98dc71,4399,1f6854a3-55ae-41d9-8046-d80f5e98dc71,2017-06-17T09:26:25,111,,-1
359925061286956,398,2017-06-14T09:00:00.835+06,,,,,,66,1,1,1,2,7,1,0,,,,,,0,,,,,,0,,,,,,1,,1,,1,,0,,,,,,,0,,1,,2,,2,,1,,3,,3,,1,,1,,2,,1,,1,,1,,1,,,0,,,,,,,,,,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:02d25994-eaca-41dd-a916-52e0cc7915d8,4400,02d25994-eaca-41dd-a916-52e0cc7915d8,2017-06-17T09:26:25,112,,-1
359925061260548,489,2017-06-14T08:42:00.772+06,23.708179454511676 90.42538262303165 0.0 0.0,23.70817945,90.42538262,0,0,77,1,1,1,2,3,1,1,,4,,4,,1,,2,,2,,0,,,,,,1,,1,,1,,0,,,,,,,0,,1,,2,,2,,1,,3,,3,,1,,1,,3,,2,,1,,2,,2,,,0,,,,,,,,,Na,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:618b5b5f-08ca-4392-9ebd-3d1eaae36499,4401,618b5b5f-08ca-4392-9ebd-3d1eaae36499,2017-06-17T09:26:25,113,,-1
359925061295106,366,2017-06-13T09:04:00.603+06,23.724319636364545 90.4274813023127 -39.0 0.0,23.72431964,90.4274813,-39,0,66,1,1,1,2,4,1,0,,,,,,0,,,,,,0,,,,,,1,,1,,1,,0,,,,,,,0,,1,,2,,2,,1,,3,,3,,1,,1,,4,,4,,1,,2,,2,,,0,,,,,,,,,No,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:13b8d92e-12bd-42e5-89fa-b20360e51a60,4403,13b8d92e-12bd-42e5-89fa-b20360e51a60,2017-06-17T09:27:19,114,,-1
359925061278375,32,2017-06-12T11:44:00.066+06,23.82359005602433 90.3777447977102 -1.0 0.0,23.82359006,90.3777448,-1,0,11,1,1,1,2,5,1,1,,4,,4,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,,,,,,0,,1,,2,,1,,1,,1,,1,,1,,1,,3,,3,,1,,1,,1,,,0,,,,,,,,,N/A,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:64f062ee-e7bd-4808-b994-c93134e7e65e,4404,64f062ee-e7bd-4808-b994-c93134e7e65e,2017-06-17T09:27:19,115,,-1
359925061200999,116,2017-06-12T11:10:00.056+06,23.769778219053226 90.4328132212236 6.0 0.0,23.76977822,90.43281322,6,0,22,1,1,1,2,7,1,1,,4,,4,,1,,2,,2,,1,,1,,1,,1,,1,,1,,0,,,,,,,1,,1,,2,,1,,1,,3,,3,,1,,1,,4,,2,,1,,2,,2,,,0,,,,,,,,,Uttar data sundor vabe uttar dise,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:92a427d9-4292-42d6-998d-4046f7653541,4407,92a427d9-4292-42d6-998d-4046f7653541,2017-06-17T09:28:38,116,,-1
359925061190497,101,2017-06-12T11:22:00.362+06,23.771386543801533 90.43247951734074 0.0 0.0,23.77138654,90.43247952,0,0,22,1,1,1,2,3,1,1,,4,,4,,1,,3,,3,,1,,1,,1,,1,,1,,1,,1,,4,,4,,,0,,1,,2,,2,,1,,4,,4,,1,,1,,4,,3,,1,,1,,1,,,0,,,,,,,,,"Bristir jonno kaj korte khub aktu somosa hoyese,",13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:7d5616f6-f928-4b1f-9ecf-0815a66d805e,4408,7d5616f6-f928-4b1f-9ecf-0815a66d805e,2017-06-17T09:28:38,117,,-1
359925060323099,515,2017-06-12T13:28:00.445+06,23.72552712405572 90.37121123123158 -55.34010902699083 5.0,23.72552712,90.37121123,-55.34010903,5,88,1,1,1,2,3,1,0,,,,,,1,,3,,3,,1,,1,,1,,1,,1,,1,,0,,,,,,,1,,1,,2,,2,,1,,1,,2,,1,,1,,2,,2,,1,,1,,2,,,0,,,,,,,,,Na,43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:2f63d679-6fec-4371-8dfd-93503e18e026,4409,2f63d679-6fec-4371-8dfd-93503e18e026,2017-06-17T09:29:32,118,,-1
359925060106239,531,2017-06-12T11:36:00.248+06,23.723860156965728 90.37486038437359 4.0 0.0,23.72386016,90.37486038,4,0,88,1,1,1,2,5,1,0,,,,,,1,,2,,1,,0,,,,,,1,,1,,1,,0,,,,,,,0,,1,,2,,2,,1,,4,,4,,1,,1,,3,,4,,1,,4,,4,,,1,,1,,1,,0,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:707bf5b4-7e72-44e8-b3a3-8d04b0dd27bd,4415,707bf5b4-7e72-44e8-b3a3-8d04b0dd27bd,2017-06-17T09:30:32,119,,-1
359925061278375,36,2017-06-14T08:59:00.386+06,23.823399872850402 90.37791490331374 15.0 0.0,23.82339987,90.3779149,15,0,11,1,1,1,2,4,1,1,,4,,4,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,,,,,,0,,1,,2,,2,,1,,2,,2,,1,,1,,3,,2,,1,,1,,1,,,0,,,,,,,,,N/A,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:b506abad-8dba-415a-8357-6144830156ed,4419,b506abad-8dba-415a-8357-6144830156ed,2017-06-17T09:31:28,120,,-1
